[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[01:27:29.440 --> 01:27:32.340]  It's going to make it less potent, and it's going to make it less desirable.
[01:27:32.860 --> 01:27:37.740]  Do a little work, clean it up, get it out of there, and you will have a better product.
[01:27:37.740 --> 01:27:41.280]  Use your thumbs or some scissors to gently remove the excess leaves and the little stems
[01:27:41.280 --> 01:27:42.280]  from the buds.
[01:27:42.280 --> 01:27:43.280]  Get rid of the handlebars.
[01:27:43.280 --> 01:27:44.280]  Get rid of the crow's feet.
[01:27:44.280 --> 01:27:49.380]  Now, once the buds are trimmed to your satisfaction, you can place them into a container for finished
[01:27:49.380 --> 01:27:50.380]  products.
[01:27:50.380 --> 01:27:53.660]  Now, when I say to your satisfaction, how you want to trim your buds is up to you.
[01:27:53.660 --> 01:27:55.780]  If you want to leave it a little fluffy, go for it.
[01:27:55.780 --> 01:27:58.180]  If you want to trim it nice and tight, go for it.
[01:27:58.180 --> 01:28:00.300]  That is up to you.
[01:28:00.300 --> 01:28:04.100]  If your product is for you personally, then you can leave it as leafy as you want.
[01:28:04.100 --> 01:28:06.440]  You can knock those leaves off right before you smoke it.
[01:28:06.440 --> 01:28:07.740]  You can clean it up yourself.
[01:28:07.740 --> 01:28:11.940]  If you plan on getting top dollar for your product, you'll need to have a tight, clean
[01:28:11.940 --> 01:28:13.560]  trim job.
[01:28:13.560 --> 01:28:17.020]  One thing I should mention that will help us speed up the process of trimming is the
[01:28:17.020 --> 01:28:18.020]  rule of thumb.
[01:28:18.020 --> 01:28:21.900]  If the bud you are trimming is not bigger than the tip of your thumb, it's probably
[01:28:21.900 --> 01:28:26.500]  better to let that bud go to your hash pile and trim something more substantial.
[01:28:26.500 --> 01:28:30.220]  Put those little popcorn buds in the hash pile, put it in your trim pile, and you can
[01:28:30.220 --> 01:28:33.260]  make better hash that will improve the quality of your concentrate.
[01:28:33.260 --> 01:28:36.060]  If it's a little tiny bud, don't waste time trimming it.
[01:28:36.060 --> 01:28:38.100]  Just throw it in the hash pile.
[01:28:38.100 --> 01:28:39.880]  Don't waste your time trimming little tiny buds.
[01:28:39.880 --> 01:28:44.460]  If you feel like that little tiny bud is worth less money than the time it is taking you
[01:28:44.460 --> 01:28:47.440]  to trim it, set it aside and put it in the hash pile.
[01:28:47.440 --> 01:28:48.960]  You don't have to trim that.
[01:28:48.960 --> 01:28:55.580]  If herb costs $10 a gram and it takes you a minute to trim that little nug, it's not
[01:28:55.580 --> 01:28:56.580]  cost effective.
[01:28:56.580 --> 01:28:58.580]  Toss that little nug into the trim bin.
[01:28:58.580 --> 01:28:59.860]  We'll add that to the concentrates.
[01:28:59.860 --> 01:29:04.100]  Grab something that we can trim and get on the shelf and make it purchasable for the
[01:29:04.100 --> 01:29:05.720]  consumer.
[01:29:05.720 --> 01:29:08.120]  If it's real tiny, if it's ugly, don't bother trimming it.
[01:29:08.120 --> 01:29:10.240]  You can put that in your hash pile.
[01:29:10.240 --> 01:29:15.060]  You can add that to the to-be-extracted pile, and that will just improve your concentrates.
[01:29:15.060 --> 01:29:16.540]  It will also speed you up.
[01:29:16.540 --> 01:29:21.180]  Of course, if you need every little half gram, every piece of gravel out of that crop to
[01:29:21.180 --> 01:29:24.040]  make your goal, to make your weight, go ahead and trim that up.
[01:29:24.040 --> 01:29:25.040]  Add that.
[01:29:25.040 --> 01:29:26.480]  Put that in the bottom of the bag.
[01:29:26.480 --> 01:29:30.360]  But if it's not necessary, if it's just for you, put that in the concentrate pile and
[01:29:30.360 --> 01:29:32.000]  speed yourself up.
[01:29:32.000 --> 01:29:37.720]  In a commercial grow, the growers are expected to kick out a pound minimum per person per
[01:29:37.720 --> 01:29:38.720]  shift.
[01:29:38.720 --> 01:29:40.320]  Some people turn in two pounds every day.
[01:29:40.320 --> 01:29:43.800]  If they spend time trimming that little gravel shit, they would never get there.
[01:29:43.800 --> 01:29:46.280]  We have a way of separating all those little tiny buds.
[01:29:46.280 --> 01:29:47.760]  All that little stuff gets filtered out.
[01:29:47.760 --> 01:29:49.680]  It gets pushed to the side.
[01:29:49.680 --> 01:29:53.380]  Then all of that, those little buds and the trim, they're combined and it gets turned
[01:29:53.380 --> 01:29:55.180]  into concentrates.
[01:29:55.180 --> 01:29:58.720]  Do a nice tight trim if you want to sell it, but don't go overboard.
[01:29:58.720 --> 01:30:00.140]  Don't trim it too tight.
[01:30:00.140 --> 01:30:03.460]  Also don't try trimming all those little buds or you're going to put yourself in debt.
[01:30:03.460 --> 01:30:04.840]  You've got to pay your trimmers.
[01:30:04.840 --> 01:30:06.180]  You're spending your time.
[01:30:06.180 --> 01:30:07.420]  Make it cost effective.
[01:30:07.420 --> 01:30:10.860]  Now, something I want to mention, trimming will be very strain dependent.
[01:30:10.860 --> 01:30:12.860]  Some buds are tight.
[01:30:12.860 --> 01:30:15.020]  Some buds are real fluffy.
[01:30:15.020 --> 01:30:17.140]  Some buds are little compacted little rocks.
[01:30:17.140 --> 01:30:20.260]  You can just rub your fingers over those and those are going to trim.
[01:30:20.300 --> 01:30:23.500]  Some buds are airy and have a lot of texture to them.
[01:30:23.500 --> 01:30:26.180]  Those are going to be a little harder to trim because you don't want to knock off all those
[01:30:26.180 --> 01:30:27.180]  calyxes.
[01:30:27.180 --> 01:30:28.180]  You're going to have to adjust.
[01:30:28.180 --> 01:30:32.220]  Also, if you're working for somebody else, you're going to have to adjust to how they
[01:30:32.220 --> 01:30:33.460]  want it trimmed.
[01:30:33.460 --> 01:30:37.260]  When you go to a grow and you're working for someone else, they get to dictate how tight
[01:30:37.260 --> 01:30:38.540]  your trim is.
[01:30:38.540 --> 01:30:39.620]  Don't over trim.
[01:30:39.620 --> 01:30:40.620]  Don't under trim.
[01:30:40.620 --> 01:30:41.900]  You trim to their expectation.
[01:30:41.900 --> 01:30:45.140]  If you're not sure what they want, have them trim up a bud and show you.
[01:30:45.140 --> 01:30:48.300]  Have them trim up two or three buds and set those at your workstation so you have something
[01:30:48.300 --> 01:30:51.260]  to refer to as the day goes on so that you don't forget.
[01:30:51.260 --> 01:30:53.900]  Also, if they come by and say, hey, why are you doing it like that?
[01:30:53.900 --> 01:30:55.340]  You got a couple little buds to show them.
[01:30:55.340 --> 01:30:57.100]  You can say, hey, these are what you showed me.
[01:30:57.100 --> 01:30:58.100]  This is what I did.
[01:30:58.100 --> 01:30:59.100]  Show me the difference.
[01:30:59.100 --> 01:31:00.100]  Show me where I'm going wrong.
[01:31:00.100 --> 01:31:01.820]  Then they can say, fuck, you're doing it just like I showed you.
[01:31:01.820 --> 01:31:02.820]  I'm sorry.
[01:31:02.820 --> 01:31:04.140]  We got a nice tight trim.
[01:31:04.140 --> 01:31:05.500]  We're setting the trim in one pile.
[01:31:05.500 --> 01:31:07.700]  We're setting our little tiny buds in another pile.
[01:31:07.700 --> 01:31:10.300]  We're mixing that up so we can make good concentrates out of it.
[01:31:10.300 --> 01:31:11.940]  We're getting rid of all the sticks.
[01:31:11.940 --> 01:31:15.060]  You guys, I think we have covered most of trimming.
[01:31:15.060 --> 01:31:18.420]  One great thing about trimming is scissor and glove hatch.
[01:31:18.420 --> 01:31:22.020]  All that sticky shit that builds up on your gloves and scissors is smokeable.
[01:31:22.020 --> 01:31:23.900]  You can smoke that right away.
[01:31:23.900 --> 01:31:25.880]  Mike loves scissor hatch.
[01:31:25.880 --> 01:31:29.060]  What I like to do if I've been trimming, so say you've been trimming, you've got this
[01:31:29.060 --> 01:31:33.060]  weird layer of sticky, gooey looking shit all over your gloves.
[01:31:33.060 --> 01:31:34.060]  That's resin.
[01:31:34.060 --> 01:31:35.060]  That's trichomes.
[01:31:35.060 --> 01:31:36.060]  That is potency.
[01:31:36.060 --> 01:31:39.380]  Rub your hands together and you'll start figuring out how to rub your hands in a circle to make
[01:31:39.380 --> 01:31:40.740]  that stuff stick together.
[01:31:40.740 --> 01:31:42.500]  A little bit of heat goes a long way.
[01:31:42.500 --> 01:31:46.260]  If your hands get warm, it'll start taking that resin right off of your hands.
[01:31:46.260 --> 01:31:48.420]  I don't want to smoke it off your skin.
[01:31:48.420 --> 01:31:52.740]  Back in the day, we used to call it finger hatch, but please wear gloves now and we're
[01:31:52.740 --> 01:31:54.500]  going to call it glove hatch.
[01:31:54.500 --> 01:31:55.700]  You can scrape it off your scissors.
[01:31:55.700 --> 01:31:57.300]  You can smoke it off your gloves.
[01:31:57.300 --> 01:31:58.300]  Then put it in a bowl.
[01:31:58.300 --> 01:32:01.860]  You can put it on top of some pot or just put it in an empty bowl and just put a flame
[01:32:01.860 --> 01:32:03.300]  to it and melt it.
[01:32:03.300 --> 01:32:06.900]  Just slowly melt that shit until it starts smoking and you can smoke that scissor hatch,
[01:32:06.900 --> 01:32:09.740]  that glove hatch, you can smoke it right away.
[01:32:09.740 --> 01:32:12.100]  But please don't pass that shit to me.
[01:32:12.100 --> 01:32:15.980]  If you did that off your skin and weren't wearing gloves, I don't want to smoke your
[01:32:15.980 --> 01:32:16.980]  skin.
[01:32:16.980 --> 01:32:21.220]  So that's one good thing about trimming is you get scissor hatch right away.
[01:32:21.220 --> 01:32:23.700]  I think that anything that sticks to your gloves, that's yours.
[01:32:23.700 --> 01:32:24.700]  You get to smoke that.
[01:32:24.700 --> 01:32:27.620]  If you come trim for me and that shit sticks to your gloves, I have no problem with you
[01:32:27.620 --> 01:32:30.860]  rolling that right off your glove, put that in a pipe and smoke it right in front of me.
[01:32:30.860 --> 01:32:31.860]  You earned that.
[01:32:31.860 --> 01:32:32.860]  That is your scissor hatch.
[01:32:32.860 --> 01:32:34.500]  That means you're trimming your ass off.
[01:32:34.500 --> 01:32:38.380]  If it's on your scissors, scrape your scissors off, smoke that shit.
[01:32:38.380 --> 01:32:41.580]  What a lot of people will do, all the trimmers in the room will just gather all their scissor
[01:32:41.580 --> 01:32:43.380]  hatch into one pile and put it into a big ball.
[01:32:43.380 --> 01:32:45.260]  And then at the end of the day, you guys all smoke that together.
[01:32:45.260 --> 01:32:48.660]  It's like a little celebration, but it's smokeable.
[01:32:48.660 --> 01:32:49.660]  That's my point.
[01:32:49.660 --> 01:32:53.300]  You can make edibles out of it if you want to, but I would recommend smoking it.
[01:32:53.300 --> 01:32:54.360]  Mike loves smoking it.
[01:32:54.360 --> 01:32:55.520]  It's not my favorite to smoke.
[01:32:55.520 --> 01:32:59.700]  It's a little, it's heavy on the lungs and it tastes kind of wet, but it is potent and
[01:32:59.700 --> 01:33:02.780]  it will give you a big fat hit.
[01:33:02.780 --> 01:33:05.940]  Another great thing about dry trimming that I didn't mention is that when you were done
[01:33:05.940 --> 01:33:07.900]  trimming, you can now weigh your product.
[01:33:07.900 --> 01:33:10.060]  You've been cutting off the extra crap and throwing that in one pile.
[01:33:10.060 --> 01:33:12.580]  Then you've been throwing those finished buds into one pile.
[01:33:12.580 --> 01:33:14.900]  All you got to do is set that container on the scale and weigh it.
[01:33:14.900 --> 01:33:17.420]  Now, one thing I would recommend is a good idea.
[01:33:17.420 --> 01:33:20.300]  Whatever container you're going to throw your buds into your finished buds.
[01:33:20.300 --> 01:33:24.420]  If it's going to be a bucket, if it's going to be a Tupperware container, weigh that and
[01:33:24.420 --> 01:33:28.620]  write the weight of that on your container so that when you're done trimming into that
[01:33:28.620 --> 01:33:30.880]  container, you know how much that weighs.
[01:33:30.880 --> 01:33:34.540]  So just subtract the weight of your container and now you know how much product is on the
[01:33:34.540 --> 01:33:35.540]  scale.
[01:33:35.540 --> 01:33:38.460]  So it's always rewarding knowing how much product you've got right at the end of the
[01:33:38.460 --> 01:33:39.460]  trim process.
[01:33:39.460 --> 01:33:40.460]  Now, how much do you trim?
[01:33:40.460 --> 01:33:42.460]  You don't know because you've got to wait for it to dry still.
[01:33:42.460 --> 01:33:43.900]  So when people say, how much did you trim today?
[01:33:43.900 --> 01:33:45.580]  And they said, I trimmed a wet pound.
[01:33:45.580 --> 01:33:46.580]  How do you know, bro?
[01:33:46.580 --> 01:33:47.580]  It was wet.
[01:33:47.580 --> 01:33:48.580]  It's got to dry.
[01:33:48.580 --> 01:33:49.580]  We'll find out in a few days.
[01:33:49.580 --> 01:33:52.980]  So if you're paying people to trim by the pound, dry trim is the way to go because now
[01:33:52.980 --> 01:33:54.660]  you've got dry pounds to weigh.
[01:33:54.660 --> 01:33:56.980]  You don't have a wet pound to guess on the weight.
[01:33:56.980 --> 01:34:00.420]  So here's one more thing I should definitely mention to all of my friends who have never
[01:34:00.420 --> 01:34:03.260]  trimmed before, everybody who is new with cannabis.
[01:34:03.260 --> 01:34:05.580]  Here's something that I have to tell you.
[01:34:05.580 --> 01:34:10.860]  When you are trimming or working with plants in general, do not touch your eyes with sticky
[01:34:10.860 --> 01:34:13.220]  trim fingers.
[01:34:13.220 --> 01:34:15.460]  Don't rub your eye with the back of your hand.
[01:34:15.460 --> 01:34:18.140]  Go wash your hands before you touch your eyes.
[01:34:18.140 --> 01:34:22.860]  If you rub your eyes with trichomes or plant resin on your finger, it is going to burn
[01:34:22.860 --> 01:34:25.580]  for the next hour and it is sticky.
[01:34:25.580 --> 01:34:29.020]  Every time you blink, most of the time you think you can blink and it'll fix your sticky
[01:34:29.020 --> 01:34:30.740]  eye or whatever's in your eye.
[01:34:30.740 --> 01:34:32.000]  Not when you have resin in your eye.
[01:34:32.000 --> 01:34:35.180]  Every time you blink, it gets fucking stickier and it feels like your eyelid is sticking
[01:34:35.180 --> 01:34:37.300]  to your eyeball and it just burns.
[01:34:37.300 --> 01:34:43.180]  So wear gloves and if you need to itch your eye, take your fucking glove off your hand,
[01:34:43.180 --> 01:34:44.180]  then itch your eye.
[01:34:44.180 --> 01:34:47.020]  I would almost consider washing my hands before the itch.
[01:34:47.020 --> 01:34:49.540]  Take the glove off, go wash the hand, then scratch the eye.
[01:34:49.540 --> 01:34:52.020]  But I understand sometimes you just got to stick your finger in your eye because shit's
[01:34:52.020 --> 01:34:53.020]  going weird.
[01:34:53.020 --> 01:34:54.300]  Take that glove off you guys.
[01:34:54.300 --> 01:34:57.780]  Don't put plant resin or trichomes in your eye.
[01:34:57.780 --> 01:34:59.740]  It will fucking suck.
[01:34:59.740 --> 01:35:00.820]  That's the technical term for it.
[01:35:00.820 --> 01:35:01.860]  It fucking sucks.
[01:35:01.860 --> 01:35:03.100]  There's no other way to describe it.
[01:35:03.100 --> 01:35:04.260]  It fucking sucks you guys.
[01:35:04.340 --> 01:35:05.340]  All right.
[01:35:05.340 --> 01:35:07.100]  So I feel like I've given you a pretty good lesson on trimming.
[01:35:07.100 --> 01:35:10.460]  I know I didn't teach you exactly how to trim.
[01:35:10.460 --> 01:35:14.340]  The act of holding the bud and putting the scissors to it is something you're going to
[01:35:14.340 --> 01:35:15.380]  have to experience.
[01:35:15.380 --> 01:35:17.620]  You will develop your technique and your style.
[01:35:17.620 --> 01:35:19.340]  I feel like I've given you a pretty good outline.
[01:35:19.340 --> 01:35:20.580]  You know what to do with the product.
[01:35:20.580 --> 01:35:21.900]  You know how to get it there.
[01:35:21.900 --> 01:35:23.760]  You just need some practice doing it.
[01:35:23.760 --> 01:35:26.020]  Get some buds and put some scissors to them.
[01:35:26.020 --> 01:35:27.860]  That's the only way you're going to get good at it.
[01:35:27.860 --> 01:35:30.100]  It's the only way you're going to get faster at it.
[01:35:30.100 --> 01:35:34.340]  When we hire new trimmers at The Grow, we don't always hire the people that claim to
[01:35:34.340 --> 01:35:35.460]  be the fastest trimmers.
[01:35:35.460 --> 01:35:38.420]  We hire the people that interview well and seem like they're going to fit in with the
[01:35:38.420 --> 01:35:39.420]  crew.
[01:35:39.420 --> 01:35:43.100]  If they say they can only trim a half a pound of weed when they start, that is fine if that
[01:35:43.100 --> 01:35:44.100]  is real.
[01:35:44.100 --> 01:35:47.300]  If they say they can trim a half a pound and they only do a quarter pound, then I've got
[01:35:47.300 --> 01:35:48.300]  issues.
[01:35:48.300 --> 01:35:50.140]  But they say, I can trim a half a pound in a day.
[01:35:50.140 --> 01:35:51.140]  I'm fine with that.
[01:35:51.140 --> 01:35:52.300]  We will train them.
[01:35:52.300 --> 01:35:53.540]  We will teach them our system.
[01:35:53.540 --> 01:35:54.620]  We'll teach them some tricks.
[01:35:54.620 --> 01:35:55.620]  They'll get in.
[01:35:55.620 --> 01:35:56.620]  They'll get a rhythm.
[01:35:56.620 --> 01:35:57.620]  They'll get a routine.
[01:35:57.620 --> 01:36:00.260]  Ultimately, they'll be trimming a pound and a half a day.
[01:36:00.260 --> 01:36:01.620]  It's all about just finding the rhythm.
[01:36:01.620 --> 01:36:03.140]  It's all about finding the groove.
[01:36:03.140 --> 01:36:06.540]  It takes you a little bit of time and experience to get in there and do it.
[01:36:06.540 --> 01:36:08.220]  Also, these are buds.
[01:36:08.220 --> 01:36:10.260]  These are precious to people.
[01:36:10.260 --> 01:36:12.100]  I've been in this industry for a long time.
[01:36:12.100 --> 01:36:15.940]  I can grab a flowering plant that's a few days in and just cut that fucker down and
[01:36:15.940 --> 01:36:17.340]  feel no remorse or anything.
[01:36:17.340 --> 01:36:20.740]  If that's what needed to happen in a commercial grow, I kill the plant.
[01:36:20.740 --> 01:36:24.260]  A lot of people treat little buds like they're the most precious thing they've ever seen,
[01:36:24.260 --> 01:36:25.340]  which I respect.
[01:36:25.340 --> 01:36:26.580]  You don't get to grow a bunch of plants.
[01:36:26.580 --> 01:36:30.100]  I have produced over a ton of cannabis in my life.
[01:36:30.100 --> 01:36:33.260]  I am responsible for a ton of cannabis having been produced.
[01:36:33.260 --> 01:36:35.820]  A lot of people don't have that under their belt.
[01:36:35.820 --> 01:36:37.540]  Every bud is precious to them.
[01:36:37.540 --> 01:36:39.580]  They don't want to fuck up one single bud.
[01:36:39.580 --> 01:36:40.580]  I get that.
[01:36:40.580 --> 01:36:44.060]  When they're new at it, they go really slow, especially a hired trimmer.
[01:36:44.060 --> 01:36:45.220]  That is not their product.
[01:36:45.220 --> 01:36:47.300]  That is your bud that they're playing with.
[01:36:47.300 --> 01:36:51.060]  Respect them for taking their time and going slow with it, but also encourage them to go
[01:36:51.060 --> 01:36:52.100]  faster.
[01:36:52.100 --> 01:36:54.460]  You have to learn and go faster.
[01:36:54.460 --> 01:36:58.020]  People like to go slow in the beginning because they're playing with gold.
[01:36:58.020 --> 01:37:00.100]  They're playing with little pieces of gold.
[01:37:00.100 --> 01:37:03.540]  They got little babies in their hand and they're new, so they're kind of intimidated.
[01:37:03.540 --> 01:37:04.860]  Keep that in mind.
[01:37:04.860 --> 01:37:07.060]  You'll get faster as time goes on is what I'm trying to say, you guys.
[01:37:07.060 --> 01:37:08.060]  You just need some practice.
[01:37:08.060 --> 01:37:10.860]  You'll become a good trimmer if you want to become a good trimmer.
[01:37:10.860 --> 01:37:14.940]  If you want to get your foot in the door in the commercial marijuana industry, being a
[01:37:14.940 --> 01:37:18.860]  trimmer is probably the number one way to get in the door.
[01:37:18.860 --> 01:37:21.380]  Trimmers and bud tenders are how you get started.
[01:37:21.380 --> 01:37:26.420]  It can be really time consuming and tedious, but it is the last step before you claim victory
[01:37:26.420 --> 01:37:27.420]  in your garden.
[01:37:27.420 --> 01:37:30.820]  If your garden is for sale, you're one step away from money.
[01:37:30.820 --> 01:37:36.920]  If your garden is for medicinal uses, you're one step away from feeling better.
[01:37:36.920 --> 01:37:39.740]  Trimming sucks, but you're almost there.
[01:37:39.740 --> 01:37:42.700]  It's the hardest, most time consuming, tedious part, in my opinion.
[01:37:42.700 --> 01:37:46.980]  It is my least favorite part, but it is one step away from sweet success.
[01:37:46.980 --> 01:37:48.420]  All right, podcast world.
[01:37:48.420 --> 01:37:50.300]  I hope this trimming lesson made sense.
[01:37:50.300 --> 01:37:54.500]  Again, the only way to get good at trimming is to get sticky and get some practice.
[01:37:54.500 --> 01:37:57.700]  Get in there, get your gloves dirty, get your scissors all sticky, and start trimming up
[01:37:57.700 --> 01:37:58.700]  some weed.
[01:37:58.700 --> 01:38:02.260]  If you want to learn and you've got friends that are harvesting, volunteer to trim for
[01:38:02.260 --> 01:38:03.260]  free.
[01:38:03.260 --> 01:38:05.860]  Everybody could use a free trimmer, and we know we're going to have to teach you.
[01:38:05.860 --> 01:38:08.820]  That's fine, but we hope that in a few harvests, you're going to show up and you're going to
[01:38:08.820 --> 01:38:10.660]  trim your ass off like a savage.
[01:38:10.660 --> 01:38:14.120]  There are people that will help you learn by letting you trim for free.
[01:38:14.120 --> 01:38:16.980]  If you get those opportunities, please do take them.
[01:38:16.980 --> 01:38:18.980]  Ladies and gentlemen, I'm sure I left something out.
[01:38:18.980 --> 01:38:20.200]  I'm sure I missed something.
[01:38:20.200 --> 01:38:24.880]  If I sparked any questions with this episode, I invite you to email me all of your questions.
[01:38:24.880 --> 01:38:28.000]  My email address is growfromyourheartathotmail.com.
[01:38:28.000 --> 01:38:29.320]  I would love to hear what I skipped.
[01:38:29.320 --> 01:38:31.040]  I'd love to hear what I left out.
[01:38:31.040 --> 01:38:34.680]  Or if you've got some other random questions, I will answer those also.
[01:38:34.680 --> 01:38:37.840]  Once again, it's growfromyourheartathotmail.com.
[01:38:37.840 --> 01:38:41.200]  Ladies and gentlemen, thanks for listening to the trimming episode.
[01:38:41.200 --> 01:38:43.720]  Here is the part where I pitch my Patreon campaign.
[01:38:43.720 --> 01:38:46.760]  I would truly appreciate your support on Patreon.
[01:38:46.760 --> 01:38:50.800]  If you feel like this podcast was worth a couple of bucks and you were able to contribute
[01:38:50.800 --> 01:38:56.440]  financially, you can do so by going to patreon.com slash growfromyourheart.
[01:38:56.440 --> 01:39:02.480]  That's P-A-T-R-E-O-N, patreon.com slash growfromyourheart.
[01:39:02.480 --> 01:39:05.920]  If you'd like to contribute to the podcast, all the information that you need will be
[01:39:05.920 --> 01:39:07.480]  right there.
[01:39:07.480 --> 01:39:11.080]  If you contribute to the podcast, I will use those contributions to pay for the website
[01:39:11.080 --> 01:39:13.280]  that keeps the podcast free for everybody.
[01:39:13.280 --> 01:39:17.600]  I will also use those contributions to pay for the upgraded MacBook I bought so that
[01:39:17.600 --> 01:39:22.320]  I can keep the podcast coming and keep the videos coming to everybody for free.
[01:39:22.320 --> 01:39:24.680]  You guys, I will never charge you for this podcast.
[01:39:24.680 --> 01:39:29.400]  As long as I am able to put this podcast out for free, it will be free for you as well.
[01:39:29.400 --> 01:39:34.200]  I may in the future release some paid content, which will be bonus content, but this version
[01:39:34.200 --> 01:39:37.600]  of the podcast in this format always will be free.
[01:39:37.600 --> 01:39:41.400]  iTunes, Stitcher, and the YouTube channel as it is will always be free.
[01:39:41.400 --> 01:39:45.680]  I do this because I love cannabis and I love you and I want you to be able to medicate
[01:39:45.680 --> 01:39:51.080]  and recreate the best ways possible with the highest quality, cleanest, safest products
[01:39:51.080 --> 01:39:52.080]  available.
[01:39:52.080 --> 01:39:54.760]  I think the only way you can do that is by growing it yourself.
[01:39:54.760 --> 01:39:59.280]  I've got to teach you how to do that so that you don't have to rely on anybody else.
[01:39:59.280 --> 01:40:03.000]  My point is that the podcast will be free, but I know there are people out there who
[01:40:03.000 --> 01:40:06.280]  would like to contribute because they emailed me and they said, hey Jeff, how can we help
[01:40:06.280 --> 01:40:07.280]  you out?
[01:40:07.280 --> 01:40:09.560]  Patreon is the best way to do that.
[01:40:09.560 --> 01:40:13.160]  Patreon.com slash growfromyourheart.
[01:40:13.160 --> 01:40:15.840]  Also I would appreciate it if you stalk me on the social media.
[01:40:15.840 --> 01:40:17.240]  You can find me on Facebook.
[01:40:17.240 --> 01:40:18.880]  Simply search for the Grow From Your Heart podcast.
[01:40:18.880 --> 01:40:21.280]  On Twitter, it's at GFYH podcast.
[01:40:21.280 --> 01:40:23.560]  And on Instagram, I use my other company name.
[01:40:23.560 --> 01:40:27.800]  It's iRegenetics, I-R-I-E underscore genetics on Instagram.
[01:40:27.800 --> 01:40:29.400]  Make sure you follow me there.
[01:40:29.400 --> 01:40:33.560]  You guys don't forget that the podcast is available on iTunes, Stitcher, and every single
[01:40:33.560 --> 01:40:36.000]  episode is archived on the YouTube channel.
[01:40:36.000 --> 01:40:38.240]  Simply search for the Grow From Your Heart podcast.
[01:40:38.240 --> 01:40:40.880]  You guys don't forget to check out our friends at the Hella Dank Seed Company.
[01:40:40.880 --> 01:40:43.680]  You can find them at dankseed.store.
[01:40:43.680 --> 01:40:45.200]  Thanks again for listening to this episode, everybody.
[01:40:45.200 --> 01:40:47.280]  I'll be back Monday with a brand new episode.
[01:40:47.280 --> 01:40:50.200]  I want to give a huge shout out to my friend Grimbolt the Druid.
[01:40:50.200 --> 01:40:55.120]  And until next time, take a fat dab and give your mom a hug for me.
[01:40:55.120 --> 01:40:56.480]  Welcome back podcast world.
[01:40:56.480 --> 01:41:00.080]  It's time for episode 394 of the Grow From Your Heart podcast.
[01:41:00.080 --> 01:41:02.880]  This episode is brought to you by Oregon Elite Seeds.
[01:41:02.880 --> 01:41:07.000]  If you need fresh seeds for your garden, I highly recommend Oregon Elite Seeds and you
[01:41:07.000 --> 01:41:11.080]  can find them at oregoneliteseeds.com.
[01:41:11.080 --> 01:41:15.040]  It's become a tradition that we start the podcast off by talking about what I'm dabbing.
[01:41:15.040 --> 01:41:21.120]  Today I'm taking dabs of vanilla cookies batter from Apothecary Farms and it tastes delicious.
[01:41:21.120 --> 01:41:24.920]  If you let the nail cool nice and cool, you get the real nice vanilla cream kind of a
[01:41:24.920 --> 01:41:26.120]  flavor out of it.
[01:41:26.120 --> 01:41:30.200]  If you're a savage and you hit it while the nail's a little bit hot, you get that spicy
[01:41:30.200 --> 01:41:32.840]  Durban poison part of the Girl Scout cookies flavor.
[01:41:32.840 --> 01:41:36.160]  And I really love both flavors and it really gives me a great buzz.
[01:41:36.320 --> 01:41:39.960]  So I really enjoy the vanilla cookies from Apothecary Farms.
[01:41:39.960 --> 01:41:41.560]  Big shout out to everybody at Apothecary.
[01:41:41.560 --> 01:41:43.080]  Big shout out to all three locations.
[01:41:43.080 --> 01:41:44.760]  They've got a Pueblo location.
[01:41:44.760 --> 01:41:46.760]  They've got a Colorado Springs location.
[01:41:46.760 --> 01:41:50.020]  And by the time this comes out, they will have opened a Denver location.
[01:41:50.020 --> 01:41:54.240]  So big up and congratulations to all of my friends at Apothecary.
[01:41:54.240 --> 01:41:57.200]  Ladies and gentlemen, this is going to be another repost episode.
[01:41:57.200 --> 01:42:01.360]  If you've been following along, you know I've been doing a long series of grow lessons.
[01:42:01.360 --> 01:42:05.120]  In the timeline of those grow lessons, it has become time to clean up and reset our
[01:42:05.120 --> 01:42:06.720]  garden for the next run.
[01:42:06.720 --> 01:42:09.880]  I originally did this episode as number 327.
[01:42:09.880 --> 01:42:12.360]  I'm reposting it now as 392.
[01:42:12.360 --> 01:42:16.400]  So ladies and gentlemen, with no further ado, let's clean up and reset our garden for the
[01:42:16.400 --> 01:42:17.400]  next run.
[01:42:17.400 --> 01:42:20.620]  Yeah, welcome back, cannabis community.
[01:42:20.620 --> 01:42:24.640]  It's time for another episode of the Grow From Your Heart podcast, your source for cannabis
[01:42:24.640 --> 01:42:25.640]  news, education, and conversation.
[01:42:25.640 --> 01:42:26.640]  That's right.
[01:42:26.640 --> 01:42:31.440]  If you're a new grower, if you're a professional grower, if you're a new smoker or a dedicated
[01:42:31.440 --> 01:42:35.200]  dabber, if you're a cannabis activist or even someone who is just curious about the
[01:42:35.200 --> 01:42:39.040]  current state of cannabis, this, my friends, is the podcast for you.
[01:42:39.040 --> 01:42:40.040]  I'm your host.
[01:42:40.040 --> 01:42:41.240]  My friends call me Rasta Jeff.
[01:42:41.240 --> 01:42:44.440]  I want to thank you guys again for joining me.
[01:42:44.440 --> 01:42:48.400]  This episode of the podcast is brought to you by my friends at the Hella Dank Seed Company.
