[00:00.000 --> 00:01.000]  Let's do it.
[44:58.320 --> 45:03.880]  Fucking it's got a real good zoom. It's got a 16x zoom on it is what's real nice about it and that thing took
[45:04.320 --> 45:09.040]  All the pictures in this were taken with that cheap as a $200 camera from Best Buy
[45:09.960 --> 45:13.040]  Yeah, so it's published in a book guys that should be
[45:13.960 --> 45:16.440]  So thanks. I want to give a shout out to them. Thanks for putting me in the book
[45:16.440 --> 45:19.720]  I also want you guys to look at the book support these guys. They put out great
[45:20.240 --> 45:21.800]  strain guides
[45:21.800 --> 45:23.800]  the description I
[45:25.360 --> 45:28.360]  Wrote some of it and then it was
[45:29.280 --> 45:32.040]  Given some Liberty. I think is what I'm trying to say
[45:32.040 --> 45:38.080]  I didn't write that the way that it's written there so and I also am NOT taking credit for creating golden goat
[45:38.080 --> 45:44.040]  I did not create golden goat guy named mr. Dank from Kansas created the golden goat and
[45:44.840 --> 45:48.520]  That was not me. I simply put it into seed form. It's in feminized seed
[45:49.680 --> 45:53.800]  Unfortunately right now it's sold out, but there'll be more made a wink so fast. Do you see?
[45:54.280 --> 46:01.400]  seeds I made a test batch and they went pretty quickly to all my test crew and they showed fucking huge potential and they looked
[46:01.400 --> 46:04.540]  Like golden goat mommy so then I made more and I put them online
[46:05.060 --> 46:11.620]  Banging they were gone dude. That's awesome. Yeah, shout out to nature's green remedies. Yeah, those boys know how to hustle
[46:12.620 --> 46:16.060]  So I was in the book. Yeah, it's cannabis sativa buy that book check it out guys
[46:16.060 --> 46:18.300]  It will be available on Amazon if it's not already
[46:20.060 --> 46:21.380]  They do great work over there
[46:21.380 --> 46:26.700]  The strain guides are important now that we're getting into the medical marijuana stuff and it's getting to be legal everywhere people are gonna want
[46:26.700 --> 46:28.460]  to know about these strains and
[46:28.460 --> 46:30.180]  They're gonna be growing all this crazy shit
[46:30.700 --> 46:34.780]  A book to kind of document it did the picture from sub cool on page 72 of Jack the Ripper
[46:35.580 --> 46:37.580]  gorgeous
[46:38.100 --> 46:40.100]  Excuse me
[46:40.260 --> 46:44.940]  Never sneezed on a podcast before it's the first time excuse me. Sorry guys. I didn't mean to do that
[46:46.140 --> 46:50.740]  Do my eyes got so heavy when I sneeze that that edible is working
[46:53.260 --> 46:57.260]  Honestly, I can't forget about it. I still have the taste of chocolate and peanut butter in my mouth
[46:58.020 --> 47:01.340]  There's a cool picture of East Coast sour diesel
[47:02.260 --> 47:04.600]  Damn, dude, whoever grew that let's see
[47:05.860 --> 47:10.060]  Illuminati seeds, huh? They hate it's also got some
[47:10.780 --> 47:14.700]  Some of your other guys in there the La Plata labs picture. Oh La Plata is in here
[47:14.700 --> 47:16.700]  Do you remember which strain it was?
[47:16.700 --> 47:22.740]  Their picture will be easy to spot because they take amazing photography shout out to La Plata labs. It's Josh and Jeff
[47:24.100 --> 47:26.420]  I'm going for it going I'm looking
[47:27.780 --> 47:29.780]  Their their photos are great. I
[47:31.380 --> 47:34.780]  Think it was that if you remember the name of the strain it'd be a lot easier
[47:37.180 --> 47:41.460]  Wow the picture of white diesel is glorious you guys are gonna want this book somebody did a good job
[47:41.980 --> 47:45.160]  This is a lot of these are better than my Instagram feed
[47:48.380 --> 47:52.420]  Nope close though close. It's that style. Yeah. Yeah, well Paul it felt a lot
[47:53.140 --> 47:57.500]  Stuff very black sour and it was lemon alien. Yeah, there you go
[47:59.460 --> 48:03.460]  It's all alphabetical so they tried to help out the buy it that was that amazing picture too
[48:03.460 --> 48:08.660]  They had a lot of color. Yeah, there we go. Shout out to La Plata labs on page 86
[48:09.500 --> 48:11.140]  amazing picture
[48:11.140 --> 48:16.780]  Greenhouse super lemon haze times alien Bubba tested at 16% THC check out La Plata labs comm
[48:17.220 --> 48:21.940]  Those are friends of mine. So I definitely do support them. They are available actually at nature's green remedies calm
[48:22.420 --> 48:27.380]  So if you need to get your hands on some La Plata labs products nature's green remedies calm
[48:28.420 --> 48:33.580]  The coupons that I give out are good for every brand somebody asked me if that's only good for iRegenetics products
[48:34.100 --> 48:36.420]  Shout out to iRegenetics. I know that's weird, right?
[48:36.420 --> 48:42.460]  But a lot of people don't realize that I am iRegenetics as well. So iRegenetics is the largest sponsor of this podcast
[48:42.460 --> 48:47.100]  They never get a promotion or anything. So first time I've ever done that big shout out to iRegenetics, Colorado
[48:47.100 --> 48:50.780]  Check out iRegenetics colorado.com for great cannabis photography some information on
[48:51.500 --> 48:55.260]  Myself I haven't updated the website in a while. There's a forum there if you want to join the forum
[48:55.420 --> 48:57.420]  It's kind of a fun little thing to do
[48:57.780 --> 49:01.300]  But yeah nature's green remedies those coupons expire
[49:01.300 --> 49:06.340]  I was gonna say that the fuck see that I'm high those coupons expire this month, but I'll give you another code
[49:06.740 --> 49:08.820]  But they're good for any brand not just mine
[49:08.820 --> 49:12.620]  So if you want to get some La Plata labs if you want to get there's so many good brands on there
[49:12.620 --> 49:14.620]  I think alpha chronic is on there
[49:14.620 --> 49:19.740]  Gauge green is definitely on there. I recommend highly recommend gauge green. I highly recommend gauge green
[49:19.740 --> 49:22.900]  I use gauge green and my breeding projects all the time. Yep
[49:23.420 --> 49:25.420]  daybreaker f2
[49:25.540 --> 49:27.540]  daybreaker f2 times
[49:28.340 --> 49:32.560]  Plush berry is actually black cherry cam. I'm high dude. Can you see?
[49:35.060 --> 49:37.060]  Yeah
[49:37.060 --> 49:41.340]  Call me down a little bit. You're like, let's go for a walk. You wanna go for a water? No if I yeah
[49:45.060 --> 49:47.580]  Really wet no, I got your brother you're good
[49:48.340 --> 49:53.480]  So I said I was gonna talk about trim stuff we better do that cuz we're 49 minutes in holy crap guys
[49:53.480 --> 49:58.780]  I dry trim you need a long episode. You know, I understand I get it, but you've needed one
[49:58.780 --> 50:02.380]  You need I like to do them structured, but this was fun. This was a good this was a good idea
[50:02.380 --> 50:06.420]  I'm a high as giraffe pussy. I bet you that's a Joe Rogan quote, but I there
[50:08.460 --> 50:12.300]  You said hey usually hey is followed by I don't know a statement
[50:12.860 --> 50:18.620]  Ending statement guys if you're wondering what Adam looks like you gotta do is watch this cartoon called King of the Hill
[50:18.900 --> 50:23.980]  There's a character named lucky. Oh my god in about 10 years Adams gonna look just like lucky
[50:25.180 --> 50:27.380]  Getting the truth. That's fine
[50:28.540 --> 50:30.540]  You want to give a shout out to anybody?
[50:30.660 --> 50:32.660]  Dab
[50:33.180 --> 50:35.180]  Anybody
[50:35.180 --> 50:41.020]  All I know is that this stuff that you're dabbing is is 100% and I want one of these next time
[50:41.300 --> 50:43.300]  Because you do yeah
[50:46.220 --> 50:48.220]  No just eat the whole yeah
[50:48.220 --> 50:52.580]  And make her extremely jealous. There we go. That's really give a shout out to I'll give a shout out to my wife
[50:52.580 --> 50:55.940]  That's a good idea. She's sitting at home. I'm sitting here dabbing so
[50:57.300 --> 50:59.300]  Good night
[50:59.740 --> 51:02.660]  Not you guys just as why yeah, good night Christie
[51:03.620 --> 51:06.100]  Drop the torch. I thought that was a rig dude
[51:06.940 --> 51:10.160]  That was a door my heart drop I did at the edge of the table because it was hot yeah
[51:12.460 --> 51:14.460]  It scared me though
[51:14.700 --> 51:18.340]  That fat dab of live resin after how high I was from that edible
[51:20.140 --> 51:23.820]  This is gonna be a fun end of a show section if it ends Oh
[51:24.620 --> 51:28.700]  If it ends, can we just podcast? I think definitely I think we got everything
[51:28.700 --> 51:29.820]  Yeah, we could do a live feed
[51:29.820 --> 51:35.420]  Can you ever uh Google hang out and just then release it you ever eat an LSD where you got into that bubble where you?
[51:35.420 --> 51:39.100]  Don't want to leave where you are because you're just like I'm here, and I'm safe. Yeah, absolutely
[51:39.740 --> 51:44.660]  So that's how the podcast has me right now. I'm secure. I've got my little station right here. I got some dabs
[51:44.660 --> 51:49.860]  I got a drink. I got a book to read if something goes wrong. I got the internet. I got my little station
[51:49.860 --> 51:53.460]  I'm the Internet's back. Oh the Internet is back the Internet was down here
[51:54.180 --> 51:57.220]  Comcast come on dude. You're expensive. I wasn't even gonna say the c-word
[51:58.340 --> 52:02.260]  Cast yeah, they're so expensive. They should work come on guys get it together
[52:02.340 --> 52:03.580]  It's not that they should work
[52:03.580 --> 52:10.920]  They should work past 12 o'clock to 4 o'clock because unlike them other people do things at those hours
[52:10.920 --> 52:12.920]  yeah, and it's like
[52:13.260 --> 52:19.120]  You know I'm not gonna say what people do I'm just gonna say that people need to do that yeah on the internet
[52:19.620 --> 52:21.700]  Alright guys after I finish this cough
[52:23.020 --> 52:29.540]  Here we go with a miniature grow lesson on dry trimming and bear in mind. I ate a 350 milligram edible that is highly effective
[52:30.100 --> 52:34.260]  I'll get him to slow down a little bit. It's fucking working. Yeah, Adam will help us out so
[52:34.900 --> 52:39.480]  I'll even turn down the music because it's highly distracting cuz I love these songs task rocks awesome in my opinion
[52:41.220 --> 52:43.220]  Dry trim
[52:43.460 --> 52:46.820]  Wear rubber gloves for almost all of everything that I'm talking about
[52:48.500 --> 52:55.700]  Get the the blue nitrile gloves those are those are great. They're cheap. They got a mint like Walmart and Walgreens. They're affordable
[52:56.220 --> 52:58.340]  Whoa, I'm high here. We go so
[53:00.020 --> 53:03.820]  Pull the plan out of the room I guess and just chop it down to the base and then hang it upside down
[53:03.820 --> 53:10.020]  I use that bottom branch the very bottom branch where the first fucking set of buds are I hang that over
[53:11.060 --> 53:16.180]  Sometimes you could string up a line across the room or maybe use like a coat hanger depending on how many I've going on but
[53:16.420 --> 53:20.660]  Wherever you're hanging it. That's your new little hanger that little why that first intersection, and then I'll grab like a
[53:21.300 --> 53:24.540]  Fuzzy stick pack of fuzzy sticks from Walmart. It's kind of like a pipe cleaner
[53:26.180 --> 53:27.860]  Anything like that
[53:27.860 --> 53:30.200]  Fucking the thing around your bread bag
[53:30.200 --> 53:34.860]  They got a bunch of those kind of things a little twisty tie sort of thing wrap that around this stock and just kind of
[53:34.860 --> 53:36.860]  Secure it on to whatever you're hanging it to a little bit
[53:37.180 --> 53:39.820]  Because sometimes that branch will break if you got a heavy plant
[53:40.500 --> 53:42.500]  You want to go to the second branch go for that?
[53:42.940 --> 53:46.380]  Secure it on there a little bit. I like to secure it either way just cuz I'm fucking OCD
[53:46.380 --> 53:51.680]  I don't want my plants falling on the floor after they've been growing for fucking 125 days or something
[53:52.540 --> 53:57.280]  You're gonna be alright princess. You're turning colors. Hey, don't call me princess. You'd be lucky to talk
[53:57.980 --> 54:02.100]  Yeah, yeah this this edible works if you guys want to buy an edible I
[54:03.060 --> 54:07.380]  Recommend the mountain medicine your tolerance. Yeah, dude half of it, dude
[54:07.380 --> 54:10.420]  If you don't even do that eat a quarter if you were I'm high yeah
[54:12.260 --> 54:14.540]  Working for you, I know it's gonna work for me
[54:14.540 --> 54:19.980]  I like to say I'm a professional and this is fucking me up in such a good way when I bought that
[54:20.420 --> 54:25.300]  315 milligram drink I thought that it was gonna fuck me up. I mean you literally told me I want one
[54:25.300 --> 54:29.220]  I wish we could play some Grateful Dead music without getting the show in trouble right now. That's where I am
[54:29.220 --> 54:32.380]  Hi, I want to listen to Jack straw if anybody's a deadhead out there
[54:32.380 --> 54:34.980]  You know where I am if I say I just need to hear Jack straw man
[54:35.340 --> 54:39.660]  Somebody knows where you are. Somebody knows where I am. Somebody weren't a fucking tie-dyed shirt is out there going
[54:39.660 --> 54:41.660]  Yeah, man, and they're gonna play Jack straw for me
[54:42.260 --> 54:43.380]  Alright
[54:43.380 --> 54:45.500]  So we got the plant it's hanging upside down, right?
[54:46.300 --> 54:49.300]  You need to get off the fan leaves now is a good time to do that
[54:49.380 --> 54:52.220]  Maybe you did that some growers do that a few days before harvest
[54:52.220 --> 54:56.700]  Maybe I should have recommended that maybe a few days before harvest go in there and take off all your big families
[54:57.180 --> 55:00.220]  Or you can do that right as you harvest or you can do it as it's hanging up
[55:00.220 --> 55:02.220]  Just get those big fan leaves off
[55:02.580 --> 55:04.640]  Now your plants are hanging upside down in a room
[55:05.580 --> 55:07.580]  you want that room it like
[55:08.500 --> 55:10.700]  Fuck I should have wrote this down because I'm getting really high
[55:10.900 --> 55:14.020]  You don't want a lot of humidity in there maybe like 25 to 30 percent max
[55:14.540 --> 55:17.380]  Maximum humidity and then and you want to have some air
[55:17.900 --> 55:22.540]  Moving but not like your fans blowing directly on the plants that'll crisp them up a little too quickly
[55:22.540 --> 55:24.780]  You want them to dry a little bit slowly while they're hanging upside down?
[55:25.100 --> 55:29.880]  So you got a whole plants hanging upside down minus family. It's just hanging upside down. The humidity is kind of low
[55:30.420 --> 55:32.420]  Keep your temperatures
[55:32.460 --> 55:37.880]  You don't want to go cold, but you don't want to go hot either. So like 70 75 is like right
[55:37.880 --> 55:43.460]  Well, you know right the same that's a good area like what they like. Yeah. Yeah where you are is where they're cool
[55:44.140 --> 55:47.980]  Yeah, I might hang kind of like in a work area where it's a little dark keep it dark in there
[55:48.820 --> 55:52.860]  And I could I would imagine it could go to possibly 80, you know
[55:52.860 --> 55:59.660]  Like it 80 would probably don't crisp them up a little faster than you want. But you know, yeah closet if you have to you know
[55:59.660 --> 56:02.220]  Like that type just make sure you're getting air to them
[56:02.220 --> 56:08.620]  If you are doing like a closet or something air because moving air prevents mold just remember that in every gross situation
[56:09.220 --> 56:12.180]  moving more air prevents mold that's like one of the
[56:12.980 --> 56:13.980]  Growing is humid
[56:13.980 --> 56:19.580]  You may not even realize how much water is involved in growing but every gallon you pour in is coming back out somewhere
[56:19.580 --> 56:23.460]  Mm-hmm, and you got to move that you got to get rid of it or utilize it somehow
[56:23.460 --> 56:28.620]  So you got these plants are upside down. They're in the room with the right humidity. They're in the room with the right temperature
[56:28.620 --> 56:30.620]  Hopefully it's dark, right?
[56:30.940 --> 56:32.940]  As dark as you can get it
[56:33.140 --> 56:36.420]  You got to dedicate space. You got a lot of air moving so you don't get moldy now
[56:36.420 --> 56:41.380]  Just let them dry up for shit. I've got some that have been hanging the plants we trim tonight
[56:41.380 --> 56:42.820]  We're cut down
[56:42.820 --> 56:46.300]  On a Monday, so they've almost been going for two weeks hanging up there
[56:46.300 --> 56:50.060]  And it's been a little a little humid because we've had a swamp cooler going in that area
[56:50.380 --> 56:54.260]  Not in that area, but in a room like three at a hallway down
[56:54.260 --> 56:57.540]  I guess there's a swamp cooler in there just because that's what that room came equipped with
[56:57.540 --> 56:59.180]  So we got a really closed area
[56:59.180 --> 57:04.420]  Yeah, but it's still getting it's still it still makes a little humidity in the rest of the the grow environment
[57:04.420 --> 57:06.420]  so where they're sitting there hanging for about a
[57:07.420 --> 57:10.540]  14 days is where they've been and they don't have any fan leaves on them
[57:10.540 --> 57:12.660]  You might want to check them every other day
[57:12.820 --> 57:16.060]  Every day like start checking about four days five days six days
[57:16.060 --> 57:21.380]  Give them a little squeeze and when those families are the little sugar leaves start crisping right off just by hitting them with your finger
[57:21.820 --> 57:25.580]  Grab those plants and just take like I've had these long bins
[57:25.580 --> 57:30.200]  And I just take branches off the I have the plants hanging I cut branches off and lay them into the bins and once my
[57:30.200 --> 57:33.380]  Bins are full I go to a seated area cuz you got to sit down to trim dude
[57:33.940 --> 57:37.220]  Man, it'll drive you nuts trying to stand up. I'm getting old. That's how I know I'm old
[57:37.220 --> 57:38.660]  I can't stand to trim anymore
[57:38.660 --> 57:40.300]  so you got to sit down and
[57:40.300 --> 57:43.580]  I just kind of hold I cut one butt off at a time and
[57:43.900 --> 57:46.780]  Just knock the leaves off of it with my thumbs because now that it's dry
[57:47.100 --> 57:51.420]  Those leaves are pretty much just gonna fall off and you can see what your finished product is as you're going
[57:51.420 --> 57:55.920]  So trim it to your liking at this point if you're selling it to fucking
[57:56.460 --> 58:00.760]  For stupid cheap a pound and just hustle and wait to get it out. Don't trim it worth a shit
[58:00.760 --> 58:07.320]  That's why cheap weed is cheap if you want connoisseur grade weed take your time and trim it and wear rubber gloves. Yeah. Yeah
[58:07.720 --> 58:09.720]  Yeah, please. I don't want to smoke all your
[58:10.440 --> 58:16.200]  Skin your week if your weeds that sticky then definitely wear rubber gloves and then have something to be proud of
[58:17.120 --> 58:19.120]  Adam loves the finger hash
[58:20.480 --> 58:22.480]  You can like rub you'll learn how to
[58:23.000 --> 58:25.540]  Don't scrape the fucking latex right out of that shit
[58:25.540 --> 58:30.740]  But you'll learn how to rub the the hash off of your fingers and make like a little hash ball or a little hash
[58:30.740 --> 58:32.740]  watch a watch a video on
[58:33.140 --> 58:34.700]  making
[58:34.700 --> 58:38.220]  What was it called? You know what I'm talking about? No, I don't cuz you're saying it
[58:39.220 --> 58:41.220]  Oh the hand hash
[58:43.100 --> 58:47.980]  Chorus there you watch a video on how to make chorus and it'll you'll figure out real quick
[58:47.980 --> 58:50.860]  Yeah, so the buds are pretty much dry, right?
[58:51.460 --> 58:54.920]  We've got them in the room. They hung they're crispy now. We're hand trimming them
[58:55.200 --> 58:58.640]  Cut off like you got a bunch of sticks in a band and take that fucking stick
[58:58.640 --> 59:02.040]  You cut off a little individual buds and you just knock the leaves off with your thumbs
[59:02.040 --> 59:05.880]  You can use scissors now if you want, but it's kind of pointless. I am faster. Just thumbing it
[59:05.880 --> 59:07.480]  It looks like you're playing Nintendo with the button your hand
[59:07.480 --> 59:13.060]  You're like just going up it should just take you a couple seconds to get each bud and you can see I like I said
[59:13.060 --> 59:16.240]  You can see the finished result and what's really cool is if you wet trim
[59:16.680 --> 59:22.280]  you got to trim it and you're all sticky and it fucks up your scissors and it takes so long and
[59:22.640 --> 59:28.080]  Every time you set a bud down or touch a bud it fucking sticky there and stickier and sticky here
[59:28.840 --> 59:30.840]  Dry trimming is way cleaner
[59:31.480 --> 59:35.760]  And this may sound weird, but as soon as you're done trimming you can weigh your shit like
[59:37.280 --> 59:42.960]  This is how much I have yay and it's done and leaves not pull out moisture. Anyways, I mean they're essentially
[59:43.480 --> 59:48.040]  Yeah, it's ideal to leave them, you know, like they're they're ducks to for the the place
[59:48.160 --> 59:54.000]  They're what's struggling to suck up the moisture not the the bud really I would imagine that's yeah, that's mostly right
[59:54.000 --> 59:57.920]  But also it helps slow it down because you want the water to leave more slowly
[59:58.120 --> 01:00:02.280]  Okay, because that lets the the chlorophyll evaporates with the water
[01:00:02.280 --> 01:00:04.960]  So once the water is gone, you can't take away any more chlorophyll
[01:00:04.960 --> 01:00:09.900]  But if you let the water come out slowly, then that chlorophyll dissolves with the water and goes away. Okay?
[01:00:09.900 --> 01:00:15.920]  Yeah, and it happens in the cure process. Also you start the gases start convert. We're getting into cure. That's different. Oh, yeah
[01:00:16.080 --> 01:00:19.120]  Yeah, we'll go there later, yeah, it's just I
[01:00:19.960 --> 01:00:24.400]  Can tell you now like most the videos that I've made it an hour and I'm high as shit on that edible
[01:00:24.400 --> 01:00:27.520]  It only took like 45 minutes to kick in. I'm a little better now
[01:00:27.520 --> 01:00:32.280]  I've calmed down but for a minute there I was really high your hands are still like on your chair
[01:00:37.640 --> 01:00:44.760]  Guys seriously, if you are not an experienced and don't try to be cool because I smoke a lot of dabs
[01:00:44.800 --> 01:00:49.920]  You'll be that lady from NBC or whatever. Yeah, dude, you'll be writing a story about freaking out. No, you'll piss your pants
[01:00:49.920 --> 01:00:56.840]  Yeah, don't eat 350 milligrams unless you're experienced because you will piss your pants and being a bad example on my own podcast
[01:00:56.840 --> 01:01:03.140]  No, I'm sorry. Like you said you were you were an experienced dude. You're in the comfortable ability of your own home
[01:01:03.140 --> 01:01:05.140]  You got a homie here. You're good
[01:01:05.600 --> 01:01:11.200]  Like you're you're in the perfect spot to do this to be like I'm going to this is no different than
[01:01:11.680 --> 01:01:18.660]  Drinking a bottle of tequila. I'm not gonna drive. I'm not gonna go anywhere. Nope. I may I may troll the internet
[01:01:26.040 --> 01:01:29.480]  Most trouble I'm gonna be tonight. Yep. Yep. You're good crap
[01:01:29.480 --> 01:01:34.140]  So did we get through trim and weed cuz I'm high? Yeah, you did. I think I always say are we done trim and weed?
[01:01:34.140 --> 01:01:35.840]  That's yeah
[01:01:36.080 --> 01:01:38.720]  You can tell how many times a grower or a
[01:01:39.240 --> 01:01:44.760]  Person in the trim circle has been around pot by how fucking eager they are to trim if you're like, are we gonna trim tonight?
[01:01:44.760 --> 01:01:48.000]  I'm so excited. It's like your second third, maybe fourth time
[01:01:48.000 --> 01:01:52.400]  Yeah, if you're like, hey, I got a fucking trim a bunch of weed tonight. You're an experienced grower
[01:01:52.400 --> 01:01:57.560]  You've had a couple of crops down. Yeah, I still love it. I love it and hate it
[01:01:57.560 --> 01:01:59.800]  I love it because I get to finally check out my babies
[01:01:59.800 --> 01:02:05.720]  I get to see like oh here we go get to fucking take those pretty flowers and I'm blasting into shatters
[01:02:05.840 --> 01:02:06.440]  No, I'm just kidding
[01:02:06.440 --> 01:02:11.200]  I get to take all that trim and make shatter and that's one cool thing about dry trim as soon as you're done dry trimming
[01:02:11.200 --> 01:02:15.820]  You can haul that trim off over to your extract artist guy and you can do his thing with it
[01:02:16.400 --> 01:02:19.380]  I've cured trim before and blasted it it was
[01:02:20.320 --> 01:02:27.800]  Very very unnoticeably different. Yeah, couldn't tell the difference between batches. Some people say that's not if your weeds good you
[01:02:29.480 --> 01:02:33.800]  Yeah, you know, yeah, I cut down crops really if I'm making hash out of the whole plant
[01:02:34.480 --> 01:02:38.400]  Sometimes we'll run or run Girl Scout cookies whole plants and just make dabs out of it
[01:02:38.400 --> 01:02:44.560]  I'll cut it down a little bit early just a little bit early. I like to take it 63 days
[01:02:44.560 --> 01:02:49.120]  Usually I'll cut it down to like 55 56 right at the end of eight weeks like a mocha
[01:02:50.560 --> 01:02:56.320]  Frappuccino, it's got that dirt coffee chocolate taste in there. So good. Mmm Girl Scout cookies hash you guys
[01:02:56.960 --> 01:02:58.840]  Man, let's put some music in the background again
[01:02:58.840 --> 01:03:01.000]  I turned it down to give that girl lesson and talk and it
[01:03:01.240 --> 01:03:07.600]  Disappeared forever guys, if you got more questions about dry trimming weed, please let me know cuz I seriously am fucking high as fuck off
[01:03:07.600 --> 01:03:12.800]  That edible. What are you looking around for? I'm just making sure we covered everything. I'm helping you help you
[01:03:12.800 --> 01:03:19.120]  I like you helping me. Thank you for helping me help myself. Cuz I think you make a good co-pilot tonight at this point
[01:03:19.120 --> 01:03:23.080]  We have shout out to the little trim girl that came over. I wrote that down. I might have said that earlier
[01:03:23.080 --> 01:03:28.420]  You did but it's all good. Yeah, she helped trim dude. She saved hours of the night. Yep. Lots of them
[01:03:29.140 --> 01:03:31.580]  Just a good song the song makes me think of
[01:03:32.420 --> 01:03:38.520]  Addison D'Amora fucking singing at one time. He knew like every if the one point where it was he like you're running video
[01:03:38.520 --> 01:03:40.520]  That's right. Yeah, I'm never
[01:03:41.740 --> 01:03:49.540]  No, no, it's definitely a shame a little late. Yeah a little it's fun. I've never been this high on the podcast before
[01:03:51.940 --> 01:03:53.940]  Do you feel like you could
[01:03:54.580 --> 01:03:56.780]  Derail at any moment. No, no, I'm not
[01:03:59.700 --> 01:04:02.520]  You feel like you've died and nobody will tell you no
[01:04:02.520 --> 01:04:06.860]  But I do want to like take my mic off the stand and stand up and dance around and that's what you look like
[01:04:06.860 --> 01:04:08.340]  You really?
[01:04:08.340 --> 01:04:13.540]  Was a concert right now. I would be front row. Yeah, and my hands would be up in the air like yeah
[01:04:13.540 --> 01:04:18.980]  I'd be screaming. Yeah. Yeah, I'm ready bro too bad. It's dark time and if everyone's in bed and shit
[01:04:18.980 --> 01:04:21.540]  I'm sorry that everybody's so disappointing
[01:04:21.700 --> 01:04:24.680]  This will be coming out on a Monday morning and I was gonna be like what's wrong with him?
[01:04:24.680 --> 01:04:26.680]  He's all fucking sloppy today
[01:04:27.220 --> 01:04:29.220]  Shut up sloppy
[01:04:30.340 --> 01:04:32.700]  It's been an hour dude, what else do you want to cover that?
[01:04:33.700 --> 01:04:35.540]  Fuck up the grow tip, please
[01:04:35.540 --> 01:04:39.860]  Please let me know correct me because I've said wrong shit before and like I said, I'll fix it
[01:04:39.860 --> 01:04:44.940]  I'll try to tell you the right stuff. It's not about correcting you. It's just about I want to get people not getting the wrong
[01:04:44.940 --> 01:04:47.940]  That's exactly it. That's and yeah, I want you guys to do it, right?
[01:04:48.260 --> 01:04:50.260]  Like I said, I'm the captain of this pirate ship
[01:05:03.780 --> 01:05:07.160]  With an eye hard dab shirt on making I am wearing the eye hard dab shirt
[01:05:10.740 --> 01:05:13.060]  Not yet, yeah, it takes more dabs
[01:05:14.060 --> 01:05:17.640]  I'm not you're probably you can let's take another dab
[01:05:17.640 --> 01:05:24.060]  There's probably just enough for two dabs of live resin on this little piece of I feel bad for we're smoking up all your life
[01:05:24.060 --> 01:05:26.060]  Resin, oh, no, that's what it's for us
[01:05:26.780 --> 01:05:29.180]  It doesn't do any good sitting on a piece of parchment paper
[01:05:29.180 --> 01:05:36.060]  I just want to as a somebody else sitting here at the table. I want to share the wealth and like goodness, man
[01:05:36.500 --> 01:05:40.960]  You contributed to a hell of a podcast your close friends definitely deserve
[01:05:40.960 --> 01:05:44.040]  So anybody out there listening that is one of you folks
[01:05:45.280 --> 01:05:47.280]  You know
[01:05:47.880 --> 01:05:49.880]  Well, let's skip this song watch
[01:05:50.200 --> 01:05:55.760]  It's just a little skit. We don't need to listen to a skit on the podcast. That's awkward. Oh, yeah torch furnace
[01:05:55.760 --> 01:05:59.380]  There it is. We're running out of butane. We're gonna have to switch to the email pretty soon
[01:05:59.920 --> 01:06:05.700]  You came prepared though. I came by got the email sitting on the table right here with the highly educated infinity nail rigged up
[01:06:05.700 --> 01:06:07.360]  ready to go
[01:06:07.360 --> 01:06:09.360]  it
[01:06:11.080 --> 01:06:16.120]  It's impressive to say the least yeah, it's only a second time I've seen it but um
[01:06:16.960 --> 01:06:21.960]  From the south we don't have no fancy shit like that. I had the bomb you mean electricity. Yeah
[01:06:26.800 --> 01:06:33.240]  To the south only Adam yeah, yeah, that's lately me. Yeah, I'm just Adam in his trailer park. I got a small town
[01:06:33.240 --> 01:06:38.720]  Yeah, I got it enough for everybody the railroad tracks behind his trailer park. This is the power plant. Oh, man
[01:06:38.720 --> 01:06:40.720]  Yeah, is that why you're kind of mutated?
[01:06:41.680 --> 01:06:42.760]  it's
[01:06:42.760 --> 01:06:47.920]  It's debilitating is what it is to get any government grants from any of that. No, you don't
[01:06:48.720 --> 01:06:51.600]  unfortunately, they just want to like do a bunch of studies and
[01:06:53.360 --> 01:06:55.080]  Research, you know
[01:06:55.080 --> 01:06:59.800]  But we know I like I said, I've had the bong for the past 10 years or so
[01:06:59.840 --> 01:07:05.560]  You know, everybody would come around to smoke my dual chamber water ice-cooled bong. It was amazing
[01:07:05.680 --> 01:07:09.160]  I've never seen it. How much did you pay for that $400?
[01:07:10.000 --> 01:07:10.800]  No, man
[01:07:10.800 --> 01:07:12.800]  a lot of the people that are coming here to buy the
[01:07:12.880 --> 01:07:17.880]  Rec weed or straight up from the south they drive all the way out here on a weekend this or Florida
[01:07:17.880 --> 01:07:19.880]  It's the same damn thing
[01:07:20.080 --> 01:07:25.320]  As you driving it from fucking Florida to Colorado. No, there's medical in other states
[01:07:25.320 --> 01:07:28.200]  Um, yeah, but you can't go there and get it as easily
[01:07:28.200 --> 01:07:32.240]  Yeah, you know and like you have to prove residency, you know
[01:07:32.960 --> 01:07:35.200]  That if you're in sorry, I'm totally interrupting you
[01:07:35.720 --> 01:07:41.840]  If you're in Pueblo, Colorado, and you're on the very south end of Pueblo at mile marker exit 91
[01:07:42.480 --> 01:07:48.600]  Hit that exit and then as you come off the exit you need to go north just a little bit from the exit
[01:07:49.280 --> 01:07:53.720]  And there is the greener side dispensary and there's a certain time period
[01:07:54.240 --> 01:07:57.640]  in the early evening right as the Sun sets the
[01:07:58.040 --> 01:08:03.800]  LED UFO lights come on in the greenhouse to keep the plants from flowering early right the bloom season
