[00:00.510 --> 00:10.430]  Welcome back podcast world.
[34:48.140 --> 34:51.540]  Look forward to some guests on the podcast in the future.
[34:51.820 --> 34:52.060]  All right.
[34:52.060 --> 34:53.940]  That is all I've got for you for this episode.
[34:53.940 --> 34:55.180]  I want to thank you guys for hanging out.
[34:55.180 --> 34:57.660]  Big thanks to everybody for all of the great emails.
[34:57.660 --> 35:00.780]  Again, if you've got a question, a cannabis culture, a cultivation
[35:00.780 --> 35:04.300]  question, or even a correction for the podcast, the email address is
[35:04.300 --> 35:06.460]  growfromyourheartathotmail.com.
[35:06.660 --> 35:07.940]  You know, I would love to hear from you.
[35:08.220 --> 35:11.220]  Also, if you feel like this episode was educational, informative, or
[35:11.220 --> 35:14.060]  entertaining, and you would like to make a financial contribution to the
[35:14.060 --> 35:19.980]  show, you can do so by visiting www.patreon.com forward slash grow from
[35:19.980 --> 35:23.180]  your heart, all of the information you need to support the show will be right
[35:23.180 --> 35:26.820]  there on the screen, big thanks and big shout out to everybody who supports the
[35:26.820 --> 35:27.180]  show.
[35:27.420 --> 35:30.740]  Also don't forget to visit our sponsors at seedsherenow.com.
[35:30.940 --> 35:35.660]  Use coupon code GFYH10 while checking out that will save you 10%.
[35:35.820 --> 35:38.420]  If you're getting a small order that covers the cost of shipping.
[35:38.620 --> 35:41.500]  If you're getting a big order that will add up quite quickly.
[35:41.620 --> 35:44.380]  Go ahead and get a couple more packs since you saved a few bucks.
[35:44.740 --> 35:46.180]  Also find me on Cannabuzz.
[35:46.180 --> 35:49.100]  Cannabuzz is a cannabis friendly social media application.
[35:49.740 --> 35:54.580]  You cannot buy, sell, or trade cannabis on Cannabuzz, but you can post your
[35:54.580 --> 35:55.540]  cannabis photos.
[35:55.540 --> 35:56.820]  You could post your dab videos.
[35:56.820 --> 35:59.900]  You could post your grow room pictures, and you don't have to worry about your
[35:59.900 --> 36:02.900]  account being flagged or shut down because we invite you.
[36:02.940 --> 36:06.340]  We encourage you to share your cannabis experience on Cannabuzz.
[36:06.620 --> 36:10.140]  Cannabuzz is a free social media application available in your app store.
[36:10.340 --> 36:13.620]  If you're using an Apple phone, if you're using an Android phone, whatever type of
[36:13.620 --> 36:16.180]  device you've got, go ahead, download Cannabuzz.
[36:16.380 --> 36:17.100]  Give me a follow.
[36:17.260 --> 36:19.540]  I'm Irie underscore genetics on Cannabuzz.
[36:19.540 --> 36:21.820]  Come join the Cannabuzz community.
[36:22.020 --> 36:23.140]  That is all I've got for you.
[36:23.340 --> 36:25.620]  I'll be back in a couple of days with fresh new content.
[36:25.860 --> 36:27.940]  I'm going to give a giant shout out to my buddy, Jaren.
[36:28.140 --> 36:31.300]  And until next time, take a fat dab and give your mom a hug for me.
