[00:17.850 --> 00:20.410]  Welcome back cannabis community.
[28:52.740 --> 28:54.420]  and you just keep recycling until it's all gone.
[28:54.420 --> 28:55.540]  Birds are dicks.
[28:55.540 --> 28:57.780]  Birds are pains in the ass.
[28:57.780 --> 28:59.200]  Dirty little bastards.
[29:00.340 --> 29:02.540]  All right, so now, oh God, excuse me guys,
[29:02.540 --> 29:04.060]  I apologize for that.
[29:04.060 --> 29:05.220]  I'm gonna blame that on this hitman
[29:05.220 --> 29:07.220]  or the mothership rig that Will brought over.
[29:07.220 --> 29:08.900]  Thanks for bringing over the mothership, that was rad.
[29:08.900 --> 29:11.780]  Oh, and shout out to this distillate.
[29:11.780 --> 29:13.340]  I'm not sure if we could talk about too much
[29:13.340 --> 29:14.740]  where this distillate came from
[29:15.580 --> 29:16.420]  but I've got a friend out there named Frosty
[29:16.420 --> 29:18.460]  who I owe a huge shout out to.
[29:18.460 --> 29:19.300]  Yeah.
[29:19.300 --> 29:21.820]  If you guys wanna link those two together, you can
[29:21.820 --> 29:24.380]  but I don't know if they're related.
[29:24.380 --> 29:25.420]  All right, we've got a bunch of seeds.
[29:25.420 --> 29:26.580]  We've got a bunch of material.
[29:26.580 --> 29:29.540]  We've pulled, we put our seeds into the little bird feeder.
[29:29.540 --> 29:30.820]  We put all our stuff into the bird feeder.
[29:30.820 --> 29:32.860]  We pulled the seeds and the material out.
[29:33.740 --> 29:35.060]  You can smoke that material
[29:35.060 --> 29:37.220]  or you can make hash out of that material
[29:37.220 --> 29:40.040]  or you can make edibles out of that material.
[29:40.040 --> 29:42.060]  There's so many uses for that material, you guys.
[29:42.060 --> 29:43.540]  It is still good quality product.
[29:43.540 --> 29:45.060]  You can roll joints out of it and smoke it.
[29:45.060 --> 29:47.300]  I like to give it to my friend Will
[29:47.300 --> 29:49.980]  and let him make BHO out of it for me.
[29:49.980 --> 29:52.220]  It works really well, yeah.
[29:52.220 --> 29:54.640]  The high from it, like I said earlier, is amazing.
[29:54.640 --> 29:57.640]  You can also make oil out of it, make edibles out of it.
[29:57.640 --> 29:58.900]  You can make butter out of it.
[29:58.900 --> 30:00.020]  You can do anything that you would do
[30:00.020 --> 30:02.340]  with any other buds out of that material.
[30:02.340 --> 30:05.860]  So seeds, there is controversy online.
[30:05.860 --> 30:07.980]  Do seeds need to cure?
[30:07.980 --> 30:11.340]  I believe they do and it also all depends on,
[30:11.340 --> 30:13.380]  that's not where I feel the controversy comes from
[30:14.220 --> 30:16.260]  but it's climate, it's climatic.
[30:16.260 --> 30:19.100]  Yeah, it's where the controversy comes from.
[30:19.100 --> 30:21.300]  Coming from the deep swamp in the Florida,
[30:21.300 --> 30:23.460]  the 100% humidity, 106 degree days
[30:23.460 --> 30:25.700]  every single day of the week is wet.
[30:25.700 --> 30:26.980]  The air is like soup.
[30:26.980 --> 30:28.900]  You have to cure seeds for like three or four weeks
[30:28.900 --> 30:29.720]  to get them to germinate.
[30:29.720 --> 30:31.180]  He said the air is like soup.
[30:31.180 --> 30:33.380]  It is like that in the South, it's bad.
[30:33.380 --> 30:35.620]  I've been to some festivals down South and it killed me.
[30:35.620 --> 30:36.460]  It does, it's terrible.
[30:36.460 --> 30:39.700]  I was walking, I was at a festival just walking
[30:39.700 --> 30:41.420]  and I was covered in sweat and I thought I was okay
[30:41.420 --> 30:42.500]  but I looked around at my friends, I was like,
[30:42.500 --> 30:44.020]  you know what, fuck it, I'm sitting down
[30:44.020 --> 30:44.940]  and I was like, you okay?
[30:44.940 --> 30:47.140]  And I was like, I'm cool but I'm too fucking hot.
[30:47.140 --> 30:48.500]  I'm going to sit down right now.
[30:48.500 --> 30:49.340]  Exactly.
[30:49.340 --> 30:51.060]  And I just needed a minute just to not be
[30:51.060 --> 30:52.620]  so damn hot for a minute.
[30:52.620 --> 30:53.940]  Yeah, that's it, that's it.
[30:53.940 --> 30:57.200]  It's real muggy and that's a lot of the humidity
[30:57.200 --> 30:58.040]  and things like that.
[30:58.040 --> 31:00.180]  The higher the humidity,
[31:00.180 --> 31:02.340]  the longer you'll have to cure your seeds.
[31:03.340 --> 31:04.780]  One of the best tricks I've learned
[31:04.780 --> 31:06.020]  since I moved over here to Colorado,
[31:06.020 --> 31:07.580]  it takes about three or four days to cure.
[31:07.580 --> 31:08.420]  Yeah.
[31:08.540 --> 31:12.660]  I back a four bulb, two foot long T5 fixture.
[31:12.660 --> 31:13.500]  Okay.
[31:13.500 --> 31:15.700]  And I back it off about two to three feet off a pan
[31:15.700 --> 31:18.420]  and I let the UVD and all the UV rays and everything
[31:18.420 --> 31:19.940]  cure the seeds in about three days
[31:19.940 --> 31:21.660]  and I swear they jump right out of the seed.
[31:21.660 --> 31:22.500]  Okay.
[31:22.500 --> 31:23.320]  Just the seeds just laid out.
[31:23.320 --> 31:24.740]  Yeah, as soon as it hits water,
[31:24.740 --> 31:26.460]  I mean, they want to fly right out
[31:26.460 --> 31:29.620]  and then all of our testers came back 100% germination.
[31:29.620 --> 31:30.460]  Very cool.
[31:30.460 --> 31:31.820]  I mean, hundreds and hundreds of seeds.
[31:31.820 --> 31:32.660]  Nice.
[31:32.660 --> 31:34.500]  I mean, it was just like, that was a good thing
[31:34.500 --> 31:36.340]  and there's also a few dry ice methods.
[31:36.340 --> 31:39.180]  Are you looking for any testers?
[31:39.180 --> 31:41.020]  Always, always looking for good testers
[31:41.020 --> 31:43.820]  as willing to put in the effort and throw back the result.
[31:43.820 --> 31:46.460]  That's what we're always looking for.
[31:48.220 --> 31:49.860]  A lot of people hit me up to be a tester.
[31:49.860 --> 31:50.940]  I'm sure people hit you up.
[31:50.940 --> 31:53.340]  Let's just give these guys an idea
[31:53.340 --> 31:55.140]  of who is a qualified tester
[31:55.140 --> 31:56.900]  so that we don't have to keep typing these emails.
[31:56.900 --> 31:57.740]  That's right.
[31:57.740 --> 31:59.780]  Well, I'm looking for at least minimum
[31:59.780 --> 32:01.480]  three to five years experience.
[32:02.540 --> 32:04.260]  I want you to pretty much have already run
[32:04.260 --> 32:05.980]  through every book there is on the planet
[32:06.620 --> 32:08.020]  so that you can get your hands on the resource material
[32:08.020 --> 32:09.340]  that's out there because you're given
[32:09.340 --> 32:11.380]  all this free resource material nowadays,
[32:11.380 --> 32:13.340]  especially with the internet and things like that,
[32:13.340 --> 32:15.940]  that there's no really excuse for you
[32:15.940 --> 32:17.780]  not to educate yourself.
[32:17.780 --> 32:19.800]  You have it right in front of your face
[32:19.800 --> 32:20.860]  to educate yourself.
[32:20.860 --> 32:23.580]  That's the first, number one thing I can tell any growers,
[32:23.580 --> 32:25.740]  educate yourself and that's going to make you a better grower.
[32:25.740 --> 32:28.020]  Everybody always, what can I do to make my plants better?
[32:28.020 --> 32:29.260]  What can I do to learn this?
[32:29.260 --> 32:30.100]  Educate yourself.
[32:30.100 --> 32:31.060]  That's the best thing you can do.
[32:31.060 --> 32:31.880]  Yeah.
[32:31.880 --> 32:33.220]  Nobody's going to do it for you.
[32:33.220 --> 32:34.260]  This is the real world.
[32:34.260 --> 32:35.420]  It's just the way it is.
[32:35.860 --> 32:37.700]  It sucks, but it'll make you better.
[32:37.700 --> 32:39.140]  And you know, that's just the way
[32:39.140 --> 32:41.220]  none of us learned the easy way.
[32:41.220 --> 32:42.740]  You know, no one held our hand through it
[32:42.740 --> 32:43.580]  or anything like that.
[32:43.580 --> 32:44.980]  Truth, not at all.
[32:44.980 --> 32:47.140]  You know, that's just the way you have to do it.
[32:47.140 --> 32:49.220]  And then from there, you know, just did,
[32:49.220 --> 32:52.060]  we're looking for, we're looking for people
[32:52.060 --> 32:53.340]  that are, you know, headstrong,
[32:53.340 --> 32:55.860]  that are internet, slightly internet savvy,
[32:55.860 --> 32:57.980]  you know, that can type a complete sentence.
[32:57.980 --> 32:58.820]  That's right.
[32:58.820 --> 32:59.980]  If you can't type a complete sentence,
[32:59.980 --> 33:01.940]  you're automatically disqualified.
[33:02.340 --> 33:06.900]  Um, you know, if you say bae, you're disqualified.
[33:06.900 --> 33:10.780]  I'll agree with that.
[33:10.780 --> 33:11.740]  Yeah.
[33:11.740 --> 33:13.980]  At least one or two lights that you can fully dedicate
[33:13.980 --> 33:15.740]  to the seeds that I'm going to send you.
[33:15.740 --> 33:18.360]  At least, at least one light for the 10 pack of seeds
[33:18.360 --> 33:19.300]  that you're going to get for free.
[33:19.300 --> 33:21.420]  I want one light of your space.
[33:21.420 --> 33:23.620]  I want you to be able to make a diary
[33:23.620 --> 33:25.500]  of what your, of what, how your grow went.
[33:25.500 --> 33:27.420]  How many of the seeds I sent you germinated?
[33:27.420 --> 33:28.680]  How many of them were females?
[33:28.680 --> 33:30.540]  How many were hermaphrodites?
[33:30.700 --> 33:33.780]  How long did it take to see sex?
[33:33.780 --> 33:36.280]  How long did it take you to find the hermaphrodite?
[33:36.280 --> 33:38.420]  How many of those plants were male and female?
[33:38.420 --> 33:40.780]  Out of those females, how many were keepers?
[33:40.780 --> 33:42.420]  How many would you run again?
[33:42.420 --> 33:44.220]  Would you run this strain again?
[33:44.220 --> 33:46.380]  Do you have the ability to get this plant tested
[33:46.380 --> 33:51.380]  for THC, CBD, THC, THCA, THCV, CBG?
[33:52.660 --> 33:54.620]  Do you have testing capabilities?
[33:54.620 --> 33:57.100]  Do you have terpene testing abilities?
[33:57.100 --> 33:58.140]  How was the flavor?
[33:58.140 --> 33:59.860]  How was the high?
[33:59.860 --> 34:01.420]  Was it worth a shit at all?
[34:01.420 --> 34:02.940]  How long did it take to flower?
[34:02.940 --> 34:04.580]  We want that kind of notes.
[34:04.580 --> 34:06.420]  And then we want you to get a camera.
[34:06.420 --> 34:07.840]  If it's your iPhone, that's rad.
[34:07.840 --> 34:08.980]  If you've got a better camera,
[34:08.980 --> 34:10.580]  we want you to get a good camera.
[34:10.580 --> 34:12.840]  And I want pictures at least once a week
[34:12.840 --> 34:15.140]  of each phenotype carefully labeled
[34:15.140 --> 34:17.700]  with the week number, the strain name,
[34:17.700 --> 34:20.300]  and the phenotype number that you have selected for that.
[34:20.300 --> 34:21.820]  But we can't stand in the industry
[34:21.820 --> 34:24.520]  as the guy that we give 20 seeds to that pops three seeds
[34:24.520 --> 34:26.140]  and it takes six months to get a report back
[34:26.140 --> 34:27.060]  on those three seeds.
[34:27.060 --> 34:28.540]  Yeah, I'm trying to, the reason-
[34:28.540 --> 34:30.740]  I cannot stand that more than anything.
[34:30.740 --> 34:32.580]  If you're that guy, you suck guy.
[34:32.580 --> 34:34.580]  I'm just gonna go ahead and say that.
[34:34.580 --> 34:37.100]  I've been that guy before because our friend,
[34:37.100 --> 34:40.340]  Gage Green Genetics sent me about 7,000 packs of seeds.
[34:40.340 --> 34:41.180]  I agree, I have.
[34:41.180 --> 34:42.260]  And so he's like, have you tested those yet?
[34:42.260 --> 34:43.940]  And I'm like, I only have so many.
[34:43.940 --> 34:45.740]  Yeah, which ones?
[34:45.740 --> 34:47.280]  I can only pull over so far.
[34:47.280 --> 34:48.460]  Yeah, shout out to Gage.
[34:48.460 --> 34:50.780]  Gage really helped myself out in the cannabis industry,
[34:50.780 --> 34:51.740]  helping me get where I am.
[34:51.740 --> 34:53.940]  So shout out to Gage Green.
[34:53.940 --> 34:56.620]  So let's tell them why it's so frustrating.
[34:56.620 --> 34:58.060]  When I send you testers,
[34:58.540 --> 35:00.740]  it's because I'm trying to release a new product line
[35:00.740 --> 35:02.620]  and I wanna get research done on that
[35:02.620 --> 35:04.640]  so that I don't put out seeds that are shit
[35:04.640 --> 35:06.840]  because I don't wanna put them available
[35:06.840 --> 35:10.340]  at thedankteam.com and then you spend money on them
[35:10.340 --> 35:11.700]  and then they totally suck.
[35:11.700 --> 35:13.720]  So I send out to my testing team,
[35:13.720 --> 35:16.540]  I send out quite a large batch of test seeds.
[35:16.540 --> 35:19.740]  I've sent out entire first runs of test batches.
[35:19.740 --> 35:21.520]  Like this first breeding project,
[35:21.520 --> 35:24.980]  I kept like 250 of them and then sent fucking 1,000 seeds
[35:24.980 --> 35:26.160]  out to other people to run.
[35:26.160 --> 35:27.660]  And then if it's worth a shit, I'll make more.
[35:28.300 --> 35:30.020]  And I always find too the easiest way
[35:30.020 --> 35:32.500]  to select the best phenotype out of 1,000 seeds
[35:32.500 --> 35:34.700]  is to have a bunch of really good testers
[35:34.700 --> 35:36.300]  and stay in contact with them
[35:36.300 --> 35:39.180]  and keep up with them and have them keep up with you.
[35:39.180 --> 35:40.900]  And then that way, whenever it comes down to it,
[35:40.900 --> 35:42.380]  and you're like, hey, well, here's something
[35:42.380 --> 35:44.620]  that you don't have for doing all that work,
[35:44.620 --> 35:45.980]  give them a little trade off or something,
[35:45.980 --> 35:47.420]  finding it for you.
[35:47.420 --> 35:48.860]  You find keepers and things like that.
[35:48.860 --> 35:50.980]  You find test results that you don't find other places.
[35:50.980 --> 35:52.260]  That's how I know personally,
[35:52.260 --> 35:54.660]  like a lot of Rust-Ease and Cannavatures cuts
[35:54.660 --> 35:55.700]  and things like that were found.
[35:55.700 --> 35:57.300]  That's how our blueberry fuel was found
[35:57.940 --> 35:58.780]  and we ended up with over 500 seeds.
[35:58.780 --> 36:01.540]  And three years later, it came out of Boston.
[36:01.540 --> 36:03.380]  It ended up out of Boston.
[36:03.380 --> 36:04.700]  It's my boy, William Boston.
[36:04.700 --> 36:07.020]  Yeah, I've got a friend who's doing a really good job
[36:07.020 --> 36:09.020]  with Capleton and I'm waiting for a cut of that.
[36:09.020 --> 36:11.100]  And then I've got a friend who can't be mentioned,
[36:11.100 --> 36:15.060]  who's got a really good cut of the blue healer,
[36:15.060 --> 36:17.420]  which has some little bit of blue dream in there.
[36:17.420 --> 36:18.860]  Hashtag fuck blue dream.
[36:18.860 --> 36:19.700]  Uh-oh.
[36:19.700 --> 36:22.660]  I tried to fix it.
[36:22.660 --> 36:23.500]  You tried to fix it.
[36:23.500 --> 36:25.340]  I was trying to fix the blue dream.
[36:25.340 --> 36:26.180]  I was just trying to fix it.
[36:26.220 --> 36:29.140]  I just added terpenes to it that wasn't presently there.
[36:29.140 --> 36:30.860]  It does really well with OG terps.
[36:30.860 --> 36:32.100]  And that's what we found
[36:32.100 --> 36:35.500]  because it's already got some myrosine present
[36:35.500 --> 36:36.860]  and some other things that you normally
[36:36.860 --> 36:38.660]  don't typically find in sativas,
[36:38.660 --> 36:40.460]  but you can't really taste it in the blue dream.
[36:40.460 --> 36:43.020]  So why not give it that extra kick
[36:43.020 --> 36:45.140]  and add terpenes that aren't normally there
[36:45.140 --> 36:46.980]  in different structures in a shorter flowering time.
[36:46.980 --> 36:49.900]  You get a tangy blue dream cross at work.
[36:49.900 --> 36:50.780]  I bet that's amazing.
[36:50.780 --> 36:51.620]  That's really good.
[36:51.620 --> 36:52.820]  I bet it's got a really nice structure to it.
[36:52.820 --> 36:54.420]  Yeah, real nice structure and heavy yields.
[36:54.420 --> 36:55.340]  That's what you need.
[36:55.460 --> 36:56.300]  That's what you need nowadays.
[36:56.300 --> 36:57.900]  It is a great parent.
[36:57.900 --> 37:00.420]  That's really where it lies at anymore.
[37:00.420 --> 37:01.700]  I don't think it has a place
[37:01.700 --> 37:04.340]  on the top shelf market anymore.
[37:04.340 --> 37:05.540]  But to us breeders,
[37:05.540 --> 37:07.260]  I still think it's still golden to these days
[37:07.260 --> 37:08.580]  because it is so stable.
[37:08.580 --> 37:09.980]  Yeah, I'll give it that.
[37:09.980 --> 37:13.700]  You know, that's why it's close to me.
[37:13.700 --> 37:14.540]  In my heart, this is
[37:14.540 --> 37:15.700]  because it's always been a great breeder.
[37:15.700 --> 37:16.660]  You can hit it with anything.
[37:16.660 --> 37:18.100]  You can hit it with raffinitic genes
[37:18.100 --> 37:20.220]  and it's going to come out great.
[37:20.220 --> 37:23.460]  I've done it and had happy accidents and great ideas.
[37:23.460 --> 37:24.780]  Don't encourage anybody.
[37:25.180 --> 37:26.700]  No, don't do that on purpose.
[37:26.700 --> 37:28.820]  Definitely don't do that on purpose.
[37:28.820 --> 37:30.860]  I'm going to back up in something we didn't talk about.
[37:30.860 --> 37:32.820]  If you're making feminized seeds,
[37:32.820 --> 37:35.740]  you need to get that male going way early,
[37:35.740 --> 37:37.700]  three weeks ahead of time.
[37:37.700 --> 37:39.860]  If you're trying to get your female plants
[37:39.860 --> 37:41.700]  ready to flower at week three,
[37:41.700 --> 37:43.100]  you want to get those males,
[37:43.100 --> 37:46.220]  if you want to start spraying them in veg,
[37:47.300 --> 37:48.460]  spray them in veg for a week
[37:48.460 --> 37:51.460]  and then flower them almost six weeks ahead
[37:51.460 --> 37:52.540]  of those girl plants.
[37:52.540 --> 37:54.940]  You want to get them a nice fat headstart.
[37:54.940 --> 37:56.700]  Reversing a plant takes a lot of time.
[37:56.700 --> 37:58.140]  It takes a lot of energy.
[37:58.140 --> 38:01.020]  You need to stifle the copper movement in the plant
[38:01.020 --> 38:03.300]  by hitting it with the silver thiosulfate.
[38:03.300 --> 38:05.260]  The plant needs to react.
[38:05.260 --> 38:07.220]  It needs to learn what to do with that reaction.
[38:07.220 --> 38:10.660]  It needs to change its hormones to create pollen.
[38:10.660 --> 38:13.700]  Then it needs to develop the sacs to create pollen.
[38:13.700 --> 38:14.940]  Then it will release pollen.
[38:14.940 --> 38:16.620]  It's going to take a long time.
[38:16.620 --> 38:18.860]  If you're making your first reversed male,
[38:18.860 --> 38:20.780]  you're going to be like, I did it wrong.
[38:20.780 --> 38:22.260]  You just got to spray it more.
[38:23.020 --> 38:24.460]  And more and more and more.
[38:24.460 --> 38:26.140]  Don't even waste time with colloidal silver.
[38:26.140 --> 38:27.740]  Make your own silver thiosulfate.
[38:27.740 --> 38:29.580]  That was really going to spray the shit out of it.
[38:29.580 --> 38:31.300]  Since all these new growers are coming on the scene,
[38:31.300 --> 38:33.340]  people are trying to create their new strains and stuff.
[38:33.340 --> 38:35.900]  The colloidal silver hype is coming back stronger than ever.
[38:35.900 --> 38:37.300]  It was around about 10 years ago
[38:37.300 --> 38:38.980]  and now it's back like bell bottoms, man.
[38:38.980 --> 38:39.820]  It's crazy.
[38:39.820 --> 38:42.460]  I'm just like, no, the colloidal silver don't do it.
[38:42.460 --> 38:44.300]  It doesn't block the gene well enough
[38:44.300 --> 38:46.740]  and for long enough and hard enough and strong enough
[38:46.740 --> 38:49.740]  to not create a high ratio of hermaphroditic problems.
[38:49.740 --> 38:50.580]  Don't do it.
[38:50.580 --> 38:51.620]  Use STS.
[38:52.260 --> 38:54.780]  You'll have an, in the long run, it's cheaper.
[38:54.780 --> 38:55.620]  It's cheaper.
[38:55.620 --> 38:56.540]  Oh, it's so much cheaper.
[38:56.540 --> 38:57.620]  I have to throw it away
[38:57.620 --> 38:59.580]  because I make too large of a batch at one time.
[38:59.580 --> 39:00.420]  That's it.
[39:00.420 --> 39:01.900]  Throw tons of it away.
[39:01.900 --> 39:02.980]  And it's dirt cheap.
[39:02.980 --> 39:04.540]  Once you buy your first batch,
[39:04.540 --> 39:06.500]  I've got some from two years ago.
[39:06.500 --> 39:07.340]  That's it.
[39:07.340 --> 39:08.180]  Oh, wow.
[39:08.180 --> 39:09.020]  That's where I'm at too.
[39:09.020 --> 39:10.180]  Yeah, you use, I think you buy a one ounce
[39:10.180 --> 39:11.100]  and a three ounce jar.
[39:11.100 --> 39:13.380]  And I think you use like three grams and two grams
[39:13.380 --> 39:14.860]  out of each jar for your first mix.
[39:14.860 --> 39:15.980]  My jar is this big.
[39:15.980 --> 39:17.060]  Yeah, exactly.
[39:17.060 --> 39:17.900]  It's huge.
[39:17.900 --> 39:18.740]  I mean, just.
[39:18.740 --> 39:20.140]  And you can store that jar for, I've got.
[39:20.140 --> 39:20.980]  It's like 40, 50 bucks.
[39:21.300 --> 39:23.060]  Like we said earlier, it's in the fridge right next door
[39:23.060 --> 39:24.540]  to the pollen that we store.
[39:24.540 --> 39:25.380]  And it's right in there.
[39:25.380 --> 39:26.580]  It doesn't degrade in there
[39:26.580 --> 39:28.260]  as long as moisture doesn't get into it.
[39:28.260 --> 39:30.260]  If you're gonna make silver thiosulfate spray,
[39:30.260 --> 39:31.740]  one way to keep it around longer,
[39:31.740 --> 39:34.780]  when you mix the two components
[39:34.780 --> 39:36.580]  into these separate containers of water,
[39:36.580 --> 39:37.460]  keep them separate.
[39:37.460 --> 39:39.460]  Don't mix them and they'll store longer.
[39:39.460 --> 39:40.300]  Right.
[39:40.300 --> 39:41.140]  Yeah.
[39:41.140 --> 39:42.780]  And I also never spray my STS under light.
[39:42.780 --> 39:43.620]  Right.
[39:43.620 --> 39:45.860]  I always take it out, spray it in darkness
[39:45.860 --> 39:47.140]  until it's just dripping off.
[39:47.140 --> 39:49.220]  I try to get the other sides of the leaves, the stalks.
[39:49.220 --> 39:50.540]  The stalks are important.
[39:51.060 --> 39:51.900]  Yeah, spray the stalks.
[39:51.900 --> 39:52.740]  Yeah.
[39:52.740 --> 39:53.940]  And then let it dry out really good.
[39:53.940 --> 39:55.380]  Maybe even with a little fan beside it,
[39:55.380 --> 39:56.300]  let it dry out real good.
[39:56.300 --> 39:57.300]  Make sure everything's dry.
[39:57.300 --> 39:59.340]  Otherwise you will get burn marks.
[39:59.340 --> 40:00.180]  And then.
[40:00.180 --> 40:01.380]  And if you put it back in a room with some girls
[40:01.380 --> 40:02.420]  that you're not trying to flip,
[40:02.420 --> 40:03.540]  you'll have some trannies in there.
[40:03.540 --> 40:04.380]  That's right.
[40:04.380 --> 40:07.420]  Yeah, you'll make some Caitlyn generoci on accident.
[40:07.420 --> 40:08.620]  That's right, because a little bit of rub here,
[40:08.620 --> 40:09.460]  a little bit of rub there,
[40:09.460 --> 40:11.220]  a little STS here, a little STS there.
[40:11.220 --> 40:12.580]  It happens.
[40:12.580 --> 40:13.580]  You learn from experience.
[40:13.580 --> 40:14.420]  You learn from doing it the wrong way.
[40:14.420 --> 40:16.780]  Some plants are gonna take a whole bunch of spray.
[40:16.780 --> 40:17.780]  Some are not.
[40:17.780 --> 40:18.620]  That's it.
[40:18.620 --> 40:19.540]  And then some are gonna burn from it.
[40:19.540 --> 40:22.140]  And it's okay if the leaves curl up and look pissed off.
[40:22.140 --> 40:23.860]  As long as you still have enough of that plant
[40:23.860 --> 40:25.780]  to create pollen, you're gonna be all right.
[40:25.780 --> 40:27.860]  It's that male plant is gonna look like shit
[40:27.860 --> 40:29.820]  after that silver thiosulfate spray.
[40:29.820 --> 40:31.260]  And that's what people really need to understand too
[40:31.260 --> 40:32.300]  about reversing plants.
[40:32.300 --> 40:34.300]  You're not, I've had somebody come into my grow
[40:34.300 --> 40:35.500]  and say, oh, you have a Hermes plant.
[40:35.500 --> 40:36.540]  And I was like, no, it's a reverse plant.
[40:36.540 --> 40:37.820]  They look at me and go, huh?
[40:37.820 --> 40:38.900]  And they just look at me, you know,
[40:38.900 --> 40:40.700]  with the most baffled look on their face
[40:40.700 --> 40:41.900]  and they don't understand what I'm talking about.
[40:41.900 --> 40:43.100]  Reverse plant is totally different
[40:43.100 --> 40:44.140]  than a hermaphroditic plant.
[40:44.140 --> 40:45.260]  Yeah, we did this on purpose.
[40:45.260 --> 40:47.420]  We did this on purpose and we're blocking genes.
[40:47.420 --> 40:49.940]  We're actually blocking genes in the genome.
[40:49.940 --> 40:53.260]  Whereas hermaphroditic is like that because of its genome.
[40:53.260 --> 40:56.700]  So the silver hits the plant and it can't move by itself.
[40:56.700 --> 40:58.620]  So the thiosulfate solution makes it mobile
[40:58.620 --> 40:59.820]  and absorbable within the plant.
[40:59.820 --> 41:02.220]  And that blocks the copper production in the plant,
[41:02.220 --> 41:04.020]  the copper movement in the plant,
[41:04.020 --> 41:05.780]  which triggers an ethylene response.
[41:05.780 --> 41:07.020]  Is it ethyl or ethylene?
[41:07.900 --> 41:10.980]  Fuck, either way, come on, help me out.
[41:10.980 --> 41:14.260]  It triggers a response of ethyl or ethylene.
[41:14.260 --> 41:15.820]  I'm gonna say ethyl because ethylene sounds
[41:15.820 --> 41:18.500]  like more of a gas, like I'm making meth, right?
[41:18.500 --> 41:19.980]  It sounds like methylamine.
[41:19.980 --> 41:21.180]  You're thinking ethanol.
[41:21.180 --> 41:24.300]  Okay, well, either way, it messes up.
[41:24.300 --> 41:25.220]  It triggers that hormone.
[41:25.220 --> 41:26.820]  And that hormone is what tells the plant
[41:26.820 --> 41:29.300]  that it wants to change sexes and start producing pollen.
[41:29.300 --> 41:30.660]  So then you make pollen that,
[41:30.660 --> 41:32.900]  since this plant has no male chromosomes,
[41:32.900 --> 41:35.080]  it will not donate any male chromosomes
[41:35.080 --> 41:36.020]  to the breeding project.
[41:36.020 --> 41:37.940]  It'll all be female chromosomes.
[41:37.940 --> 41:39.460]  So basically it's gonna take it back
[41:39.460 --> 41:41.140]  and process its traits to its mother.
[41:41.140 --> 41:41.980]  Yeah, that's it.
[41:41.980 --> 41:43.380]  That's the mother of the plant.
[41:43.380 --> 41:45.180]  That's pretty much what it is.
[41:45.180 --> 41:47.420]  If you have a 50-50 hybrid,
[41:47.420 --> 41:48.900]  that's what you can expect it to lean
[41:48.900 --> 41:50.340]  toward that mother side.
[41:50.340 --> 41:54.660]  And then it's ideal once you find the keeper,
[41:54.660 --> 41:56.620]  and I didn't realize not a lot of people
[41:56.620 --> 41:57.940]  were doing this when I started breeding.
[41:57.940 --> 42:00.420]  I was reversing a female to a male
[42:00.420 --> 42:01.940]  and hitting several females.
[42:01.940 --> 42:05.640]  So I was making nine or 10 feminized crosses at one time.
[42:05.640 --> 42:08.300]  And then I realized later that that's not industry standard
[42:08.300 --> 42:09.620]  of how that's done.
[42:09.620 --> 42:12.620]  Most of the time people will take a clone only
[42:12.620 --> 42:14.380]  or their favorite plant and reverse that
[42:14.380 --> 42:17.940]  and hit that pollen on a bunch of the same clones
[42:17.940 --> 42:19.540]  and just keep doing it.
[42:19.540 --> 42:22.260]  I've actually been reversing plants
[42:22.260 --> 42:24.540]  and true breeding with those reversed plants.
[42:24.540 --> 42:27.020]  And I didn't even realize how far out
[42:27.020 --> 42:28.740]  of the norm I was stepping.
[42:28.740 --> 42:30.460]  Most folks would find a keeper
[42:30.460 --> 42:31.860]  and then keep reversing that one
[42:31.860 --> 42:34.140]  to keep making more and more and more.
[42:34.140 --> 42:37.200]  But I've actually, I reversed a plant,
[42:37.200 --> 42:40.500]  pollinated another plant of the clone of the same strain,
[42:40.500 --> 42:42.820]  made seedlings of that, took seeds of that,
[42:42.820 --> 42:44.300]  took that original plant I reversed
[42:44.300 --> 42:45.860]  and hit the pollen on that one.
[42:45.860 --> 42:49.380]  And after a few finial generations of inbreeding,
[42:49.380 --> 42:52.500]  I was unable to reverse the plant with silver thiosulfate.
[42:52.500 --> 42:55.660]  I bred it so strong that it's so female,
[42:55.660 --> 42:57.740]  it will not reverse on me.
[42:57.740 --> 43:00.700]  It was a Grateful Dog experiment
[43:00.700 --> 43:03.800]  and I called it GD77 is the one that will not reverse.
[43:05.460 --> 43:08.420]  1977 is my favorite year of the Grateful Ted
[43:08.420 --> 43:11.020]  is why it got GD77.
[43:11.060 --> 43:13.060]  Random breeder shit right there.
[43:13.060 --> 43:14.420]  It's being the breeder.
[43:14.420 --> 43:15.660]  Yeah, right.
[43:15.660 --> 43:17.260]  I have another rant I wanna kinda go on,
[43:17.260 --> 43:18.980]  but I don't know, it might piss people off.
[43:18.980 --> 43:21.260]  It frustrates me when hashmakers
[43:21.260 --> 43:23.180]  put two different strains in a tube
[43:23.180 --> 43:25.220]  and run it together and think that they can now call it.
[43:25.220 --> 43:27.540]  They call it cross of the, yeah.
[43:27.540 --> 43:29.300]  I'm like, no, that took you seven minutes.
[43:29.300 --> 43:31.220]  Like it takes me fucking years to develop something
[43:31.220 --> 43:32.040]  that I get to name.
[43:32.040 --> 43:33.620]  You don't get to name it.
