[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[01:42:29.540 --> 01:42:33.220]  Since we're talking about watering plants, I highly recommend you go back and take a
[01:42:33.220 --> 01:42:38.620]  listen to episode 337, which is titled 1-5 Watering Tech.
[01:42:38.620 --> 01:42:41.940]  1-5 Watering Tech will help all growers.
[01:42:41.940 --> 01:42:46.260]  If you're a new grower, if you're an experienced grower, if you're a professional grower, you
[01:42:46.260 --> 01:42:50.220]  will learn something from the 1-5 Water Tech episode.
[01:42:50.260 --> 01:42:54.860]  If you are an experienced grower and you're trying to teach a new grower how to water
[01:42:54.860 --> 01:43:00.020]  your garden, 1-5 Water Tech is a great training exercise.
[01:43:00.020 --> 01:43:06.780]  I recommend everybody listen to episode 337 and learn about 1-5 Watering Tech.
[01:43:06.780 --> 01:43:09.460]  Now, before you water your plants, we talked about the pH.
[01:43:09.460 --> 01:43:13.100]  I did not talk about the temperature of the water.
[01:43:13.100 --> 01:43:15.940]  It's wintertime in Colorado, and it is really cold.
[01:43:15.940 --> 01:43:19.740]  If you're pulling water right out of the tap, it's coming out of the tap way too cold to
[01:43:19.740 --> 01:43:21.460]  apply to the plants.
[01:43:21.460 --> 01:43:26.460]  We need the water that we feed our plants to be right around 70 degrees.
[01:43:26.460 --> 01:43:31.020]  Maybe 65 would be acceptable, but I wouldn't go much lower than 65.
[01:43:31.020 --> 01:43:35.420]  Imagine sticking your feet in some 65 degree water first thing in the morning.
[01:43:35.420 --> 01:43:39.060]  That's what it's like when you water the plants with 65 degree water.
[01:43:39.060 --> 01:43:40.620]  I wouldn't go any lower than 65.
[01:43:40.620 --> 01:43:45.620]  I would stay closer to 70, maybe up in the 75, not much warmer than that.
[01:43:45.620 --> 01:43:49.620]  Right around 70 degrees is just about ideal for watering the plants.
[01:43:49.700 --> 01:43:53.620]  In a home grow, you can always just turn the hot water on as you're filling up your container.
[01:43:53.620 --> 01:43:57.180]  In some environments, we don't have the option for hot water.
[01:43:57.180 --> 01:44:01.340]  If your water is coming out too cold, you can either get a bucket heater from your local
[01:44:01.340 --> 01:44:03.380]  tractor or farm supply store.
[01:44:03.380 --> 01:44:04.580]  They just sell bucket heaters.
[01:44:04.580 --> 01:44:08.220]  They also sell them at the farm supply store for troughs so that you can warm up the pig
[01:44:08.220 --> 01:44:11.740]  and horse water so they don't have to drink ice water in the morning.
[01:44:11.740 --> 01:44:15.700]  Or if a bucket heater is not an option for you, you can always fill up containers of
[01:44:15.700 --> 01:44:16.700]  water.
[01:44:16.700 --> 01:44:20.020]  You can always just go into the flowering rooms or the bedrooms the day before and let
[01:44:20.020 --> 01:44:23.540]  that light and that grow room environment warm up the water for you.
[01:44:23.540 --> 01:44:27.580]  Of course, that's only if you remember to do that the day before.
[01:44:27.580 --> 01:44:30.620]  My point is, don't feed the plants water that is really cold.
[01:44:30.620 --> 01:44:34.460]  We want that water to be right around 70 degrees.
[01:44:34.460 --> 01:44:38.180]  Now in this first watering, make sure you really saturate the medium.
[01:44:38.180 --> 01:44:41.420]  Make sure you have plenty of water coming out of those drainage holes.
[01:44:41.420 --> 01:44:45.260]  We want to make sure to soak every spot of the container.
[01:44:45.260 --> 01:44:49.700]  We don't want a dry spot because roots will not grow into dry areas.
[01:44:49.700 --> 01:44:51.820]  Nutrients aren't getting into those dry areas.
[01:44:51.820 --> 01:44:54.020]  So make sure you fully saturate the pot.
[01:44:54.020 --> 01:44:59.180]  I like to soak it every time I water, but it's mostly important this very first time.
[01:44:59.180 --> 01:45:02.620]  Water it till you get a lot of water coming out of those holes.
[01:45:02.620 --> 01:45:06.540]  Also don't leave the plant ever standing in stagnant water.
[01:45:06.540 --> 01:45:10.540]  If that water in the bottom of your tray there doesn't evaporate or get sucked up by that
[01:45:10.540 --> 01:45:15.140]  plant within a few hours, get a shop vac and suck that out of there.
[01:45:15.140 --> 01:45:17.980]  All right, so now our plants are all successfully transplanted.
[01:45:17.980 --> 01:45:20.420]  They have now been fed their big kid nutrients.
[01:45:20.420 --> 01:45:23.500]  Let's talk a little bit about the environment in which to keep these plants.
[01:45:23.500 --> 01:45:24.580]  We know where to keep the lights.
[01:45:24.580 --> 01:45:26.900]  We know what cycle to have the lights on.
[01:45:26.900 --> 01:45:29.140]  Let's talk about the temperature.
[01:45:29.140 --> 01:45:33.860]  During the day, I try to keep the temperature between 70 and 80 degrees.
[01:45:33.860 --> 01:45:37.500]  Then I try to keep the night around 65 to 75.
[01:45:37.500 --> 01:45:44.420]  I really try to have no more than a 10 degree swing in my temperature between day and night.
[01:45:44.460 --> 01:45:49.460]  I'm not saying if it's 70 during the day, I want it no lower than 60 during the night.
[01:45:49.460 --> 01:45:52.700]  I honestly try to keep about five to seven degrees in that swing.
[01:45:52.700 --> 01:45:54.740]  I know it's difficult in a home grow.
[01:45:54.740 --> 01:45:58.620]  Sometimes we don't have the appropriate equipment to monitor and or adjust things all the time,
[01:45:58.620 --> 01:46:03.540]  but do your best to keep it within a 10 degree differential between night and day.
[01:46:03.540 --> 01:46:08.300]  Now at this point in the large veg phase, I try to keep the humidity between 40 and
[01:46:08.300 --> 01:46:09.580]  60%.
[01:46:09.580 --> 01:46:11.300]  Right around 50 is ideal.
[01:46:11.300 --> 01:46:14.980]  If you want to understand more about why I keep the humidity and the temperature the
[01:46:14.980 --> 01:46:20.940]  way I do, I recommend you check out episode 314 and it's called Vapor Pressure Deficit.
[01:46:20.940 --> 01:46:25.620]  You can learn about VPD and why it's important to keep the temperature and humidity in the
[01:46:25.620 --> 01:46:28.500]  appropriate range for our plants.
[01:46:28.500 --> 01:46:31.540]  Another thing I like to add to our large veg is a fan.
[01:46:31.540 --> 01:46:35.940]  I like to have wall fans or those fans on stands, depending on your setup.
[01:46:35.940 --> 01:46:39.420]  I like to have a fan just oscillating in the room, circulating the air.
[01:46:39.420 --> 01:46:40.940]  The idea is to circulate the air.
[01:46:40.940 --> 01:46:44.980]  I want to move the stale air around and move that fresh air around so the plants have fresh
[01:46:44.980 --> 01:46:46.340]  air constantly.
[01:46:46.340 --> 01:46:48.500]  You don't need to beat the shit out of the plants with the fan.
[01:46:48.500 --> 01:46:52.460]  I go in some grows and they're just terrorizing plants with fans and just beating them to
[01:46:52.460 --> 01:46:55.300]  death and wondering why the plants look like shit.
[01:46:55.300 --> 01:46:56.700]  We just want to rustle the leaves.
[01:46:56.700 --> 01:46:58.660]  We just want to move the air around.
[01:46:58.660 --> 01:47:03.060]  I like to put a fan, about one fan every one or two lights, depending on the size of the
[01:47:03.060 --> 01:47:08.220]  room and the environment, but make sure that every area is getting fresh air in that room.
[01:47:08.260 --> 01:47:13.780]  At this point, I feel like we have officially entered the large veg phase.
[01:47:13.780 --> 01:47:17.940]  Our main goals and focus now are to keep the plants pest and pathogen free.
[01:47:17.940 --> 01:47:21.220]  We need to avoid nutrient and pH mistakes.
[01:47:21.220 --> 01:47:24.420]  Make sure not to overfeed our plants at this time.
[01:47:24.420 --> 01:47:29.020]  Also, pay very close attention to the pH of your feeding solutions.
[01:47:29.020 --> 01:47:30.980]  We need to keep these plants healthy and vigorous.
[01:47:30.980 --> 01:47:32.820]  We need to work on the top part of the plants now.
[01:47:32.820 --> 01:47:35.300]  We focused on the bottom for the first half.
[01:47:35.300 --> 01:47:37.860]  Now we're going to focus more on the top half.
[01:47:38.500 --> 01:47:43.020]  In the upcoming episodes, we're going to work on shaping and structuring these plants.
[01:47:43.020 --> 01:47:45.500]  We're also going to talk about popping and twisting.
[01:47:45.500 --> 01:47:50.020]  Then we'll talk about bottoming and topping and lollipopping our plants, but that is all
[01:47:50.020 --> 01:47:52.100]  in upcoming episodes.
[01:47:52.100 --> 01:47:55.340]  I've got two quick things to cover before we start wrapping up this episode and then
[01:47:55.340 --> 01:47:57.740]  we are out of here for this week.
[01:47:57.740 --> 01:48:00.820]  One thing I should talk about is pest management.
[01:48:00.820 --> 01:48:01.980]  Now is a good time.
[01:48:01.980 --> 01:48:09.940]  If you are going to apply pesticide sprays, today is a good day to start that IPM program.
[01:48:09.940 --> 01:48:11.780]  Those plants are moving into the bedroom.
[01:48:11.780 --> 01:48:12.980]  They're in their big pots.
[01:48:12.980 --> 01:48:16.540]  Let's go ahead and hit them with a light pesticide spray.
[01:48:16.540 --> 01:48:20.740]  Turn off the lights, douse the plants, give them a couple hours to dry off, turn the lights
[01:48:20.740 --> 01:48:24.780]  back on to the regularly scheduled program and pay attention to those plants.
[01:48:24.780 --> 01:48:25.780]  See how they react.
[01:48:25.780 --> 01:48:29.180]  Hopefully, you wrote down exactly what you sprayed on those plants.
[01:48:29.180 --> 01:48:32.940]  You wrote down the product and you wrote how much per gallon you applied.
[01:48:32.940 --> 01:48:36.480]  You wrote down what time you applied it and now you have a good frame of reference so
[01:48:36.480 --> 01:48:37.780]  you can go in and look.
[01:48:37.780 --> 01:48:39.580]  You can see how the plants reacted.
[01:48:39.580 --> 01:48:43.120]  If they look angry, you need to reduce the application next time.
[01:48:43.120 --> 01:48:47.460]  If they look happy about it, you can do the same thing or consider increasing the application
[01:48:47.460 --> 01:48:49.460]  rate if necessary.
[01:48:49.460 --> 01:48:53.900]  I generally start my heavy pest management application right when I move them into the
[01:48:53.900 --> 01:48:55.680]  large pots.
[01:48:55.680 --> 01:48:58.900]  Another thing that will be important to think about is flip time.
[01:48:58.900 --> 01:49:02.420]  How long are these plants going to veg in this environment?
[01:49:02.420 --> 01:49:04.500]  How much space do you have?
[01:49:04.500 --> 01:49:09.060]  Depending on your genetics, depending on your lighting, depending on your overall environment,
[01:49:09.060 --> 01:49:11.880]  these plants could double in size.
[01:49:11.880 --> 01:49:16.780]  If you were working within a rise cross, there is a good likelihood that by the time you
[01:49:16.780 --> 01:49:22.660]  finish that plant, it will be twice the size it was when you started the flowering process.
[01:49:22.660 --> 01:49:27.540]  If that plant is 24 inches tall when you induce flowering, there's a good chance that plant
[01:49:27.540 --> 01:49:31.100]  will end up 48 inches tall before it is done.
[01:49:31.100 --> 01:49:33.300]  So as a grower, you need to plan ahead.
[01:49:33.300 --> 01:49:37.580]  You need to make sure that plant does not grow up into your lights and burn itself.
[01:49:37.580 --> 01:49:40.940]  You need to save, depending on the type of light you're using, you need to save some
[01:49:40.940 --> 01:49:44.080]  space between the bulb and your top cola.
[01:49:44.080 --> 01:49:45.580]  So plan ahead.
[01:49:45.580 --> 01:49:48.780]  Now is the time to start thinking about how long we're going to veg.
[01:49:48.780 --> 01:49:51.300]  If you veg too long, the plants will get too tall.
[01:49:51.300 --> 01:49:52.820]  You'll have problems.
[01:49:52.820 --> 01:49:56.660]  We're also going to do things like topping and bottoming and lollipopping and twisting
[01:49:56.780 --> 01:50:00.100]  and cracking and trellising and manipulating these plants.
[01:50:00.100 --> 01:50:03.340]  So we're going to need to give them a little bit of time to recover from some of these
[01:50:03.340 --> 01:50:06.740]  techniques before we initiate the flowering process.
[01:50:06.740 --> 01:50:13.500]  So if we plan ahead and know how long we anticipate to veg, we can predict when to do these steps
[01:50:13.500 --> 01:50:18.340]  to increase production and flower at the ideal time and fill our grow space perfectly.
[01:50:18.340 --> 01:50:22.420]  We can end up with our canopy right about eight inches below that light and it'll be
[01:50:22.420 --> 01:50:24.000]  nice and even and it'll look beautiful.
[01:50:24.000 --> 01:50:26.420]  You won't have any wasted space in there.
[01:50:26.460 --> 01:50:30.460]  Once you're an experienced grower, your goal will be to fill your grow space.
[01:50:30.460 --> 01:50:35.100]  If you've got a five by five grow tent, you want a five by five canopy or at least a four
[01:50:35.100 --> 01:50:39.060]  and a half by four and a half canopy because when the air flows, it sucks in a little bit,
[01:50:39.060 --> 01:50:41.420]  but you want to fill most of that space.
[01:50:41.420 --> 01:50:46.060]  A very experienced grower, an older guy, he said one day, if you had a cooler and you
[01:50:46.060 --> 01:50:49.240]  could fill it with beer, would you fill it most of the way to the top with beer or would
[01:50:49.240 --> 01:50:51.300]  you fill that cooler all the way with beer?
[01:50:51.300 --> 01:50:53.620]  I'm not even a beer drinker and that makes sense to me.
[01:50:53.620 --> 01:50:55.700]  I want as many beers fit in that cooler.
[01:50:55.700 --> 01:50:56.700]  That's just the way you do it.
[01:50:56.700 --> 01:51:00.580]  Do you want your grow room to be halfway filled with buds or do you want to fill that fucker
[01:51:00.580 --> 01:51:01.660]  up with buds?
[01:51:01.660 --> 01:51:05.480]  The goal will be to maximize that canopy space.
[01:51:05.480 --> 01:51:08.920]  In future episodes, we will talk about trellising, lollipopping.
[01:51:08.920 --> 01:51:11.260]  We'll talk about sticks and cages and cracking stems.
[01:51:11.260 --> 01:51:15.820]  We will go in depth in a lot of techniques like that on ways to fill up your cooler for
[01:51:15.820 --> 01:51:16.820]  maximum production.
[01:51:16.820 --> 01:51:20.100]  All right, podcast world, that is a podcast for this week.
[01:51:20.100 --> 01:51:21.300]  I want to thank you guys for listening.
[01:51:21.300 --> 01:51:24.420]  I will be back in a few days with more fresh content for you.
[01:51:24.740 --> 01:51:27.820]  I would appreciate it if you support the show on Patreon.
[01:51:27.820 --> 01:51:34.900]  You can support the show by going to www.patreon.com slash growfromyourheart.
[01:51:34.900 --> 01:51:38.620]  All of the information you need to become a patron will be right there on the screen.
[01:51:38.620 --> 01:51:43.740]  Once again, I owe a huge thank you to everybody who has contributed to the Patreon and thank
[01:51:43.740 --> 01:51:47.140]  you to everyone who will contribute in the future.
[01:51:47.140 --> 01:51:49.940]  I would also appreciate it if you follow me on social media.
[01:51:49.940 --> 01:51:53.400]  You can find me on Facebook, search for the Grow From Your Heart podcast.
[01:51:53.400 --> 01:51:56.120]  On Twitter, it's at GFYH podcast.
[01:51:56.120 --> 01:52:00.080]  If you'd like to follow my personal Twitter, it is at Rastajeff420.
[01:52:00.080 --> 01:52:03.320]  I also recommend you follow my Instagram feed.
[01:52:03.320 --> 01:52:06.320]  On Instagram, I use irie underscore genetics.
[01:52:06.320 --> 01:52:09.720]  Check out the irie genetics Instagram feed for fine cannabis photography.
[01:52:09.720 --> 01:52:15.480]  Also, you can join me on Instagram live, drop in Instagram live videos, ask cannabis questions,
[01:52:15.480 --> 01:52:19.040]  and I will answer your questions right there in the live feed.
[01:52:19.040 --> 01:52:22.120]  If you've got a question or if you'd like to sponsor the podcast or if you've got a
[01:52:22.120 --> 01:52:25.280]  product you'd like me to review, maybe you just got something you'd like to say and you're
[01:52:25.280 --> 01:52:28.080]  not into the social media, you can reach me through email.
[01:52:28.080 --> 01:52:31.860]  My email address is growfromyourheart at hotmail.com.
[01:52:31.860 --> 01:52:33.960]  I would love to hear from you.
[01:52:33.960 --> 01:52:36.880]  Don't forget to support our sponsor, the Hella Dank Seed Company.
[01:52:36.880 --> 01:52:40.160]  You can find them at dankseed.store.
[01:52:40.160 --> 01:52:43.860]  Ladies and gentlemen, boys and girls, smokers and growers, I want to thank you again for
[01:52:43.860 --> 01:52:46.160]  listening to the Grow From Your Heart podcast.
[01:52:46.160 --> 01:52:48.560]  I want to give a huge shout out to the Cannacrat.
[01:52:48.560 --> 01:52:52.440]  Until next time, take a fat dab and give your mom a hug for me.
[01:52:52.440 --> 01:52:53.960]  Welcome to the show, Podcast World.
[01:52:53.960 --> 01:52:57.680]  It's time for episode 372 of the Grow From Your Heart podcast.
[01:52:57.680 --> 01:53:00.600]  This episode is brought to you by the Hella Dank Seed Company.
[01:53:00.600 --> 01:53:05.040]  If you need new seeds for your garden, I highly recommend the Hella Dank Seed Company, and
[01:53:05.040 --> 01:53:10.680]  you can find them at www.dankseed.store.
[01:53:10.680 --> 01:53:14.200]  I like to start the podcast off by letting you know what I'm smoking on.
[01:53:14.200 --> 01:53:19.480]  Today, I've been taking dabs of Banana OG Ambrosia from Apothecary Farms.
[01:53:19.480 --> 01:53:27.440]  On the label, it says it is 83.2% THC and a total of 97% total cannabinoids.
[01:53:27.440 --> 01:53:29.040]  I really enjoyed the Banana OG.
[01:53:29.040 --> 01:53:32.600]  It is kind of a change from what I usually buy.
[01:53:32.600 --> 01:53:36.920]  I usually like a concentrate that makes my head spin, makes my eyes vibrate, makes it
[01:53:36.920 --> 01:53:38.200]  hard to think.
[01:53:38.200 --> 01:53:40.600]  The Banana OG is kind of more of a mellow thing.
[01:53:40.600 --> 01:53:41.920]  It's got me kind of chilled out.
[01:53:41.920 --> 01:53:42.920]  It's kind of slow motion.
[01:53:42.920 --> 01:53:44.200]  It's got my eyes nice and heavy.
[01:53:44.200 --> 01:53:48.880]  It's got my shoulders nice and chilled out, and I really dig the flavor of the Banana
[01:53:48.880 --> 01:53:49.880]  OG.
[01:53:49.880 --> 01:53:51.560]  So, that's what I'm dabbing on today.
[01:53:51.560 --> 01:53:53.880]  I hope you guys are taking dabs of something delicious.
[01:53:53.880 --> 01:53:57.120]  I'm not sure if you can tell, but I still have a little bit of that head cold hanging
[01:53:57.120 --> 01:53:58.120]  around.
[01:53:58.120 --> 01:53:59.120]  I'm trying to get rid of that.
[01:53:59.120 --> 01:54:00.360]  I'm not going to let it slow me down.
[01:54:00.360 --> 01:54:03.640]  I am going to deliver a quality podcast.
[01:54:03.640 --> 01:54:06.560]  In this episode, I plan to bring you another grow lesson.
[01:54:06.560 --> 01:54:10.200]  Before we get to the grow lesson, I've got a couple of quick things to cover.
[01:54:10.200 --> 01:54:12.020]  I am working on the website.
[01:54:12.120 --> 01:54:14.020]  Of course, I am iRegenetics Colorado.
[01:54:14.020 --> 01:54:17.340]  My website is iRegeneticsColorado.com.
[01:54:17.340 --> 01:54:19.380]  We are currently doing some updates.
[01:54:19.380 --> 01:54:23.680]  During the process of updating the website, something went completely freaking wrong,
[01:54:23.680 --> 01:54:27.220]  and the podcast does not work from the website anymore.
[01:54:27.220 --> 01:54:30.660]  All of the episodes that were up before the update are still accessible.
[01:54:30.660 --> 01:54:34.460]  None of the new things I add to the website are posting to the RSS feed.
[01:54:34.460 --> 01:54:36.300]  My web guy is working on it.
[01:54:36.300 --> 01:54:39.820]  It is the holiday weekend, so he has taken a few days off, but I'm sure he will get back
[01:54:39.820 --> 01:54:41.960]  on it as soon as the weekend is over.
[01:54:42.100 --> 01:54:46.480]  My point is, I know the website is messed up, and I apologize for not having the episodes
[01:54:46.480 --> 01:54:49.840]  out on iTunes and Stitcher as regularly scheduled.
[01:54:49.840 --> 01:54:54.640]  I was just recently bragging about not missing a Monday in five years, and now here I am.
[01:54:54.640 --> 01:54:56.080]  I've missed at least one Monday.
[01:54:56.080 --> 01:54:58.960]  It looks like I may potentially miss two Mondays in a row.
[01:54:58.960 --> 01:55:00.280]  I do apologize.
[01:55:00.280 --> 01:55:04.840]  However, the episodes are recorded and the shows are posted on YouTube, so I have not
[01:55:04.840 --> 01:55:05.840]  stopped recording.
[01:55:05.840 --> 01:55:07.720]  I haven't stopped doing the shows.
[01:55:07.720 --> 01:55:12.960]  I'm just unable to post them to iTunes and Stitcher because of a glitch with my website.
[01:55:12.960 --> 01:55:15.840]  Please be patient with me, and please keep listening to the show.
[01:55:15.840 --> 01:55:19.440]  Please find the show on YouTube if that is your only option of listening for the next
[01:55:19.440 --> 01:55:20.440]  couple of weeks.
[01:55:20.440 --> 01:55:24.040]  Also, real quick, I want to give a shout out to the guy who works on the website for me.
[01:55:24.040 --> 01:55:29.080]  I don't know if he listens to the show regularly or at all, but hey, if you're listening, man,
[01:55:29.080 --> 01:55:31.380]  big thanks for keeping the website updated.
[01:55:31.380 --> 01:55:35.360]  Big thanks for all the updates lately, and also big thanks for getting it fixed when
[01:55:35.360 --> 01:55:37.760]  you do get the RSS feed back in action.
[01:55:37.760 --> 01:55:42.200]  All right, since I'm giving shout outs, let's give some shout outs to a few of our Patreon
[01:55:42.200 --> 01:55:43.200]  supporters.
[01:55:43.200 --> 01:55:44.880]  I owe a big shout out to Jade.
[01:55:44.880 --> 01:55:49.880]  How about a big Patreon shout out to Grimble the Druid, and also a Patreon shout out to
[01:55:49.880 --> 01:55:54.200]  Tanner Martinowic, and of course, another shout out to my friend Mel.
[01:55:54.200 --> 01:55:55.880]  Thank you for all of the Patreon support.
[01:55:55.880 --> 01:55:57.760]  I truly do appreciate it.
[01:55:57.760 --> 01:56:04.560]  If you want to learn how to become a patron, you can do so by going to www.patreon.com.
[01:56:04.560 --> 01:56:09.720]  That's P-A-T-R-E-O-N.com slash grow from your heart.
[01:56:09.720 --> 01:56:12.360]  All of the information you need will be right there on the screen.
[01:56:12.360 --> 01:56:15.080]  And again, thank you for all of the Patreon support.
[01:56:15.080 --> 01:56:20.400]  All right, podcast world, I said earlier this was going to be another grow lesson.
[01:56:20.400 --> 01:56:25.960]  So far in my series of grow lessons, we should have plants that are probably 12 to 14, maybe
[01:56:25.960 --> 01:56:27.960]  16 or 18 inches tall.
[01:56:27.960 --> 01:56:31.640]  They are probably in three or five or maybe seven gallon pots.
[01:56:31.640 --> 01:56:33.640]  Hopefully, they are nice and healthy.
[01:56:33.720 --> 01:56:35.760]  Hopefully, they've got a fat root system.
[01:56:35.760 --> 01:56:37.880]  Hopefully, they're pest free at this time.
[01:56:37.880 --> 01:56:40.600]  Hopefully you haven't over or under fertilized them.
[01:56:40.600 --> 01:56:44.620]  We've talked a lot about the proper environment and conditions and feeding for these plants.
[01:56:44.620 --> 01:56:47.160]  So I think we know how to take care of them by now.
[01:56:47.160 --> 01:56:52.840]  Let's talk about a few ways to improve our productivity and the vigor of our large veg
[01:56:52.840 --> 01:56:53.840]  plants.
[01:56:53.840 --> 01:56:56.480]  Now, none of this stuff is required.
[01:56:56.480 --> 01:56:58.480]  None of this stuff is mandatory.
[01:56:58.480 --> 01:57:03.720]  Those are the little tips and tricks and bonus things that I do to boost productivity and
[01:57:03.720 --> 01:57:09.040]  boost vigor to turbocharge the overall performance of my garden.
[01:57:09.040 --> 01:57:14.240]  One really easy thing I like to do to all of my plants to increase performance is just
[01:57:14.240 --> 01:57:17.160]  clean off the crap on the bottoms of the plants.
[01:57:17.160 --> 01:57:20.680]  You've got a stock coming out of the dirt, and then you've got a few crappy branches
[01:57:20.680 --> 01:57:21.680]  coming off the bottom.
[01:57:21.680 --> 01:57:24.720]  And then the next couple of branches will be more substantial, and then you'll have
[01:57:24.720 --> 01:57:26.440]  some solid branches.
[01:57:26.440 --> 01:57:30.840]  If those very bottom branches are crappy, don't be afraid to remove them.
[01:57:30.840 --> 01:57:34.960]  If you feel like they are a waste of growth on the plant, feel free to take them off.
[01:57:34.960 --> 01:57:38.480]  We are going to lollipop heavily once we go into flower.
[01:57:38.480 --> 01:57:42.120]  So don't be afraid to move some of the crappy bottom branches.
[01:57:42.120 --> 01:57:46.720]  If it's a long, healthy branch that has the potential to reach the canopy level, you can
[01:57:46.720 --> 01:57:47.720]  leave it.
[01:57:47.720 --> 01:57:51.520]  But if it's ugly, if it's droopy, if it's sucking up energy and not going to produce
[01:57:51.520 --> 01:57:54.720]  anything that would be worthwhile, feel free to take it off.
[01:57:54.960 --> 01:57:58.920]  Then that plant can focus its energy moving up toward the top of the plant where we want
[01:57:58.920 --> 01:58:00.660]  to build that lush canopy.
[01:58:00.660 --> 01:58:03.280]  So feel free to take crap off of the bottom.
[01:58:03.280 --> 01:58:07.360]  So now we've removed the crappy bottom branches that are kind of a waste of energy.
[01:58:07.360 --> 01:58:11.900]  Here is another thing we can do to the bottom section of our plant to improve the performance
[01:58:11.900 --> 01:58:14.240]  and move the energy up toward the top.
[01:58:14.240 --> 01:58:17.920]  We've still got bottom branches because we left some of those bottom branches on the
[01:58:17.920 --> 01:58:18.920]  plant.
[01:58:18.920 --> 01:58:22.920]  The inside bottom branching is not going to receive much light.
[01:58:22.920 --> 01:58:28.180]  So what I like to do is find that branch and just follow it up and remove any shoots
[01:58:28.180 --> 01:58:30.360]  that I feel like are a waste of space.
[01:58:30.360 --> 01:58:33.760]  So you'll have a thick arm coming off and then off of that, you'll have like a little
[01:58:33.760 --> 01:58:35.360]  tiny sub arm coming off.
[01:58:35.360 --> 01:58:36.680]  Those are the shoots.
[01:58:36.680 --> 01:58:38.360]  Those are on the bottom of the plant.
[01:58:38.360 --> 01:58:39.920]  Those are a waste of space.
[01:58:39.920 --> 01:58:42.860]  Those are going to turn into buds we do not want to trim.
[01:58:42.860 --> 01:58:46.360]  That is going to be fluffy, larfy, useless, little crap.
[01:58:46.360 --> 01:58:47.700]  It is a trimmer's nightmare.
[01:58:47.700 --> 01:58:51.880]  By removing that crap from the bottom, we direct the energy up toward the top.
[01:58:51.880 --> 01:58:54.000]  We can make bigger top chunky buds.
[01:58:54.000 --> 01:58:55.320]  Those are better for trimmers.
[01:58:55.320 --> 01:58:56.720]  Those are better for the market.
[01:58:56.720 --> 01:58:58.240]  Those are better for the consumer.
[01:58:58.240 --> 01:59:00.240]  Everybody wants those big fat buds.
[01:59:00.240 --> 01:59:02.420]  So let's clean off that crap off the bottom.
[01:59:02.420 --> 01:59:04.040]  So you've got the main stock coming out.
[01:59:04.040 --> 01:59:07.300]  Then you've got your bottom two, your bottom four branches.
[01:59:07.300 --> 01:59:11.280]  Follow those branches up and where you don't see any light touching those little shoots,
[01:59:11.280 --> 01:59:13.880]  feel free to just pinch them or cut them right off.
[01:59:13.880 --> 01:59:18.560]  While you're cutting or pinching or cleaning stuff off of plants, always keep this in mind.
[01:59:18.560 --> 01:59:23.920]  You can go back later and take more off, but you cannot glue the leaves and the shoots
[01:59:23.920 --> 01:59:25.260]  back onto the plant.
[01:59:25.260 --> 01:59:27.440]  So pay attention to what you're doing.
[01:59:27.440 --> 01:59:30.880]  But on that bottom section, just pull that crap in the inside right off of there.
[01:59:30.880 --> 01:59:34.200]  I go fairly hard on the bottom parts of the plants.
[01:59:34.200 --> 01:59:37.680]  I plan on lollipopping heavily early in flower anyway.
[01:59:37.680 --> 01:59:42.040]  So why not pull off a lot of that crap now and send the energy up toward the top of the
[01:59:42.040 --> 01:59:43.040]  plant?
[01:59:43.040 --> 01:59:46.680]  Now, while you're cleaning the bottoms of the plants, keep in mind that it may be wise
[01:59:46.680 --> 01:59:50.440]  to take some clones before we put these plants into flower.
[01:59:50.440 --> 01:59:52.800]  What are you going to grow next?
[01:59:52.800 --> 01:59:55.600]  Are you growing from seed that you spent a lot of money on?
[01:59:55.600 --> 01:59:59.960]  If you paid a lot of money for those seeds, I definitely recommend you take a clone off
[01:59:59.960 --> 02:00:02.000]  of each seedling and mark it.
[02:00:02.000 --> 02:00:04.240]  We're going to talk about this in depth in a future episode.
[02:00:04.240 --> 02:00:09.200]  But if you've got a plant from seed, I recommend you take a clone from it.
[02:00:09.200 --> 02:00:15.120]  Mark that plant, plant A. Mark your clone, clone A. Go on down the line with every seedling
[02:00:15.120 --> 02:00:16.680]  plant that you've got.
[02:00:16.680 --> 02:00:17.680]  Then grow them out.
[02:00:17.680 --> 02:00:20.320]  Either grow out the clone or grow out the original plant.
[02:00:20.320 --> 02:00:24.720]  And if you've got something amazing, now you have got a keeper clone of that to keep around.
[02:00:24.720 --> 02:00:26.120]  We're going to talk about pheno hunting.
[02:00:26.120 --> 02:00:27.840]  We'll talk about mother plants.
[02:00:27.840 --> 02:00:30.240]  We're going to talk about that sort of stuff in a future episode.
[02:00:30.240 --> 02:00:33.880]  But this is something to think about while we are cleaning the bottoms of our plants.
[02:00:33.880 --> 02:00:36.220]  Do you want to use those two bottom branches?
[02:00:36.220 --> 02:00:38.160]  May make excellent clones.
[02:00:38.160 --> 02:00:41.520]  Some of those shoots may have grown big enough to turn into a clone.
[02:00:41.520 --> 02:00:45.160]  Keep that in mind while you're cleaning up the bottoms of your plants.
[02:00:45.160 --> 02:00:49.680]  Now let's talk about another way to improve the productivity of our plant and also a great
[02:00:49.680 --> 02:00:53.600]  way to score a great clone from a healthy plant.
[02:00:53.600 --> 02:00:55.880]  And of course I'm talking about topping.
[02:00:55.880 --> 02:01:00.840]  Topping our plant can greatly improve the performance of our plant if it is done at
