[00:12.600 --> 00:21.270]  Welcome back, Cannabis Community.
[41:20.630 --> 41:21.630]  weed.
[41:21.630 --> 41:22.630]  Yep.
[41:22.630 --> 41:23.630]  And if there's, I mean-
[41:23.630 --> 41:24.630]  You just gave me a nostalgic feeling.
[41:24.630 --> 41:25.630]  Remember when you used to go to the dispensary?
[41:25.630 --> 41:26.630]  I don't have it now.
[41:26.630 --> 41:27.630]  I'm sorry.
[41:27.630 --> 41:28.630]  I'm jaded.
[41:28.630 --> 41:29.630]  But I remember the feeling.
[41:29.630 --> 41:30.630]  I just took a fat dab, you guys.
[41:30.630 --> 41:31.630]  I apologize for the chokes.
[41:31.630 --> 41:34.070]  While Mike was on his rant there, I took a couple dabs.
[41:34.070 --> 41:37.750]  Remember when you used to go to the dispensary and you'd be like, oh, you want one?
[41:37.750 --> 41:38.750]  Here, I got you, bro.
[41:38.750 --> 41:39.750]  Yep.
[41:39.750 --> 41:42.110]  Well, I've got the hash if you've got a dab tool with a carb cap too.
[41:42.110 --> 41:43.110]  Yeah.
[41:43.110 --> 41:45.110]  I'm going to use that email because it's kind of claw.
[41:45.110 --> 41:47.110]  I used it to be quiet and not use a torch.
[41:47.110 --> 41:48.110]  All right.
[41:48.110 --> 41:49.110]  Here's a dab.
[41:49.110 --> 41:50.110]  There's a dabber.
[41:50.110 --> 41:51.110]  Here's a torch.
[41:51.110 --> 41:52.110]  And here's a rig.
[41:52.110 --> 41:53.110]  With a bucket.
[41:53.110 --> 41:54.110]  Yes.
[41:54.110 --> 41:56.910]  Shout out to our friends at Elevate for keeping me stocked up on fresh bangers.
[41:56.910 --> 41:58.470]  Shout out to Quince bangers.
[41:58.470 --> 41:59.990]  And there's a carb cap.
[41:59.990 --> 42:04.350]  Remember that feeling when you would go to the, like, I would do, I'm kind of a nerd.
[42:04.350 --> 42:08.710]  I would do research online and find out what the hottest strains are in Denver or in Colorado.
[42:08.710 --> 42:09.710]  And I would go find that.
[42:09.710 --> 42:12.990]  If it was a Bruce Banner, I'd go find where they had some Bruce Banner.
[42:13.870 --> 42:15.190]  What was the strain that they had at the Denver relief?
[42:15.190 --> 42:16.190]  They had the biodiesel.
[42:16.190 --> 42:19.190]  I don't know if they're in, got the biodiesel.
[42:19.190 --> 42:21.630]  The one that started with a V.
[42:21.630 --> 42:22.630]  The vortex?
[42:22.630 --> 42:23.630]  Yeah, the vortex.
[42:23.630 --> 42:24.950]  That's from TGA sub cool.
[42:24.950 --> 42:33.190]  I was going to the clinic on Mexico in Denver and I was getting the vortex wax.
[42:33.190 --> 42:34.590]  And I would say, how much do you have of that?
[42:34.590 --> 42:35.590]  And they'd say this much.
[42:35.590 --> 42:36.790]  And I'd say, I'll take it.
[42:36.790 --> 42:37.790]  Yeah.
[42:37.790 --> 42:38.790]  They started setting limits because of me.
[42:38.790 --> 42:39.790]  Started setting purchase limits.
[42:39.790 --> 42:42.710]  But I remember the first week they put those purchase limits in place.
[42:43.430 --> 42:45.430]  I remember when the girls screwed up when we were there and we still bought it all.
[42:45.430 --> 42:46.430]  Yeah.
[42:46.430 --> 42:47.430]  Thanks, Brittany.
[42:47.430 --> 42:48.430]  I remember who that was.
[42:48.430 --> 42:49.430]  We appreciate that.
[42:49.430 --> 42:51.430]  That was a hookup like a decade ago and we still appreciate it.
[42:51.430 --> 42:52.430]  Yeah, we do.
[42:52.430 --> 42:55.750]  That was actually when I bought my Hitman rig.
[42:55.750 --> 42:58.790]  So I remember the feeling I would get when I would leave the dispensary with that specific
[42:58.790 --> 43:01.590]  strain that I was so excited about going to find.
[43:01.590 --> 43:02.710]  It's like you're like skipping.
[43:02.710 --> 43:05.830]  It's like almost the feeling when I was a little kid and I'd get a new video game.
[43:05.830 --> 43:08.910]  Whenever the new Zelda or Super Mario came out and I'd like, oh, I got it.
[43:08.910 --> 43:11.150]  I got to go home and show my friends.
[43:11.150 --> 43:12.470]  And you'd go home and call one of your buddies.
[43:13.230 --> 43:14.830]  And this is the same thing would happen with weed.
[43:14.830 --> 43:17.750]  You'd go home and call your friends like, bro, Mike, you got to come over.
[43:17.750 --> 43:19.110]  I got some biodiesel, bro.
[43:19.110 --> 43:20.110]  You got to come check it out.
[43:20.110 --> 43:24.310]  And you drive over and I try to keep that jar closed until you got here so that when
[43:24.310 --> 43:28.750]  I cracked it open, it was just fucking, oh, biodiesel in the face.
[43:28.750 --> 43:30.950]  And then we grind a little bit of it up and smoke it together.
[43:30.950 --> 43:35.470]  And it'd be like that anticipation from the car to the house of like, oh, God, just Mike,
[43:35.470 --> 43:36.470]  meet me at the house.
[43:36.470 --> 43:38.030]  Don't even make me wait, bro.
[43:38.030 --> 43:41.830]  I miss the drive home from picking up weed for sure.
[43:42.190 --> 43:46.830]  When that was like an hour and 20 minute drive.
[43:46.830 --> 43:48.750]  That was stressful.
[43:48.750 --> 43:51.550]  Like by the time you got home, that adrenaline high.
[43:51.550 --> 43:54.790]  You're not allowed to take more dabs on the show.
[43:54.790 --> 43:58.230]  Yeah, that was that was a good one.
[43:58.230 --> 44:04.710]  But that adrenaline high from driving home with a bag of weed and then sitting down grinding
[44:04.710 --> 44:05.710]  it up.
[44:05.710 --> 44:08.310]  It's like it's like the sweet reward.
[44:08.310 --> 44:09.870]  It's like I finally made it.
[44:09.870 --> 44:10.870]  And it was so nice.
[44:10.910 --> 44:11.910]  It was like you.
[44:11.910 --> 44:13.310]  I felt like I almost it was more of a reward.
[44:13.310 --> 44:17.270]  I used to get higher than like because you had that like, oh, I fucking did it.
[44:17.270 --> 44:18.910]  I went because it used to be a struggle.
[44:18.910 --> 44:20.830]  It used to be a mission, a stoner mission.
[44:20.830 --> 44:23.430]  You would have to find do you have weed?
[44:23.430 --> 44:24.630]  There'd be two or three guys.
[44:24.630 --> 44:26.510]  It'd be that first guy you'd always want to try.
[44:26.510 --> 44:28.070]  And he was my friend with bad eyes.
[44:28.070 --> 44:31.030]  And his name started with a J. If you're if you're my crew, you know I'm talking about
[44:31.030 --> 44:32.670]  hit that guy first all the time.
[44:32.670 --> 44:34.670]  See if he's got that sour diesel.
[44:34.670 --> 44:36.410]  If not, I'd try a couple other dudes.
[44:36.410 --> 44:39.430]  But if you got to find out where they are, if they got what you want and if they can
[44:39.430 --> 44:41.790]  meet you somewhere, then you got to meet up somewhere and you got to sit in a sketchy
[44:41.790 --> 44:45.470]  parking lot or go to a sketchy house and then you got to get it.
[44:45.470 --> 44:48.150]  I always had three or four people.
[44:48.150 --> 44:52.630]  And on my way to work, I would hit up my favorite and my lunch.
[44:52.630 --> 44:54.750]  If I ain't heard back, I would hit up the other two.
[44:54.750 --> 44:55.750]  Yep.
[44:55.750 --> 44:56.750]  There you go.
[44:56.750 --> 45:00.270]  By the end of the day, guaranteed one of them would have hit me back.
[45:00.270 --> 45:02.630]  And then I'd go wait in a sketchy parking lot.
[45:02.630 --> 45:03.950]  Yep.
[45:03.950 --> 45:05.590]  I don't miss those days.
[45:05.750 --> 45:13.510]  I kind of miss that extra high from the adrenaline and the drive and the anticipation.
[45:13.510 --> 45:22.470]  But I feel it every time that I do hit a dispensary now or even when I come over and pick up from
[45:22.470 --> 45:27.510]  my caregiver, when I get back in the car.
[45:27.510 --> 45:30.870]  There's no like, where am I going to put this process?
[45:30.870 --> 45:33.870]  There's no, oh man, this is dank as fuck.
[45:33.870 --> 45:39.230]  Like it was the other day when I picked up from my caregiver the last time when I got
[45:39.230 --> 45:43.710]  in the car, I was like, is that, nope, that's my bag.
[45:43.710 --> 45:51.670]  Inside is a proper packaging inside my shoulder bag in the backseat of my car is still stinking
[45:51.670 --> 45:54.150]  out the whole cab.
[45:54.150 --> 45:58.150]  Back in the day, this was, this is when the adrenaline really kicks in.
[45:58.150 --> 45:59.150]  Yeah.
[45:59.150 --> 46:01.710]  Do you roll all the windows down and drive home in 20 degree weather anyway?
[46:01.710 --> 46:03.350]  You make that meeting with the dude.
[46:03.350 --> 46:06.030]  As soon as that bag and money exchanges.
[46:06.030 --> 46:09.230]  Now you're like, fuck, I just went from like, got to get this, got to find it.
[46:09.230 --> 46:10.230]  Where is it?
[46:10.230 --> 46:11.230]  Is it going to happen?
[46:11.230 --> 46:12.230]  Is the deal going to go smooth too?
[46:12.230 --> 46:13.230]  Now I got to get this shit home.
[46:13.230 --> 46:14.230]  Right?
[46:14.230 --> 46:17.390]  Now we're somewhere or to whoever's house we're partying in tonight.
[46:17.390 --> 46:22.590]  And then you got to make that drive and your heart starts going.
[46:22.590 --> 46:24.710]  And then you see a cop, all you can do is fucking see a cop.
[46:24.710 --> 46:28.110]  He could be going the other way, 90 to 90 miles an hour.
[46:28.110 --> 46:29.110]  You're like, oh fuck the cops.
[46:29.510 --> 46:31.790]  And you got to like check yourself and be cool.
[46:31.790 --> 46:32.790]  Yeah.
[46:32.790 --> 46:36.110]  So by the time you do get home and you start getting that grin, you get it, you park the
[46:36.110 --> 46:39.230]  car because you're not going to get pulled over once you park the car, you pretty much
[46:39.230 --> 46:40.230]  got home.
[46:40.230 --> 46:44.110]  You take the keys out and you're like, oh, and by the time you unlock the door, you're
[46:44.110 --> 46:46.590]  almost, you can, your hands start doing the grinder motion.
[46:46.590 --> 46:48.710]  Like I'm going to grind this weed up.
[46:48.710 --> 46:52.430]  And by the time you light it, your heart is like in this special place.
[46:52.430 --> 46:55.270]  And that first puff just puts you like, it's like a mission accomplished.
[46:55.270 --> 46:58.030]  It's like, you just rescued the fucking princess.
[46:58.030 --> 46:59.030]  Princess was sweet.
[46:59.030 --> 47:00.030]  Mary Jane.
[47:00.030 --> 47:07.830]  I'm nostalgic for it, but I wouldn't give, go back to it for all the money in the world.
[47:07.830 --> 47:12.550]  Like there's nothing that could get me to go back to having to do all that shit.
[47:12.550 --> 47:17.070]  I love getting, I mean, on the off chance I get pulled over and I've got weed in the
[47:17.070 --> 47:18.950]  car, I love being in a Vortigaunt.
[47:18.950 --> 47:19.950]  Is there weed in the car?
[47:19.950 --> 47:20.950]  Yep.
[47:20.950 --> 47:21.950]  Yep.
[47:21.950 --> 47:24.270]  Oh, I got pulled over and the cop was 10 feet from my car before he goes to serve.
[47:24.270 --> 47:25.430]  Do you have marijuana in there?
[47:25.430 --> 47:26.430]  Cause he could smell it.
[47:26.430 --> 47:27.430]  Yep.
[47:27.430 --> 47:29.950]  I looked him straight in the face and I said, yeah, probably.
[47:29.950 --> 47:30.950]  There's probably some weed in here.
[47:30.950 --> 47:32.270]  I'm not going to even try to lie.
[47:32.270 --> 47:35.470]  And he was, once I said yes, that cop was like, cool.
[47:35.470 --> 47:41.270]  I got pulled over, leaving a big production grow that I was trimming at for a while.
[47:41.270 --> 47:48.710]  And so like I didn't have anything on me, but I probably had like eight or nine grams
[47:48.710 --> 47:54.390]  of just like marijuana juice, not oil or extract or anything, but like just the pulp from the
[47:54.390 --> 48:00.070]  like family stem, like just in my shoes, just soaked in through the bottom.
[48:00.070 --> 48:04.430]  And I stumped to high heaven because I'd been trimming for like 10 hours.
[48:04.430 --> 48:06.710]  I was, are we in the car?
[48:06.710 --> 48:08.710]  No, but I work in the industry.
[48:08.710 --> 48:09.910]  I've been harvesting all day.
[48:09.910 --> 48:11.870]  I understand that I stink to high heaven.
[48:11.870 --> 48:14.430]  And he was like, well, you're all clear eyed and shit.
[48:14.430 --> 48:17.950]  So let's just see your badge and your driver's license and your other thing.
[48:17.950 --> 48:18.950]  Cool.
[48:18.950 --> 48:19.950]  Let me run your, your car information.
[48:19.950 --> 48:21.630]  You're good to have a nice night.
[48:21.630 --> 48:22.630]  Yep.
[48:23.030 --> 48:26.750]  Just so you know, I can smell you like four cars behind you.
[48:26.750 --> 48:30.350]  I could, I knew someone in front of me was just stinking.
[48:30.350 --> 48:31.350]  It's like, yeah, yeah.
[48:31.350 --> 48:32.350]  Sorry.
[48:32.350 --> 48:35.390]  Like sober as a judge, just working all day.
[48:35.390 --> 48:36.390]  Harvest time.
[48:36.390 --> 48:37.390]  You can really smell that.
[48:37.390 --> 48:39.510]  I don't know, bartender friend who's been pulled over several times.
[48:39.510 --> 48:43.310]  It's like, I swear to God, officer, what you're smelling right now is my socks.
[48:43.310 --> 48:44.310]  I'm sober.
[48:44.310 --> 48:45.990]  I just, I work at a bar.
[48:45.990 --> 48:46.990]  Oh yeah.
[48:46.990 --> 48:48.310]  I used to hate that as a musician.
[48:48.310 --> 48:49.470]  I wouldn't drink.
[48:49.470 --> 48:50.470]  Like I quit drinking.
[48:50.470 --> 48:51.470]  I was, I did drink it for plenty.
[48:51.470 --> 48:52.470]  Don't, don't get me wrong.
[48:53.310 --> 48:56.270]  I didn't drink fucking plenty, but I learned not to be at the club cleaning up or whatever.
[48:56.270 --> 48:59.070]  And somebody had spilled some beer on you or on your equipment or whatever.
[48:59.070 --> 49:01.270]  And you're in the car and it just reeks that beer smell.
[49:01.270 --> 49:04.550]  Maybe you driving home like, fuck, I smell like beer.
[49:04.550 --> 49:05.550]  Terrible.
[49:05.550 --> 49:11.670]  It's, it's a, it's so nice that it was literally the only part of my life where I was way out
[49:11.670 --> 49:13.590]  of whack with legal.
[49:13.590 --> 49:16.110]  I've actually been kicked out of restaurants or denied service.
[49:16.110 --> 49:17.110]  They didn't even kick me out.
[49:17.110 --> 49:22.310]  They're just like, no, why don't you guys go take a shower and come back?
[49:23.150 --> 49:29.070]  I had someone walk up and they went to do the, so table for three and they went, so
[49:29.070 --> 49:30.070]  take out.
[49:30.070 --> 49:31.070]  Yeah.
[49:31.070 --> 49:32.070]  Yeah.
[49:32.070 --> 49:33.310]  Carry out at the skirted Heifer in Colorado Springs.
[49:33.310 --> 49:36.710]  I wasn't going to say the name of a restaurant, but, uh, and like, I don't blame them.
[49:36.710 --> 49:37.970]  The entire trim crew.
[49:37.970 --> 49:41.790]  Like it was, I, the, we were going to dinner, we were trimming and put down the trim to
[49:41.790 --> 49:42.790]  go to dinner.
[49:42.790 --> 49:45.190]  It was four of us that were working at caregiver gross.
[49:45.190 --> 49:50.510]  So we like, we didn't have any of the like protective layering that you wear at a production
[49:50.510 --> 49:51.510]  facility.
[49:51.710 --> 49:54.310]  So we had like trim mashed into our shoes and we'd stuck to our feet.
[49:54.310 --> 49:55.310]  It's at that facility.
[49:55.310 --> 49:59.070]  We pretty much sat around the table just like this in our t-shirts and shorts and trimmed
[49:59.070 --> 50:00.670]  with rubber gloves on.
[50:00.670 --> 50:03.430]  And then we would go smoke at a friend's house.
[50:03.430 --> 50:06.430]  Cause do you know, so we had a friend that lived between the grow and downtown.
[50:06.430 --> 50:08.030]  She's like, we'll stop over there.
[50:08.030 --> 50:09.590]  That's the apartment get wrecked.
[50:09.590 --> 50:12.990]  And then we drove right to the food place and we go, we're like, Hey, we need to, and
[50:12.990 --> 50:14.630]  they're like, no, you guys are going to eat outside.
[50:14.630 --> 50:15.630]  We're like, what?
[50:15.630 --> 50:17.230]  And they're like, no, your table is outside guys.
[50:17.230 --> 50:18.390]  And we're like, oh fuck.
[50:18.390 --> 50:19.910]  It's like four degrees out here.
[50:19.910 --> 50:23.510]  So our high asses all ate outside because they wouldn't let us sit inside the restaurant.
[50:23.510 --> 50:25.470]  But the place was filled with families.
[50:25.470 --> 50:28.430]  Like you could see people looking at us offended.
[50:28.430 --> 50:32.670]  Like I can smell your weed over the burgers in the skirt at Heifer and listeners.
[50:32.670 --> 50:33.750]  Yes, I am a vegetarian.
[50:33.750 --> 50:37.070]  The skirt at Heifer serves a quinoa burger that is marvelous.
[50:37.070 --> 50:38.830]  So don't get me wrong.
[50:38.830 --> 50:43.350]  I don't blame restaurants when like, I don't care what you do for work all day.
[50:43.350 --> 50:48.110]  If you're, if you're funky enough from it to, to funk out a whole restaurant, you probably
[50:48.110 --> 50:50.190]  shouldn't go straight from work to the restaurant and eat.
[50:50.190 --> 50:52.630]  Like, I don't care what you do or why you stink.
[50:52.630 --> 50:55.230]  So I didn't blame them.
[50:55.230 --> 51:00.790]  Some restaurants back in the day when I, I noticed before we had legal cannabis legalization
[51:00.790 --> 51:04.430]  and it was a known thing, I would show up to restaurants with my scuzzy looking friends
[51:04.430 --> 51:06.030]  because I know I'm not the cleanest looking person.
[51:06.030 --> 51:07.510]  I bathe on a regular basis.
[51:07.510 --> 51:08.910]  The reason they call us.
[51:08.910 --> 51:11.710]  Yes, but I do look like Chewbacca's fucking baby cousin.
[51:11.710 --> 51:14.390]  I've got dreadlocks past my ass, almost to my knees.
[51:14.390 --> 51:15.550]  I've got a fuzzy beard.
[51:15.550 --> 51:16.790]  You can hear it.
[51:16.790 --> 51:17.790]  That's my beard.
[51:18.470 --> 51:19.470]  I got a goatee.
[51:19.470 --> 51:20.470]  I got a mustache.
[51:20.470 --> 51:23.590]  I wore a crooked hat and a t-shirt and Dickies and skateboard shoes.
[51:23.590 --> 51:26.190]  And I walk into restaurants and back in the day, and I smell like weed.
[51:26.190 --> 51:27.670]  I just constantly smell like herb.
[51:27.670 --> 51:29.390]  If I'm growing it, smoking it, whatever.
[51:29.390 --> 51:31.030]  I smell like cannabis.
[51:31.030 --> 51:34.630]  I would walk into restaurants and they would kind of roll their eyes and be like, fuck,
[51:34.630 --> 51:36.670]  let's sit these weirdos in a corner.
[51:36.670 --> 51:39.270]  Now that the industry is the way that it is.
[51:39.270 --> 51:44.230]  They know that kids that look like myself and you and Kev bro and whoever else used
[51:44.230 --> 51:48.030]  to roll with me to places, they treat us like fucking rock stars now, bro.
[51:48.030 --> 51:52.190]  When the Grimey Gatsby and I would go to dinner in Colorado Springs, that waitress would be
[51:52.190 --> 51:55.510]  up our butts because they know it's like these are weed industry people and they get paid
[51:55.510 --> 51:56.510]  well.
[51:56.510 --> 51:58.310]  I'm going to be super fucking nice to them.
[51:58.310 --> 52:00.910]  Not that they get paid well.
[52:00.910 --> 52:08.070]  They get paid well now and in the near future, in the very recent past, they worked a job
[52:08.070 --> 52:12.870]  where tips or at least service was a big part of it.
[52:12.870 --> 52:13.870]  Right.
[52:14.510 --> 52:19.230]  And so when we go out to eat now, we understand that the person serving us our food is making
[52:19.230 --> 52:26.190]  less than minimum wage and that if one or two of her tables stiffs or throughout a shift,
[52:26.190 --> 52:28.510]  she's going to have trouble making ends meet.
[52:28.510 --> 52:31.750]  And so if the service is good, we always over tip.
[52:31.750 --> 52:32.750]  Yeah.
[52:32.750 --> 52:33.750]  Yeah.
[52:33.750 --> 52:34.750]  Just as a community, we kind of take care of each other.
[52:34.750 --> 52:40.150]  I can always, when I was doing food service, I could always tell which one of my tables
[52:40.150 --> 52:42.870]  or which customers also worked in the service industry.
[52:42.870 --> 52:46.790]  I've heard every one of my food service friends has said that before.
[52:46.790 --> 52:47.790]  Yep.
[52:47.790 --> 52:48.790]  You can always tell.
[52:48.790 --> 52:52.870]  And you can tell who's like no one in their families worked in the service industry in
[52:52.870 --> 52:54.510]  a couple of generations.
[52:54.510 --> 52:58.590]  You can tell those fuckers too from a mile away.
[52:58.590 --> 53:03.790]  And I mean, it makes a big difference if you're a server to know who to treat a little better.
[53:03.790 --> 53:07.830]  I love it when you take a girl out to dinner and when the dinner's over, she starts gathering
[53:07.830 --> 53:09.510]  plates and sets them at the edge of the table.
[53:09.510 --> 53:13.150]  And you're like, Hey, you're awesome, but you're not at work right now.
[53:13.150 --> 53:14.150]  You can chill out on it.
[53:14.150 --> 53:15.670]  Like, yeah, that's so rad to see.
[53:15.670 --> 53:17.030]  Like you're fucking awesome.
[53:17.030 --> 53:18.030]  Good work.
[53:18.030 --> 53:20.670]  All right, Mike, I don't know how we just ended up on this fucking rant.
[53:20.670 --> 53:21.670]  We're in a random field.
[53:21.670 --> 53:22.670]  This is a fun show.
[53:22.670 --> 53:23.670]  We're just talking about random shit suddenly.
[53:23.670 --> 53:26.390]  Lots of serious and lots of we're high to table.
[53:26.390 --> 53:27.390]  Join us.
[53:27.390 --> 53:28.390]  Yes.
[53:28.390 --> 53:29.790]  I took a couple of notes that I want to make sure to mention.
[53:29.790 --> 53:31.310]  We've got some other bullet points.
[53:31.310 --> 53:32.310]  Let's hit, let's hit them.
[53:32.310 --> 53:34.430]  I'm just going to tease them because we're going to do these in another podcast.
[53:34.430 --> 53:35.430]  We're not even going to hit them.
[53:35.430 --> 53:36.430]  We're going to do a double show.
[53:36.430 --> 53:37.430]  Yeah.
[53:37.430 --> 53:38.430]  I'm going to tease them.
[53:38.430 --> 53:39.430]  These are just coming up.
[53:39.430 --> 53:43.270]  I want to talk about in the future.
[53:43.270 --> 53:45.150]  Somebody you touched on earlier and I wrote it down.
[53:45.150 --> 53:46.150]  Male selection.
[53:46.150 --> 53:48.750]  Somebody sent me an email about male selection and you talked about breeding.
[53:48.750 --> 53:51.310]  We're going to talk about male selection in the very near future.
[53:51.310 --> 53:56.390]  We're going to talk about the difference between lab testing and how the cannabis actually
[53:56.390 --> 53:58.670]  works for you.
[53:58.670 --> 54:02.070]  And that reminds me that I want to give another shout out to my friend, Bo.
[54:02.070 --> 54:04.390]  Bo Nellis at the Spliff podcast.
[54:04.390 --> 54:05.630]  We talk a lot about growing.
[54:05.630 --> 54:08.630]  We talk a lot about cannabis culture.
[54:08.630 --> 54:13.310]  We do it from sort of a dude bro sort of side of things.
[54:13.310 --> 54:14.310]  Sorry we can't help it.
[54:14.310 --> 54:15.310]  No, no.
[54:15.310 --> 54:16.310]  And I'm no, no.
[54:16.310 --> 54:19.470]  And I understand that that is, that's who I am and I, please don't ask me to change.
[54:19.470 --> 54:24.070]  But if you're not into the dude bro culture, dab kid sort of thing that we've got going
[54:24.070 --> 54:30.270]  on here, Bo Nellis has a great podcast called the Spliff podcast and she does it from a
[54:30.270 --> 54:35.590]  much more, um, I described it kind of like as it's learning cannabis from my kindergarten.
[54:36.550 --> 54:41.350]  But she's fucking educated and she is learning more and more as she goes on with the podcast.
[54:41.350 --> 54:48.630]  She will talk much more about specific cannabinoid dosing for specific conditions and she should
[54:48.630 --> 54:54.390]  call some of her episodes 101 ways to use my cannabis because I'm all about dabbing.
[54:54.390 --> 54:55.390]  Excuse me.
[54:55.390 --> 54:56.390]  I'm all about taking dabs.
[54:56.390 --> 54:57.670]  I'm all about smoking some flowers.
[54:57.670 --> 54:59.270]  I like some edibles.
[54:59.270 --> 55:00.950]  Bo doesn't waste a thing.
[55:00.950 --> 55:04.790]  She uses every bit of cannabinoid she can pull out of everything.
[55:04.990 --> 55:05.990]  And I appreciate it.
[55:05.990 --> 55:06.990]  That's just not my style.
[55:06.990 --> 55:12.270]  I know someone locally that, uh, there was the first person I ever met that was juicing
[55:12.270 --> 55:14.030]  raw cannabis.
[55:14.030 --> 55:19.950]  Like when they defoliate, they take all that leaf material and juice it as long as it's
[55:19.950 --> 55:20.950]  not crunchy.
[55:20.950 --> 55:25.510]  Like they toss the crunchy, but when they defoliate and it's the grain, they, they juice
[55:25.510 --> 55:26.950]  all that green leaf material.
[55:26.950 --> 55:29.630]  But she uses the stuff that she's vaporized.
[55:29.630 --> 55:33.150]  She makes a tincture with coconut oil out of that or a topical with coconut oil out
[55:33.150 --> 55:34.150]  of that.
[55:34.510 --> 55:35.510]  She uses a cannabis lotion.
[55:35.510 --> 55:39.430]  Uh, she has been making cannabis products for her cats recently.
[55:39.430 --> 55:43.390]  Like so if you guys want a different perspective on cannabis, uh, if you get tired of hearing
[55:43.390 --> 55:46.870]  our bro culture over here, which I understand some people aren't into being called dude
[55:46.870 --> 55:49.470]  and bro on the list and new podcast all the time, but if you've gotten this far and you
[55:49.470 --> 55:53.590]  must be into us, but if you want some more, a different perspective on cannabis, uh, from
[55:53.590 --> 55:57.870]  a very well-educated professional sounding woman, if you want a woman's perspective on
[55:57.870 --> 56:01.950]  cannabis, I highly recommend listening to the spliff podcast from Bo Nellis.
[56:01.950 --> 56:03.470]  She does not pay me to say that.
[56:03.470 --> 56:04.470]  I fucking appreciate the show.
[56:04.470 --> 56:05.470]  Spell it.
[56:05.470 --> 56:08.990]  Um, all you gotta do is search for, I'm going to open up my iPhone right here cause it's
[56:08.990 --> 56:11.030]  right here on my podcast screen.
[56:11.030 --> 56:13.430]  It is simply, I got to get to the top.
[56:13.430 --> 56:14.430]  I'm scrolling.
[56:14.430 --> 56:16.390]  It is cause it's spliff.
[56:16.390 --> 56:17.390]  The spliff.
[56:17.390 --> 56:18.390]  Yes.
[56:18.390 --> 56:21.390]  And pot, not pod.
[56:21.390 --> 56:22.390]  Right.
[56:22.390 --> 56:26.670]  It took me like a week to find this podcast just cause I was hearing split and pod.
[56:26.670 --> 56:27.670]  Oh, okay.
[56:27.670 --> 56:28.750]  And I thought it was the split podcast.
[56:28.750 --> 56:30.990]  I was like, this isn't a thing.
[56:30.990 --> 56:38.310]  Spliff, S P L I F F the spliff podcast P O T C A S T. And her name is Bo B O H Nellis.
[56:38.310 --> 56:39.310]  And she's a great host.
[56:39.310 --> 56:40.950]  Uh, she's a cool person.
[56:40.950 --> 56:43.030]  Bo, one day I hope we get to take a dab together.
[56:43.030 --> 56:44.030]  That'd be fun.
[56:44.030 --> 56:46.390]  Uh, I'm going to make you take like a half gram dab.
[56:46.390 --> 56:48.030]  Make you choke forever.
[56:48.030 --> 56:49.030]  Cause that's how I do it.
[56:49.030 --> 56:51.510]  But you guys, you would appreciate the show.
[56:51.510 --> 56:53.550]  If you like my show, I feel like you'll like both shows.
[56:53.550 --> 56:56.990]  She is got 63 episodes up right now.
[56:56.990 --> 56:57.990]  Nice.
[56:57.990 --> 57:01.790]  She's got like 30 something episodes in and they're getting better and better as they
[57:01.790 --> 57:02.790]  go.
[57:02.790 --> 57:11.870]  She's really good at recommending, uh, specific dosages of cannabinoids and she's much, uh,
[57:11.870 --> 57:14.510]  she doesn't over consume cannabis the way that I do.
[57:14.510 --> 57:21.310]  So she's much more on the, uh, beginner consumer side, which I, I'm not even bashing anybody.
[57:21.310 --> 57:23.390]  I miss my lower tolerance.
[57:23.390 --> 57:28.590]  I was able to do some really amazing things with some low dose cannabinoid changes.
[57:28.590 --> 57:30.910]  And most of the world is on that spectrum.
[57:30.910 --> 57:32.190]  I'm a little ridiculous.
[57:32.190 --> 57:35.230]  I'm Chewbacca's freaking cousin and I like to over dab.
[57:35.230 --> 57:36.510]  I like to over medicate.
[57:36.510 --> 57:39.350]  Uh, so if you, but that's enough of a shout out for Bo.
[57:39.350 --> 57:40.350]  I support that show.
[57:40.350 --> 57:41.350]  Listen to it.
[57:41.350 --> 57:42.350]  It's fucking great.
[57:42.350 --> 57:43.350]  I like it.
[57:43.350 --> 57:44.350]  So that's something that I wrote down.
[57:44.350 --> 57:50.430]  Um, and then we're going to read an article about particles per million in Colorado concentrates
[57:50.430 --> 57:51.430]  on one of the next episodes.
[57:51.470 --> 57:52.470]  The new PPM rules.
[57:52.470 --> 57:53.470]  Yes.
[57:53.470 --> 57:55.590]  Because I think it's something that needs to be talked about.
[57:55.590 --> 57:57.310]  You got an hour or two to stick around.
[57:57.310 --> 57:59.310]  Uh, I don't, yes.
[57:59.310 --> 58:04.470]  Let me just make sure that I, cause we, we kill our phones to do.
[58:04.470 --> 58:09.710]  We, we really try to dedicate an hour or more to you guys when we record this.
[58:09.710 --> 58:13.230]  Um, and then, and part of that involves killing our phones and I have no idea what time it
[58:13.230 --> 58:14.230]  is.
[58:14.230 --> 58:15.630]  It's 11 20 PM right now.
[58:15.630 --> 58:20.910]  And it is six degrees outside.
[58:21.390 --> 58:24.790]  It's a 50 degree or better swing today, folks.
[58:24.790 --> 58:28.190]  Um, it was nice, but windy when I was outside getting shit done earlier.
[58:28.190 --> 58:29.750]  Yeah, it was a little shitty cold.
[58:29.750 --> 58:32.870]  A little bit crazy when we've like semi flipping windy here.
[58:32.870 --> 58:35.070]  All right, let's put this podcast back on some rails.
[58:35.070 --> 58:36.070]  We've walked onto a field.
