[00:15.680 --> 00:18.200]  Welcome back cannabis community.
[35:29.480 --> 35:31.960]  I don't know if I'll go to the seed to sale show, but let me know next
[35:31.960 --> 35:34.880]  day, the next event you're going to in Denver, and I will try to make it happen.
[35:35.000 --> 35:38.000]  Uh, it's fucking snow and still, so I wouldn't have gone this weekend.
[35:38.040 --> 35:38.640]  Either way.
[35:38.680 --> 35:39.800]  I apologize for that.
[35:40.200 --> 35:43.480]  I hands him email with thank you much love and gratitude, dude.
[35:43.840 --> 35:46.960]  Then he signs his name, Michael Patrick Goss, Michael Patrick Goss.
[35:46.960 --> 35:48.000]  Thank you for a great email.
[35:48.000 --> 35:51.080]  Thank you for contributing to the cannabis industry by trying to create a
[35:51.080 --> 35:54.320]  software that is more user-friendly, make it user-friendly, don't make
[35:54.320 --> 35:55.840]  us have to search for tabs.
[35:56.440 --> 35:58.400]  Um, I am an Apple guy.
[35:59.160 --> 36:02.320]  Make it look more like Apple products than Microsoft products.
[36:02.320 --> 36:03.880]  Microsoft products, piss me off.
[36:04.120 --> 36:07.320]  Apple stuff seems to flow, make it flow like an Apple product.
[36:07.320 --> 36:08.160]  That's my advice.
[36:08.560 --> 36:13.120]  Then he says, PS another op awesome topic to bring up again, the concept of donating
[36:13.120 --> 36:17.760]  $4 and 20 cents to advocates like yourself, organizations, and politicians so that
[36:17.760 --> 36:20.480]  they get the signal loud and clear to legalize it.
[36:20.480 --> 36:25.440]  So you guys, I don't know where this started, but for a few months now, there's
[36:25.440 --> 36:28.040]  been a campaign going amongst cannabis.
[36:28.480 --> 36:31.360]  Uh, I don't, I've never, I don't think I've ever heard of it.
[36:31.360 --> 36:34.720]  I've never, I don't think I've ever said that I'm a cannabis activist, but I guess
[36:34.720 --> 36:36.840]  I am, I'm an advocate, I'm a supporter.
[36:37.120 --> 36:41.240]  I am a voice for cannabis, but something going on amongst us, cannabis supporters
[36:41.240 --> 36:46.960]  and advocates is we are trying to get our supporters to contribute to our, uh, our
[36:46.960 --> 36:47.680]  colleagues.
[36:48.000 --> 36:52.600]  So if there's another podcast out there or another cannabis educator or supporter
[36:52.600 --> 36:55.640]  that you wholeheartedly support, I would appreciate it.
[36:55.640 --> 37:00.760]  If you donate $4 and 20 cents to their Patreon campaign and let them know.
[37:01.360 --> 37:04.240]  Why you're doing it, that you're paying it forward from the grow from your heart
[37:04.240 --> 37:04.400]  pot.
[37:04.400 --> 37:05.160]  You don't even mention me.
[37:05.160 --> 37:05.520]  Fuck it.
[37:05.720 --> 37:09.600]  Just say, Hey, I heard that it would be kind to donate $4 and 20 cents to my
[37:09.600 --> 37:14.720]  favorite cannabis, a speaker, lecture, educator, podcaster, musician, whatever
[37:14.720 --> 37:17.920]  they're doing for cannabis, be it normal, be it a podcast.
[37:18.200 --> 37:20.120]  Maybe it's Mary's motivations podcast.
[37:20.120 --> 37:21.520]  Maybe it's the dude grow show.
[37:21.840 --> 37:25.760]  Just go throw down, throw them a $4 and 20 cent contribution and let them know
[37:25.760 --> 37:29.320]  that it's because you support them and you support the legalization of cannabis.
[37:29.320 --> 37:30.840]  If you want to mention my show, that's cool.
[37:30.840 --> 37:32.920]  I'm not asking you to, I don't need the kickback.
[37:32.920 --> 37:36.640]  I don't need the notice, but I think that if my listeners went through four 20 at
[37:36.640 --> 37:40.280]  another place, that would be helpful because I've been getting a lot of $4 and
[37:40.280 --> 37:41.280]  20 cent contributions.
[37:41.280 --> 37:43.240]  So somebody said something about me somewhere.
[37:43.240 --> 37:44.240]  So I'm paying it forward.
[37:45.000 --> 37:46.080]  So that is a great idea.
[37:46.560 --> 37:50.920]  Uh, donate $4 and 20 cents to somebody that you feel supports cannabis in a
[37:50.920 --> 37:54.480]  positive light, somebody that you support and that you respect.
[37:55.280 --> 37:55.560]  All right.
[37:55.880 --> 37:59.520]  Then he also says P or PPS, is it PSS or PPS?
[37:59.520 --> 38:00.480]  It's post post-script.
[38:00.920 --> 38:01.520]  PPS.
[38:01.880 --> 38:03.920]  I love the meaning of your brand's name.
[38:03.960 --> 38:06.800]  I read genetics after I heard you explain the meaning of it.
[38:06.800 --> 38:10.680]  I think on a throwback Thursday episode, I was sledding in the snow with my son
[38:10.680 --> 38:13.280]  later that day, smiling wide as I observed him.
[38:14.040 --> 38:17.840]  The silence was only interrupted by the welcoming sound of the calm wind flowing
[38:17.840 --> 38:21.880]  over my ears and the crunch of his boots in the snow, the moment felt phenomenal.
[38:21.960 --> 38:25.040]  Perhaps nothing in the universe could have been better.
[38:25.360 --> 38:25.840]  Irie.
[38:26.720 --> 38:27.240]  Absolutely.
[38:27.240 --> 38:28.040]  That is Irie.
[38:28.080 --> 38:30.040]  You can have an Irie moment at any point in the day.
[38:30.200 --> 38:34.520]  The kids always bring an Irie feeling a little bit of weather and some children
[38:34.560 --> 38:36.160]  will put an Irie feeling in your soul.
[38:36.160 --> 38:39.360]  And if you're not sure what Irie is, Irie means a lot of things, but it's a
[38:39.360 --> 38:41.120]  Jamaican word, it's a patch while word.
[38:42.480 --> 38:45.440]  Irie just means feeling as blessed as you could feel.
[38:45.680 --> 38:47.880]  I describe it as maybe you're on there.
[38:47.880 --> 38:50.040]  There used to be, I grew up in California and there was a park.
[38:50.040 --> 38:51.000]  I know the exact park.
[38:51.000 --> 38:51.920]  It was Crothers park.
[38:52.040 --> 38:53.560]  There's a little hill by the playground.
[38:54.120 --> 38:55.480]  It's a tiny hill, but I was a kid.
[38:55.480 --> 38:56.520]  It looked like a big fucking hill.
[38:56.520 --> 38:59.160]  It was a little grassy hill with a tree at the top of it by the playground.
[38:59.720 --> 39:03.000]  I just lay on my back on that hill and just look up into the clouds.
[39:03.200 --> 39:05.160]  Everybody else was doing, I live in a bad neighborhood.
[39:05.160 --> 39:06.520]  You guys have some fucked up area.
[39:06.800 --> 39:09.320]  Everybody else was out doing bad people, crazy kid shit.
[39:09.680 --> 39:13.320]  I was laying on the grass, staring up into the clouds, just feeling this feeling.
[39:14.120 --> 39:15.960]  I was feeling Irie and I didn't even know it.
[39:16.240 --> 39:19.680]  So when I think about Irie, just think about you're sitting on a grassy hill.
[39:19.680 --> 39:20.960]  The grass is nice and cool.
[39:21.080 --> 39:22.120]  It's like a warm day.
[39:22.160 --> 39:22.960]  The grass is cool.
[39:22.960 --> 39:24.440]  So that grass feels good on your butt.
[39:24.440 --> 39:25.400]  It feels good on your legs.
[39:25.400 --> 39:26.120]  It's just chilling.
[39:26.520 --> 39:27.760]  They feel the earth underneath you.
[39:28.040 --> 39:30.920]  It's like not wet, but it's like cold and soft.
[39:30.920 --> 39:32.480]  And you got that cool grass under your butt.
[39:32.840 --> 39:36.360]  Just enough breeze to not piss you off, but just enough to not make it hot.
[39:36.560 --> 39:37.640]  So you can feel some wind.
[39:37.680 --> 39:39.240]  You know that there's nature and wind.
[39:39.600 --> 39:41.480]  There's a dragonfly flying around over there.
[39:42.040 --> 39:45.200]  The sun is hitting you, but from an angle to where it doesn't even make you squint.
[39:45.440 --> 39:45.960]  Just right.
[39:45.960 --> 39:48.320]  The sun feels just, just beautiful.
[39:48.520 --> 39:49.520]  The sun's kind of setting.
[39:50.040 --> 39:51.200]  So you're sitting in the grass.
[39:51.640 --> 39:53.920]  The sun's kind of setting a little bit of wind.
[39:53.920 --> 39:55.200]  The temperature's fucking perfect.
[39:55.200 --> 39:56.600]  The dragonfly flying over there.
[39:56.600 --> 39:58.000]  Maybe you got your dog next to you.
[39:58.440 --> 39:59.520]  It's nice and peaceful.
[39:59.880 --> 40:04.240]  Nothing in your heart's bugging you and everything just feels, ah, that's fucking
[40:04.320 --> 40:04.840]  iry.
[40:05.360 --> 40:06.360]  That is iry.
[40:07.120 --> 40:08.320]  That's the basic iry.
[40:08.720 --> 40:11.240]  You could be at a reggae concert and you could be feeling that vibe.
[40:11.880 --> 40:12.560]  You're iry.
[40:12.880 --> 40:13.800]  You could be in the car.
[40:14.040 --> 40:16.440]  You only got your arms stretched out on the steering wheel and you lean a little
[40:16.440 --> 40:18.360]  bit into the song and your shoulders do that thing.
[40:18.360 --> 40:19.440]  You are feeling iry.
[40:19.800 --> 40:22.480]  When your hips wobble back and forth to the music, you're feeling iry.
[40:22.720 --> 40:24.000]  Iry can be a lot of things.
[40:24.280 --> 40:28.720]  Iry is the most powerful, most blessed, most fucking great feeling you can feel.
[40:29.080 --> 40:29.480]  Iry.
[40:29.840 --> 40:31.840]  So I call my seed company, Iry Genetics.
[40:32.720 --> 40:33.480]  Iry Genetics.
[40:33.480 --> 40:36.120]  When you consume my cannabis, I feel iry.
[40:37.000 --> 40:39.000]  So I'm glad you, I'm glad you enjoy the word iry.
[40:39.000 --> 40:40.480]  I'm glad you appreciate the brand name.
[40:40.880 --> 40:44.600]  And I'm extra glad that you sent me a really long email with two PS's in it.
[40:45.120 --> 40:49.040]  I do apologize that I'm not the tech savvy computer guy that you were hoping for,
[40:49.040 --> 40:52.040]  which seems weird because I run a podcast with all kinds of knobs and buttons here,
[40:52.040 --> 40:53.440]  but they've dumbed this down for us.
[40:53.440 --> 40:57.760]  This is pretty easy at this point, but Michael Patrick Gus, I appreciate you,
[40:57.760 --> 40:57.920]  man.
[40:57.920 --> 41:00.240]  Thanks for trying to make some software for the cannabis industry.
[41:00.240 --> 41:04.000]  I am going to check out your website and then I will have Mike and Greeny check
[41:04.000 --> 41:07.400]  out your website too and see if there's any software there that may help us out
[41:07.400 --> 41:08.920]  at the dispensary or at the grow.
[41:09.120 --> 41:12.760]  And if there's something that helps us, I will talk about that on a future
[41:12.760 --> 41:14.280]  podcast. Ladies and gentlemen,
[41:14.280 --> 41:17.160]  if you'd like to send me an email for me to read it on a future episode,
[41:17.360 --> 41:22.360]  it's really easy. My email address is growfromyourheartathotmail.com.
[41:22.640 --> 41:25.520]  I would love to hear from you. I would love to read your email on a future episode.
[41:25.520 --> 41:27.960]  I'd love to help you out. Ladies and gentlemen,
[41:27.960 --> 41:30.840]  I've been talking for over 40 minutes. My throat is burning out.
[41:30.840 --> 41:34.280]  My voice is getting dry. I am going to start wrapping up this podcast.
[41:34.280 --> 41:36.560]  Before I do that, I want to give some shout outs here.
[41:36.800 --> 41:39.720]  I want to give a huge shout out to Roger S, Brett C,
[41:39.920 --> 41:44.760]  Kloss V and Michael Zartarian. Thank you guys for the love and support.
[41:44.960 --> 41:46.880]  I appreciate each and every one of you.
[41:47.440 --> 41:50.800]  I have a big stack of emails I need to get through and I've got a bunch more
[41:50.800 --> 41:52.320]  content that I'd like to share with you guys.
[41:52.400 --> 41:55.760]  So I look forward to everybody joining me on the next Monday episode.
[41:55.760 --> 41:58.520]  Just a reminder, I do not know what's going to happen on Thursday.
[41:58.680 --> 42:00.960]  If another episode doesn't come out, don't freak out.
[42:01.040 --> 42:04.200]  Everything is going to be just fine. We'll figure something out real soon.
[42:04.480 --> 42:06.080]  We'll get it going on. I love you guys.
[42:06.240 --> 42:09.040]  I thank you guys for listening to the podcast. Thanks again for all the support,
[42:09.040 --> 42:12.640]  all the interaction, all the messages, emails, all the Instagram love.
[42:12.840 --> 42:13.760]  It means a lot to me.
[42:14.520 --> 42:16.720]  This year has been off to a great start with podcasting,
[42:16.720 --> 42:19.560]  with social media, with my companies. Everything is going great.
[42:19.560 --> 42:23.160]  So big shout out to everybody for supporting me. Who's had my back. Thank you.
[42:23.160 --> 42:26.960]  I fucking see it. It's not going unnoticed. All right, ladies and gentlemen,
[42:26.960 --> 42:29.160]  I would appreciate it. If you follow me on all of the social media,
[42:29.160 --> 42:32.560]  check me out on Facebook, simply search for the grow from your heart podcast.
[42:32.560 --> 42:36.040]  Find me on Instagram. It's Irie underscore genetics. We talked about that.
[42:36.040 --> 42:38.520]  You can find me on the Twitter. You can send me some tweets.
[42:38.520 --> 42:40.280]  It's at GFYH podcast.
[42:40.480 --> 42:42.960]  If you've got something to say and you're not into all the social media,
[42:43.120 --> 42:46.360]  simply send me an email. It's growfromyourheartathotmail.com.
[42:46.360 --> 42:49.200]  I would love to hear what you've got to say. Like I said earlier,
[42:49.600 --> 42:52.680]  I've got some old episodes up on YouTube and I am working on catching up.
[42:52.680 --> 42:54.760]  You guys, it takes fucking ever to get those videos up there.
[42:54.760 --> 42:56.480]  It takes it like three hours to load a video.
[42:56.640 --> 42:58.880]  I can't do anything else with my computer while that's happening.
[42:59.280 --> 43:02.200]  So that can only happen when I don't need my computer and I've got time to set
[43:02.200 --> 43:04.000]  it up. Usually before I go to work in the morning,
[43:04.040 --> 43:06.800]  I'll set it up to load up a video and then I'll take off and come home and the
[43:06.800 --> 43:09.440]  video will be loaded. But anyway, YouTube videos are coming.
[43:09.520 --> 43:13.000]  I reminded you about Patreon. I would truly appreciate your Patreon support.
[43:13.400 --> 43:15.440]  If you feel like this podcast was worth a couple of bucks,
[43:15.560 --> 43:18.480]  simply go to patreon.com slash grow from your heart.
[43:18.720 --> 43:22.480]  Figure out how to sign up to become a contributor to the podcast.
[43:22.600 --> 43:26.840]  I would appreciate your love and support. If you cannot contribute to Patreon,
[43:26.840 --> 43:29.480]  do not feel bad. Keep listening to the podcast.
[43:29.680 --> 43:31.320]  I still love you just like everybody else.
[43:31.320 --> 43:33.720]  There are a few people out there that are able to contribute.
[43:34.040 --> 43:37.120]  They will cover everybody. Don't worry. Thanks to those folks.
[43:37.240 --> 43:38.400]  Thanks to everybody that listens.
[43:38.400 --> 43:40.840]  If you'd like to show some support without contributing to Patreon,
[43:41.040 --> 43:44.520]  simply go to iTunes, leave me an iTunes rating and an iTunes review.
[43:45.040 --> 43:47.160]  If anything else, just send me an email that says, Hey dude,
[43:47.320 --> 43:51.400]  great fucking show or just keep listening. And I still love you either way.
[43:51.840 --> 43:54.240]  Just do your best to support cannabis in a positive light.
[43:54.400 --> 43:57.880]  Don't be an embarrassing pothead and don't spread false information.
[43:57.880 --> 44:01.480]  And if you see somebody doing something stupid with cannabis in public or in
[44:01.480 --> 44:04.840]  private, point it out to them. Correct that shit. If you're that kind of person,
[44:05.320 --> 44:08.960]  let's make cannabis a mainstream thing that nobody is afraid of anymore.
[44:09.960 --> 44:12.760]  Together. I need your help. All right, you guys,
[44:12.920 --> 44:16.040]  I want to thank everybody for listening to episode 287 of the grow from your
[44:16.200 --> 44:17.680]  heart podcast. It's been a great adventure.
[44:17.800 --> 44:19.560]  I'll be back Monday with brand new content.
[44:20.160 --> 44:23.160]  I want to give a huge shout out to my boy firm deli and until next time,
[44:23.200 --> 44:25.640]  take a fat dab and give your mom a hug for me.
[45:05.280 --> 45:06.600]  He can sound
[45:11.480 --> 45:12.800]  trying to keep her out of sight.
[45:24.720 --> 45:28.240]  I can't find nothing wrong with being friends.
[45:28.240 --> 45:29.760]  Cause sometimes
[45:36.280 --> 45:37.280]  nothing wrong with
[45:42.080 --> 45:42.920]  something wrong with her.
