[00:00.190 --> 00:14.200]  Welcome back podcast world.
[31:27.480 --> 31:29.600]  I was like, you really don't want to warrant to my car.
[31:29.640 --> 31:32.200]  I'll tell you about it and watch you hang up on me.
[31:32.760 --> 31:33.840]  That got me off their list.
[31:33.840 --> 31:34.400]  Quick.
[31:34.760 --> 31:41.960]  I worked at a telemarketing firm for a summer and they gave me Jedi training.
[31:42.240 --> 31:44.560]  Like that's behind a microphone.
[31:44.560 --> 31:45.120]  That's part of it.
[31:45.120 --> 31:47.120]  Also a stage presence and just so much time doing it.
[31:47.120 --> 31:48.360]  I was a musician for a long time.
[31:48.680 --> 31:51.320]  Uh, not the front man, but I was on the stage singing or playing the drums.
[31:51.320 --> 31:52.000]  I was never singing.
[31:52.200 --> 31:52.920]  It's playing the drums.
[31:53.280 --> 31:54.320]  I was just on stage.
[31:54.320 --> 31:57.120]  People are looking at you and that fucking, and then I worked, I've worked
[31:57.120 --> 32:01.640]  in the retail, uh, but, uh, yeah, I've totally lost my train of thought.
[32:01.640 --> 32:02.520]  So jump in with something.
[32:04.200 --> 32:04.480]  Yeah.
[32:04.480 --> 32:07.280]  You get a, you get comfortable in front of a camera in front of
[32:07.280 --> 32:08.880]  talking, doing retail Jesus.
[32:09.960 --> 32:10.320]  Yeah.
[32:11.120 --> 32:11.320]  Yeah.
[32:11.360 --> 32:13.480]  I just want to come in and buy some shit and you got to deal with them.
[32:13.560 --> 32:14.360]  What the fuck was I saying?
[32:14.360 --> 32:15.480]  Mike put me back on track.
[32:15.920 --> 32:16.720]  I don't even remember.
[32:16.720 --> 32:18.520]  This is a high ass Ramblecast man.
[32:18.520 --> 32:20.160]  That was the last two rips on my pen.
[32:20.160 --> 32:21.280]  Got me space coasting.
[32:21.760 --> 32:23.040]  Social places.
[32:23.080 --> 32:23.520]  Yep.
[32:24.240 --> 32:26.640]  Uh, my social places, dads, hoodies.
[32:26.960 --> 32:28.000]  Yeah, we lost it.
[32:28.080 --> 32:29.520]  And fucking shit, chat COVID.
[32:30.240 --> 32:30.640]  COVID.
[32:30.640 --> 32:31.720]  I sound like Mark Norman.
[32:31.760 --> 32:35.640]  Can you, uh, are you having trouble telling the length of time that has
[32:35.640 --> 32:39.200]  passed, like, when you think back of stuff that happened, can you tell if
[32:39.200 --> 32:41.400]  it was in March or if it was in August?
[32:41.720 --> 32:43.840]  Um, I checked in with you.
[32:43.840 --> 32:45.080]  I was like, bro, am I going crazy?
[32:45.080 --> 32:49.000]  Because this sweater thing that I bought this fucking, it's all wool.
[32:49.160 --> 32:51.040]  It's fucking for a complete warm season.
[32:51.120 --> 32:52.120]  I'm nice and warm.
[32:52.120 --> 32:53.160]  It's, I don't have the heater on.
[32:53.440 --> 32:54.840]  Uh, I'm warm because of this fucking thing.
[32:54.840 --> 32:55.800]  I bought this in like March.
[32:55.800 --> 32:59.160]  Cause I couldn't tell what season or month it was anymore.
[32:59.160 --> 33:00.520]  We got ripped off for a summer.
[33:00.800 --> 33:01.880]  I was like, well, we don't get to go out.
[33:01.880 --> 33:02.640]  It's not summer.
[33:02.760 --> 33:05.840]  I feel like in the summer I go to a concert and a comedy show every fucking
[33:05.840 --> 33:08.720]  weekend, that's how I roll comedy show, concert, comedy, concert.
[33:09.040 --> 33:09.720]  Didn't do that.
[33:09.800 --> 33:14.080]  Thought it was fall because of that found myself buying pants and sweaters and
[33:14.080 --> 33:16.320]  things online when I was doing online shopping.
[33:16.560 --> 33:19.600]  So now that the winter's here, I've got a whole new fucking fall winter out.
[33:20.880 --> 33:21.040]  Yeah.
[33:21.040 --> 33:23.400]  Because I was just like, you're saying I didn't know what the fuck
[33:23.400 --> 33:24.960]  season or time of year it was.
[33:25.400 --> 33:30.320]  And now that it's, uh, dark so early, I really have no concept of fucking time.
[33:30.640 --> 33:33.080]  Like I woke up at six 30 in the morning and looked at my phone.
[33:33.320 --> 33:35.960]  I looked at the clock and it said six 30 and I looked at the sky and I was like,
[33:36.040 --> 33:39.880]  am or PM dude, like I'm not even like, yeah.
[33:40.480 --> 33:40.680]  Yeah.
[33:40.680 --> 33:46.720]  It's, I had somebody asking me, um, it was basic stuff about like how long my
[33:46.720 --> 33:51.000]  kids been back in school and I was completely unable to give them an
[33:51.000 --> 33:55.680]  accurate, like it's been six weeks, it's been two months, it's been nine months.
[33:55.720 --> 33:58.520]  Like just no concept of time anymore.
[33:59.320 --> 34:02.160]  I would base my time off of events that happened.
[34:02.160 --> 34:05.640]  Like, well, it had to be in March because we saw Bobby Lee.
[34:05.840 --> 34:09.560]  It had to be in right on the way home from the Brennan Schaub comedy show,
[34:09.560 --> 34:10.720]  or it was between these two.
[34:11.120 --> 34:15.520]  Like, but none of that, man, none of that.
[34:15.520 --> 34:20.440]  And, uh, we're gearing up for the holidays and talking about like, well,
[34:21.120 --> 34:23.680]  we only want to have one or two people at a time.
[34:23.680 --> 34:27.360]  So we're going to do this and that person gets to come for this one, but not that one,
[34:27.360 --> 34:27.640]  man.
[34:28.440 --> 34:30.080]  Did the, it's going to be interesting window.
[34:30.080 --> 34:30.880]  That's for damn sure.
[34:31.280 --> 34:31.600]  Yeah.
[34:31.760 --> 34:33.440]  Uh, lots of podcasting.
[34:33.520 --> 34:34.000]  Stay tuned.
[34:34.000 --> 34:34.720]  Be prepared for some.
[34:35.960 --> 34:36.320]  Yep.
[34:36.360 --> 34:37.840]  More content coming at you.
[34:37.960 --> 34:39.240]  The one I'll be rebel cast.
[34:39.240 --> 34:41.600]  We did have a couple of good emails selected for this show.
[34:41.600 --> 34:42.600]  We'll do those next show.
[34:42.840 --> 34:44.680]  Those are definitely going to come up in another episode.
[34:44.680 --> 34:47.760]  They may have already happened in the episode before this, just because of the
[34:47.760 --> 34:49.840]  magic of the way that podcasting and editing.
[34:50.400 --> 34:52.240]  Different good emails for the next one.
[34:52.720 --> 34:53.760]  If that's how she go.
[34:54.120 --> 34:57.760]  We picked a couple, but I think we had so much fun just hanging out that we, uh, may
[34:57.760 --> 34:59.440]  have forgotten that there was a job to do.
[34:59.440 --> 35:00.800]  Mike, we had too much fun in the break.
[35:00.800 --> 35:01.440]  That's all right.
[35:02.320 --> 35:03.400]  Though we did the job.
[35:03.400 --> 35:05.360]  We, we, we chatted.
[35:07.560 --> 35:09.000]  We came, they saw, we went.
[35:10.040 --> 35:12.480]  Yeah, it's a, it's a COVID cast.
[35:12.480 --> 35:12.800]  Yeah.
[35:12.840 --> 35:14.080]  We're, uh, we're here.
[35:14.920 --> 35:15.560]  We're baked.
[35:16.880 --> 35:18.160]  Uh, ask us questions.
[35:18.400 --> 35:19.400]  Speaking of baked, bro.
[35:19.400 --> 35:22.080]  Let's wrap up this podcast and take some freaking dabs.
[35:22.080 --> 35:23.200]  How does that sound?
[35:23.760 --> 35:24.680]  I like that idea.
[35:25.160 --> 35:25.440]  All right.
[35:25.440 --> 35:25.920]  Podcast.
[35:25.920 --> 35:26.880]  I like that idea.
[35:26.960 --> 35:29.640]  Um, yeah, reach out to us, ask us questions.
[35:30.560 --> 35:32.040]  How can they get ahold of you, Jeff?
[35:32.200 --> 35:34.320]  If I wanted to send you an email, how would I go?
[35:34.320 --> 35:34.960]  It's about it.
[35:35.280 --> 35:39.480]  Uh, the best way to do it would be to send me an email at, uh, grow from your
[35:39.480 --> 35:42.160]  heart at hotmail.com that'll get to me.
[35:42.160 --> 35:45.920]  Mike, do you have a preferred method so that, uh, if this message garnishes,
[35:45.920 --> 35:50.160]  garners, garnishes, renders any fucking emails?
[35:50.720 --> 35:55.480]  Um, you can hit me up at, uh, at Nemo punk 15 on Twitter or Pueblo for
[35:55.480 --> 35:57.560]  sensible cannabis laws on Facebook.
[35:58.200 --> 36:02.440]  Um, you could also just send an email to the grow from your heart podcast email
[36:02.440 --> 36:04.520]  and put forward to white Mike at the top.
[36:05.000 --> 36:05.360]  There you go.
[36:05.360 --> 36:07.200]  Jeff, do some clerical work.
[36:07.640 --> 36:09.240]  I was going to say, don't give them just the Twitter.
[36:09.240 --> 36:11.800]  Cause they may want to cuss you out in more than 140.
[36:12.280 --> 36:13.800]  That's what the DMS are for.
[36:14.240 --> 36:17.800]  So you can send your hand mail to my DMS and I won't look at it there either.
[36:19.800 --> 36:23.080]  Our Patrion's patreon.com forward slash grow from your heart.
[36:23.080 --> 36:25.400]  Patreon.com forward slash white Mike.
[36:25.600 --> 36:26.240]  Help us both.
[36:26.760 --> 36:29.040]  Again, if you can only do one this month, do white Mike.
[36:29.240 --> 36:31.800]  Uh, when the fresh year starts, come back, hang out with Rasta, Jeff.
[36:32.280 --> 36:34.400]  Uh, don't forget to check us out on YouTube.
[36:34.400 --> 36:37.360]  Go to the YouTube channel, search for the grow from your heart podcast.
[36:37.480 --> 36:39.240]  Click subscribe, click on that little bell.
[36:39.240 --> 36:40.240]  What that little bell does.
[36:40.240 --> 36:43.360]  Every time I put out a new episode, you will get a notification in the
[36:43.440 --> 36:43.960]  future.
[36:44.320 --> 36:47.360]  Uh, there may be some bonus surprise episodes that don't come
[36:47.360 --> 36:48.560]  out on the regular schedule.
[36:48.800 --> 36:49.560]  Don't miss them.
[36:49.800 --> 36:50.960]  Hit that notification button.
[36:51.080 --> 36:52.880]  You will get the notification y'all.
[36:52.880 --> 36:54.320]  And don't forget to check out my new website.
[36:54.320 --> 36:54.840]  I'm proud of it.
[36:54.840 --> 36:55.400]  I'm excited.
[36:55.400 --> 36:56.280]  I want you to join it.
[36:56.600 --> 36:57.240]  Uh, go check it out.
[36:57.240 --> 36:57.920]  There's nothing to join.
[36:57.920 --> 36:58.920]  I just want you to go look at it.
[37:00.520 --> 37:01.120]  Dot com.
[37:01.120 --> 37:02.320]  There's a link to buy seeds.
[37:02.320 --> 37:03.960]  A lot of people say, how do we get your seeds?
[37:04.240 --> 37:04.920]  Links are on there.
[37:04.920 --> 37:06.000]  All the vendors are there.
[37:06.160 --> 37:09.560]  There's a link to the Patreon, a link to the podcast, a link to all of the shirts.
[37:09.560 --> 37:10.600]  There are more shirts coming.
[37:10.600 --> 37:11.920]  I got three designs up now.
[37:12.120 --> 37:13.400]  More shirts in the works.
[37:13.400 --> 37:14.080]  Does that rhyme?
[37:14.160 --> 37:14.880]  It's happening.
[37:15.160 --> 37:15.680]  I'm rapping.
[37:15.680 --> 37:17.160]  Merch is amazing.
[37:17.160 --> 37:19.200]  Y'all you need to check it out if you haven't already.
[37:19.520 --> 37:20.000]  Thank you, bro.
[37:20.040 --> 37:22.120]  Uh, you got to come by and pick up your shirts.
[37:22.120 --> 37:23.400]  Cause yep.
[37:23.640 --> 37:24.760]  I placed an order.
[37:24.760 --> 37:26.160]  You should too.
[37:26.680 --> 37:27.040]  Yeah.
[37:27.080 --> 37:29.120]  All the cool kids are doing it, man.
[37:29.760 --> 37:30.440]  They are.
[37:30.600 --> 37:31.520]  I think that's all we've got, Mike.
[37:31.520 --> 37:34.040]  Let's wrap this up before we get too rambly again, because we can dig
[37:34.040 --> 37:35.840]  ourselves into a big old hole and never shut up.
[37:35.840 --> 37:36.640]  We are good at that.
[37:36.800 --> 37:37.880]  Thank you for hanging out, bro.
[37:38.480 --> 37:40.800]  If you're a listener, that's like, no dig.
[37:40.920 --> 37:41.840]  I want to hear from you.
[37:41.840 --> 37:42.400]  Reach out.
[37:43.680 --> 37:43.880]  Yeah.
[37:43.880 --> 37:45.120]  We'll, we'll just do more episodes.
[37:45.120 --> 37:46.200]  They're going to get more content.
[37:46.200 --> 37:48.800]  Maybe not today, but in the very near future, they will.
[37:48.800 --> 37:50.040]  Very near future folks.
[37:50.040 --> 37:50.840]  We're not going anywhere.
[37:51.720 --> 37:53.800]  Um, yeah, it's too cold to go anywhere, bro.
[37:53.800 --> 37:56.760]  We're too fucking cold and it's COVID-y.
[37:57.920 --> 37:58.080]  All right.
[37:58.080 --> 38:00.240]  I got to wrap this up before this song ends.
[38:00.360 --> 38:01.960]  So, uh, dude, thank you for hanging out.
[38:01.960 --> 38:03.440]  Let's hang out and take some dabs after this.
[38:03.680 --> 38:04.440]  Everybody else.
[38:04.440 --> 38:06.880]  I'll see you in just a couple of days with fresh new content.
[38:07.120 --> 38:09.280]  Let's give a giant shout out to my friend, the Canna Crat.
[38:09.280 --> 38:13.200]  And until next time, take a fat dab and give your mom a hug for me.
