[00:00.320 --> 00:13.860]  Here we go.
[36:10.140 --> 36:13.100]  We need to control the aroma and odors of our grows.
[36:13.100 --> 36:17.420]  If you're in a non-legal state, that aroma will be enough to get you in trouble.
[36:17.420 --> 36:19.820]  Have enough carbon filtration.
[36:19.820 --> 36:21.660]  Have a carbon filter in the grow.
[36:21.660 --> 36:24.300]  If you're extracting air, make sure that that air is filtered.
[36:24.300 --> 36:27.180]  Something you can do is just set up a carbon filter and a blower
[36:27.180 --> 36:29.100]  and just have it blow in the room.
[36:29.100 --> 36:31.420]  You're just filtering the air, taking out the aroma.
[36:31.440 --> 36:35.040]  It's also sucking up any dust, anything that might be floating around,
[36:35.040 --> 36:37.840]  just keeping the air clean while sucking out some aroma,
[36:37.840 --> 36:39.280]  keeping you a little bit safe.
[36:39.280 --> 36:43.600]  Also, right by the front door in any entrances and exits of your house,
[36:43.600 --> 36:45.280]  maybe have a little air freshener.
[36:45.280 --> 36:48.080]  I like to keep the cans of, I can't think of what it's called,
[36:48.080 --> 36:49.360]  it's a can of ozone.
[36:49.360 --> 36:50.400]  I can't think of what it's called right now.
[36:50.400 --> 36:52.000]  Ona gel, that is what it's called.
[36:52.000 --> 36:55.280]  I keep the jars of Ona gel near the doors.
[36:55.280 --> 36:56.800]  It's just a jar with a lid.
[36:56.800 --> 36:58.080]  You can unscrew the lid.
[36:58.080 --> 36:59.040]  I don't unscrew the lid.
[36:59.060 --> 37:01.940]  I honestly get a drill and I drill six or eight holes in the top of the lid.
[37:01.940 --> 37:02.900]  It keeps my Ona gel.
[37:03.460 --> 37:04.740]  The gel has to stay moist.
[37:04.740 --> 37:07.460]  Once it dries, it stops making air or aroma.
[37:07.460 --> 37:08.980]  So just drill holes in there.
[37:08.980 --> 37:10.340]  Keep the Ona gel jar.
[37:10.340 --> 37:13.060]  I just put it behind a picture right by the door so that when you come in the house,
[37:13.060 --> 37:15.220]  you look at the picture of my daughter, you go, your daughter is beautiful.
[37:15.220 --> 37:17.940]  You don't even know there's a fucking Ona jar hidden behind there.
[37:17.940 --> 37:19.540]  You smell it, you go, it smells great in your house.
[37:19.540 --> 37:22.020]  And I'm like, ah, you see my kid, you smell my aroma,
[37:22.020 --> 37:23.140]  you think I'm a good person.
[37:23.140 --> 37:25.140]  You don't even know there's a bunch of fucking plants in the house.
[37:25.140 --> 37:26.020]  It works really well.
[37:26.040 --> 37:30.760]  So cover your aroma, Ona gels, maybe some ozium spray.
[37:30.760 --> 37:33.480]  Don't use the thing that sprays every fucking 20 minutes.
[37:33.480 --> 37:35.080]  That's obvious that you're hiding something.
[37:35.800 --> 37:38.360]  But carbon filters, Ona gels, those will help you out.
[37:39.240 --> 37:42.040]  Another thing I see people make mistakes is timers.
[37:42.040 --> 37:45.640]  They cannot handle the load which we are assigning to these timers.
[37:45.640 --> 37:49.320]  We plug the timer into the wall, then we plug a thousand watt light into that timer.
[37:49.320 --> 37:51.960]  Sometimes we plug 2000 watt lights into that timer.
[37:51.960 --> 37:55.560]  And we expect that timer to turn off and on every day as it's supposed to do.
[37:55.580 --> 37:59.180]  But what we didn't think about is we're running 2000 watt lights
[37:59.180 --> 38:01.740]  on this one shitty timer and it's going to melt.
[38:01.740 --> 38:03.500]  It may not have the capacity.
[38:03.500 --> 38:06.940]  So make sure that the timers you buy are strong enough to run
[38:06.940 --> 38:09.420]  the amount of electricity you are pushing through them.
[38:09.420 --> 38:11.020]  Electricity can be very dangerous.
[38:11.020 --> 38:13.180]  I've talked about this recently in this episode.
[38:13.180 --> 38:15.340]  Let's not be the person burning down the house
[38:15.340 --> 38:18.300]  by drawing too much electricity through one receptacle.
[38:18.300 --> 38:21.660]  If you feel like your equipment, if the plug-in at the wall is getting hot,
[38:21.660 --> 38:24.780]  if your timer is getting hot, if your extension cord is getting hot,
[38:24.800 --> 38:26.880]  it's not thick enough, strong enough.
[38:26.880 --> 38:30.880]  You need a bigger, more powerful, heavier duty timer and extension cord.
[38:30.880 --> 38:32.160]  I don't like extension cords.
[38:32.160 --> 38:33.600]  That's going to be the next one.
[38:33.600 --> 38:35.520]  No shitty extension cords.
[38:35.520 --> 38:39.600]  It's got to be the big, thick, insulated extension cord or get the fuck out.
[38:39.600 --> 38:42.560]  If you bring in that little, the one that you're going to use to plug in the printer
[38:42.560 --> 38:45.600]  or the extension cord for your phone, don't put that in my grow.
[38:45.600 --> 38:47.120]  No, not qualified.
[38:47.120 --> 38:50.480]  All of the extension cords have to be quality extension cords,
[38:50.480 --> 38:51.840]  the good thick kind.
[38:51.860 --> 38:54.260]  And always, like we talked about earlier,
[38:54.260 --> 38:56.420]  keep your electricity up off the ground.
[38:56.420 --> 38:58.100]  Don't have a bunch of cords on the ground.
[38:58.100 --> 39:00.500]  Don't have a bunch of extension cords down on the floor.
[39:00.500 --> 39:03.380]  Keep your electricity up high to where if there is water on the floor,
[39:03.380 --> 39:06.020]  you don't have any interaction between the electric and the water.
[39:06.020 --> 39:07.780]  The water is going to go straight to the floor.
[39:07.780 --> 39:12.020]  Keep that electricity up high, three feet off the ground or higher is ideal.
[39:12.020 --> 39:17.060]  So no shitty extension cords and be very careful with your cords, your cables.
[39:17.060 --> 39:19.060]  Think about, be mindful, don't trip over them.
[39:19.060 --> 39:19.940]  Don't get them wet.
[39:19.960 --> 39:22.120]  Don't have them in places where they're going to cause problems.
[39:22.120 --> 39:23.720]  Set yourself up for success.
[39:24.360 --> 39:29.000]  Another thing you really need to think about and have prepared in a grow is a first aid kit.
[39:29.000 --> 39:31.880]  I don't want you to have to use it, but I hope that it is there.
[39:31.880 --> 39:35.000]  I talked earlier about a friend getting pH down on his eye,
[39:35.000 --> 39:38.520]  wiped or on his finger, wiped his eye, pH down in his eye.
[39:38.520 --> 39:40.120]  Now he's got to call 911.
[39:40.120 --> 39:41.640]  That is a terrible situation.
[39:41.640 --> 39:45.720]  He had to walk up the grow and scramble up to the top of the stairs and get outside of his house
[39:45.720 --> 39:48.360]  before anybody showed up so he didn't get himself in trouble.
[39:48.380 --> 39:50.780]  Have a first aid kit on hand is what I'm getting at.
[39:50.780 --> 39:55.500]  If something does go wrong, you would much rather have a first aid kit to take care of yourself
[39:55.500 --> 39:58.700]  than have to scramble around and find all the shit to handle yourself.
[39:58.700 --> 40:00.940]  If you cut yourself, you're going to need some gauze.
[40:00.940 --> 40:02.060]  You may need some band-aids.
[40:02.060 --> 40:04.380]  You may need some peroxide to clean yourself out.
[40:04.380 --> 40:06.380]  Maybe a couple of butterfly band-aids.
[40:06.380 --> 40:07.580]  Think about that sort of stuff.
[40:07.580 --> 40:09.020]  Maybe a little bit of burn cream.
[40:09.820 --> 40:12.060]  Maybe you're just a clumsy person.
[40:12.060 --> 40:13.580]  Maybe you were always hurting yourself.
[40:14.220 --> 40:15.580]  Know what you do to yourself.
[40:15.600 --> 40:19.040]  We know as guys, I know that I like to cut my fingers a lot doing dumb shit,
[40:19.040 --> 40:20.400]  trying to pry something open.
[40:20.400 --> 40:22.880]  These regions of our hands, they get cut up a lot.
[40:22.880 --> 40:23.920]  Be prepared for that shit.
[40:23.920 --> 40:25.120]  Have some band-aids.
[40:25.120 --> 40:26.480]  Have something to clean that.
[40:26.480 --> 40:28.000]  Have some of those butterflies around.
[40:28.560 --> 40:30.320]  Multiple sizes of band-aids.
[40:30.320 --> 40:31.760]  Also, eye wash.
[40:32.560 --> 40:34.240]  Many people overlook eye wash.
[40:34.240 --> 40:39.760]  You can buy a bottle of eye wash from Uline is the place where we get them.
[40:39.760 --> 40:41.200]  Get the bottles of eye wash.
[40:41.200 --> 40:44.160]  And if you do get a pesticide in your eye, if you get something in your eyes,
[40:44.180 --> 40:45.140]  grab that bottle.
[40:45.140 --> 40:46.260]  It's got a little spout on it.
[40:46.260 --> 40:49.380]  All you got to do is take off the cap and squeeze it right into your eyes.
[40:49.380 --> 40:52.100]  It will rinse your eyes out, help you out quite a bit.
[40:52.100 --> 40:53.300]  Then you can get more help.
[40:53.300 --> 40:55.220]  But have that eye wash around.
[40:55.220 --> 40:59.220]  In a commercial environment, we're required to have an eye wash within,
[40:59.220 --> 41:00.740]  I don't remember the exact amount of feet right now.
[41:00.740 --> 41:01.380]  I shouldn't admit that.
[41:01.380 --> 41:02.580]  I have to read the rules again.
[41:02.580 --> 41:06.420]  But most of the time, if you're applying a pesticide, you need eye wash within reach.
[41:06.420 --> 41:09.940]  So we tell the guys to carry a bottle of water or the little eye wash bottle
[41:09.940 --> 41:12.260]  on their person while applying a pesticide.
[41:12.280 --> 41:15.400]  So that if you fuck up, if the fan blows the pesticide into your eyes,
[41:15.400 --> 41:17.720]  you can just reach into your pocket, rinse your eyes off right there.
[41:17.720 --> 41:20.840]  You don't have to go too far because you are blinded with shit in your eye.
[41:20.840 --> 41:23.240]  You may not be able to find your way out of the grow room.
[41:23.240 --> 41:25.800]  So have eye wash available.
[41:25.800 --> 41:29.240]  Also, I talked about my friend who had to use Siri.
[41:29.240 --> 41:31.080]  I'm making sure Siri doesn't fire up again.
[41:31.080 --> 41:32.600]  It did turn her off.
[41:32.600 --> 41:37.080]  I have a friend who had to use Siri to call 911 to get himself medical help when he got
[41:37.080 --> 41:38.520]  pH down in his eye.
[41:38.520 --> 41:40.040]  Here is a better option.
[41:40.060 --> 41:43.100]  Have an emergency contact plan.
[41:43.100 --> 41:45.580]  Who are you going to call if something goes wrong in your grow?
[41:45.580 --> 41:46.860]  I know who I'm going to call.
[41:46.860 --> 41:51.100]  So I put that person in my phone and I've got their name in my phone to where all I
[41:51.100 --> 41:55.100]  have to do is say, hey, call this person and Siri will dial that person's number.
[41:55.100 --> 41:56.300]  I don't have to use my fingers.
[41:56.300 --> 41:57.500]  I don't have to use my sight.
[41:57.500 --> 42:01.020]  I can do it just with my voice if I unlock my phone with my thumb.
[42:01.020 --> 42:04.140]  So have some sort of a plan if shit does go wrong.
[42:04.140 --> 42:05.100]  Who are you going to call?
[42:05.100 --> 42:07.660]  The Ghostbusters aren't going to be there to help you with your grow.
[42:07.660 --> 42:09.660]  Have an emergency contact in mind.
[42:09.680 --> 42:13.040]  Have their phone number planned in your phone, programmed into your phone.
[42:13.040 --> 42:15.280]  Also, what's your excuse?
[42:15.280 --> 42:18.160]  If you got to go to the doctor, if you got to go to the hospital because you cut yourself
[42:18.160 --> 42:22.240]  in the grow room or because you got something in your eye, what is your excuse?
[42:22.240 --> 42:25.680]  A lot of us can't go to the hospital and say, I was growing weed and I cut myself.
[42:25.680 --> 42:26.400]  They're going to go, sweet.
[42:26.400 --> 42:29.440]  We're sending the fucking cops to your house right now and we're going to keep you here
[42:29.440 --> 42:30.080]  while they're over there.
[42:30.080 --> 42:32.080]  And then as soon as you get done, we're going to arrest you.
[42:32.080 --> 42:32.880]  Have a plan.
[42:32.880 --> 42:33.760]  Have an alibi.
[42:33.760 --> 42:34.640]  Have an excuse.
[42:34.640 --> 42:35.600]  Know what you're going to say.
[42:36.580 --> 42:40.580]  Then here's the worst part that you can think of, but it's the last thing on my list.
[42:41.540 --> 42:44.900]  How about some bail money and a lawyer on retainer?
[42:44.900 --> 42:48.180]  If you were getting into the grow game and you've got a couple of harvests under your
[42:48.180 --> 42:51.060]  belt and you're starting to make a name for yourself and this is something you're going
[42:51.060 --> 42:54.340]  to do, you need a lawyer and you need bail money.
[42:54.340 --> 42:56.980]  Have that bail money at your lawyer's office.
[42:56.980 --> 43:00.980]  So where anything goes wrong, you call your lawyer and he goes, don't worry, I got you.
[43:00.980 --> 43:02.100]  He's already on retainer.
[43:02.100 --> 43:03.300]  You've paid him a little bit of money.
[43:03.320 --> 43:05.880]  You pay him every couple of months just to keep him on your side.
[43:05.880 --> 43:07.400]  He's got that money in his safe.
[43:07.400 --> 43:10.920]  Then when shit goes wrong, he just drives right over, pays your bail money, gets you
[43:10.920 --> 43:11.400]  moving.
[43:11.400 --> 43:12.520]  It's not a long process.
[43:12.520 --> 43:15.320]  Have that bail money and that lawyer on retainer.
[43:15.320 --> 43:20.440]  Then have your lawyer's phone number in your phone and also try to memorize it because
[43:20.440 --> 43:24.120]  when you're handcuffed and you're being booked, you don't get your phone to go through all
[43:24.120 --> 43:25.000]  those phone numbers.
[43:25.000 --> 43:26.440]  You're going to need to know his number.
[43:26.440 --> 43:31.080]  So remember your emergency contacts phone number and remember your lawyer's phone number.
[43:31.100 --> 43:35.020]  Have that lawyer on retainer and have some bail money set aside.
[43:35.020 --> 43:36.780]  I don't want you to have to use the lawyer.
[43:36.780 --> 43:38.780]  I don't want you to have to use the fire extinguisher.
[43:38.780 --> 43:42.460]  I don't want you to have to use the first aid kit, but if we need them, I want them
[43:42.460 --> 43:43.340]  to be there.
[43:43.340 --> 43:47.180]  It's always better to have the shit you need on hand and be prepared and set yourself up
[43:47.180 --> 43:51.580]  for success than it is to try to figure shit out while you're panicking and under stress.
[43:52.300 --> 43:55.340]  All right, ladies and gentlemen, boys and girls, pimps and hoes, friends and foes,
[43:55.340 --> 43:57.900]  smokers and growers, clone cutters and pollen chuckers.
[43:57.900 --> 44:00.620]  I hope you found some useful information in this episode.
[44:00.640 --> 44:04.720]  I really want you to grow the best cannabis you can, but I also want you to be as safe
[44:04.720 --> 44:06.880]  and healthy as possible while doing so.
[44:06.880 --> 44:10.800]  So please take care of yourself, pay attention and be mindful in your grow.
[44:10.800 --> 44:13.680]  Keep yourself and your grow partners safe and healthy.
[44:14.240 --> 44:18.240]  Ladies and gentlemen, boys and girls, if you feel like this episode was educational, informative
[44:18.240 --> 44:21.760]  or entertaining, and you'd like to make a financial contribution to the show, you can
[44:21.760 --> 44:27.200]  do so by visiting www.patreon.com forward slash grow from your heart.
[44:27.200 --> 44:29.600]  All of the information you need will be right there on the screen.
[44:29.620 --> 44:33.780]  And again, I did include a link in the show notes and the video description to make it
[44:33.780 --> 44:36.100]  easy for all of my stoned friends.
[44:36.100 --> 44:41.380]  Don't forget to visit our sponsor at seeds here now.com and use coupon code GFYH10.
[44:41.380 --> 44:42.740]  Get yourself some new seeds.
[44:42.740 --> 44:46.900]  When you use that coupon code, you'll save 10% off that may cover the cost of shipping.
[44:46.900 --> 44:50.660]  If you're getting a lot of packs that may cover even more packs.
[44:50.660 --> 44:54.900]  Don't forget to check out the under 30 section at seeds here now because I did add a strain
[44:54.900 --> 44:56.500]  to the under 30 section.
[44:56.500 --> 44:58.020]  Make sure you check that out.
[44:58.040 --> 45:01.640]  If you've got any questions, comments, corrections or concerns, I would love to hear from you.
[45:01.640 --> 45:04.760]  My email address is growfromyourheartathotmail.com.
[45:04.760 --> 45:05.640]  Don't be shy.
[45:05.640 --> 45:06.840]  Send me your questions.
[45:06.840 --> 45:09.080]  Ladies and gentlemen, that is all I've got for you for this episode.
[45:09.080 --> 45:10.520]  I feel like my throat is burning out.
[45:10.520 --> 45:11.720]  My voice is gone.
[45:11.720 --> 45:12.760]  Perfectly timed.
[45:12.760 --> 45:13.640]  Thank you for hanging out.
[45:13.640 --> 45:14.600]  Thank you for listening.
[45:14.600 --> 45:17.080]  I'll be back in a couple of days with fresh new content.
[45:17.080 --> 45:19.240]  I want to give a giant shout out to Love and Inner Eyes.
[45:19.240 --> 45:22.840]  And until next time, take a fat dab and give your mom a hug for me.
