[00:15.740 --> 00:18.240]  Welcome back, Cannabis Community.
[38:31.020 --> 38:33.780]  Okay, so everybody's got their pen.
[38:33.780 --> 38:37.380]  This is called the Rohrabacher-Blumeyer Amendment.
[38:38.460 --> 38:41.820]  And it's amendment to the Omnibus Spending Bill,
[38:41.820 --> 38:44.020]  basically the federal budget every year.
[38:45.260 --> 38:47.940]  That's the document that gives protection
[38:47.940 --> 38:50.420]  to medical marijuana businesses
[38:51.060 --> 38:53.140]  and saying that feds can't spend money
[38:53.140 --> 38:57.060]  to target medical marijuana businesses,
[38:57.060 --> 38:59.660]  employees, patients that are operating
[38:59.660 --> 39:01.740]  in accordance with state law.
[39:01.740 --> 39:03.860]  It's substantially more protection
[39:03.860 --> 39:05.900]  than we had with the Cone Memo,
[39:05.900 --> 39:08.940]  and it's in jeopardy right now also.
[39:08.940 --> 39:12.500]  Sessions can't do dick with this on his own.
[39:12.500 --> 39:16.460]  This is up to your elected House and Senate members.
[39:16.460 --> 39:19.020]  So please, please, please hop online
[39:19.060 --> 39:22.300]  and Google who is my elected representative.
[39:22.300 --> 39:23.620]  It will take you to a website
[39:23.620 --> 39:25.940]  where it asks you to punch in your area code.
[39:25.940 --> 39:27.140]  You punch in your area code
[39:27.140 --> 39:29.300]  and it kicks you right to their page.
[39:29.300 --> 39:31.620]  Your representative is blah, blah, blah.
[39:31.620 --> 39:33.540]  Here's how you contact them.
[39:33.540 --> 39:35.460]  Click on those links, follow those links.
[39:35.460 --> 39:38.220]  Please contact your elected representatives
[39:38.220 --> 39:40.220]  and urge them to support
[39:40.220 --> 39:45.100]  the Rohrabacher-Blumeyer Amendment to the Spending Bill,
[39:45.100 --> 39:48.100]  the protections for medical marijuana businesses.
[39:48.140 --> 39:51.700]  These were just extended for a couple of weeks
[39:51.700 --> 39:56.060]  or two months, I think, and that window's about up.
[39:56.060 --> 39:58.580]  When the federal budget extension was just passed,
[39:58.580 --> 40:01.540]  if you follow federal news, you know what I just said.
[40:01.540 --> 40:04.900]  If you don't, basically the federal budget
[40:04.900 --> 40:05.980]  was set to expire.
[40:05.980 --> 40:07.900]  They haven't passed the new budget,
[40:07.900 --> 40:10.940]  and so they had to vote to extend the old budget,
[40:10.940 --> 40:12.660]  and that extended these protections
[40:12.660 --> 40:14.820]  which were included in the old budget,
[40:14.820 --> 40:17.660]  but until they are officially included in the new budget
[40:17.700 --> 40:20.660]  and that new budget is passed by a vote
[40:20.660 --> 40:25.060]  of the House and the Senate, it's not official yet.
[40:25.900 --> 40:28.820]  So we need to urge support for both of these
[40:28.820 --> 40:30.900]  from both sides of the aisle.
[40:30.900 --> 40:34.140]  Call your elected officials, email them, tweet them.
[40:34.140 --> 40:37.140]  They know what the Rohrabacher-Blumeyer Amendment is.
[40:37.140 --> 40:38.860]  Urge support, please.
[40:38.860 --> 40:40.260]  We need these protections.
[40:40.260 --> 40:42.020]  I know you're not the guy to ask this question,
[40:42.020 --> 40:43.540]  but can you spell that for people
[40:43.540 --> 40:44.660]  so that they can get a good,
[40:44.660 --> 40:46.660]  just enough to get Google started?
[40:46.660 --> 40:48.380]  Okay, so Rohrabacher and Blumeyer
[40:48.380 --> 40:50.300]  are named for the two people who wrote it.
[40:50.300 --> 40:53.500]  It used to be the Rohrabacher-Farr Amendment.
[40:53.500 --> 40:58.500]  It's Rohrabacher, R-O-H-R-A-B-A-C-H-E-R,
[41:00.020 --> 41:05.020]  and then Blumeyer is B-L-U-M-E-N-A-U-E-R, I think.
[41:07.060 --> 41:09.020]  I jotted their names down real quick from the press
[41:09.020 --> 41:10.820]  while I was furiously taking notes before this.
[41:10.820 --> 41:12.940]  That should get you close enough in Google.
[41:13.940 --> 41:17.620]  If you Google Federal Medical Marijuana Protection Amendment,
[41:17.620 --> 41:20.300]  it should come up to, and all of those words
[41:20.300 --> 41:22.660]  are a lot easier to spell than Rohrabacher or Blumeyer.
[41:22.660 --> 41:25.020]  A lot of these folks are probably in a cubicle
[41:25.020 --> 41:28.420]  or cutting concrete or in a garden.
[41:28.420 --> 41:29.700]  So getting them to do that right now,
[41:29.700 --> 41:32.900]  we're gonna have to kinda just hand it right to them
[41:32.900 --> 41:33.740]  or it might not happen.
[41:33.740 --> 41:34.940]  So we gotta walk them right to the drink.
[41:34.940 --> 41:36.780]  What's the time post?
[41:36.780 --> 41:38.900]  41.52, but there will be editing.
[41:38.900 --> 41:42.100]  All right, go to about 35, 40 minutes and hit play,
[41:42.180 --> 41:43.700]  and hopefully you can get that piece
[41:43.700 --> 41:46.500]  that you need to Google to find your local rep
[41:46.500 --> 41:47.340]  and get ahold of them.
[41:47.340 --> 41:49.860]  Play that into Siri or Alexa.
[41:50.980 --> 41:52.500]  All right, Mike, it looks like you got more bullet points.
[41:52.500 --> 41:54.080]  I'm just double checking my notes
[41:54.080 --> 41:54.920]  to make sure that we hit everything we wanna hit.
[41:54.920 --> 41:56.380]  I wanna make sure you get everything out
[41:56.380 --> 41:57.940]  because you did a lot of homework over there for me
[41:57.940 --> 42:00.140]  and I wanna make sure we get it all put into the show for you
[42:00.140 --> 42:01.940]  I don't wanna waste your material.
[42:01.940 --> 42:03.460]  I appreciate you putting all that stuff together,
[42:03.460 --> 42:04.300]  by the way.
[42:04.300 --> 42:05.300]  Thanks, man.
[42:05.300 --> 42:07.740]  I've been following this story really closely.
[42:07.740 --> 42:09.540]  When this announcement came out, I was like,
[42:09.540 --> 42:12.900]  honestly, people were telling me on Instagram
[42:12.900 --> 42:14.660]  and on Facebook, when's Mike coming over?
[42:14.660 --> 42:16.260]  You gotta get Mike over for this episode.
[42:16.260 --> 42:17.220]  It's time to have Mike on.
[42:17.220 --> 42:18.060]  What are you guys doing?
[42:18.060 --> 42:19.060]  What's the talk with Mike?
[42:19.060 --> 42:20.820]  And I feel bad because I had to kick this back.
[42:20.820 --> 42:22.700]  We were gonna do it Friday, I had to push it back.
[42:22.700 --> 42:23.540]  Don't feel bad, dude.
[42:23.540 --> 42:24.860]  We were gonna do it Saturday, I had to push it back.
[42:24.860 --> 42:25.700]  I know exactly why.
[42:25.700 --> 42:26.540]  So glad I got here on Sunday.
[42:26.540 --> 42:28.660]  And it involves children and children first, bro,
[42:28.660 --> 42:29.500]  and the kids first.
[42:29.500 --> 42:30.620]  Family first always.
[42:30.620 --> 42:32.900]  Yeah, yeah, especially when it's little ones.
[42:34.340 --> 42:36.180]  This is a really important topic,
[42:36.220 --> 42:37.740]  and honestly, this is a really
[42:38.700 --> 42:40.980]  kind of pivotal moment in history.
[42:40.980 --> 42:43.580]  Like politics exists on a pendulum.
[42:45.300 --> 42:49.500]  The longer look you take down the historical timeline,
[42:49.500 --> 42:50.820]  the clearer this gets.
[42:51.660 --> 42:54.100]  Things go liberal, then things go conservative.
[42:55.100 --> 42:57.420]  The roaring 20s and all the liberalism
[42:57.420 --> 42:58.780]  and drinking and dancing,
[42:58.780 --> 43:03.060]  and the sexual revolution that took place in the 20s
[43:03.060 --> 43:05.500]  was completely crushed by the crash markets,
[43:05.540 --> 43:09.300]  or the stock market crash in the 1930s and 40s.
[43:09.300 --> 43:11.780]  Everything reversed hard.
[43:11.780 --> 43:13.420]  And we've seen that a couple of times.
[43:13.420 --> 43:17.020]  Historically, the 60s gave us the fucking 80s.
[43:19.580 --> 43:21.780]  Like disco was responsible for shoulder pads
[43:21.780 --> 43:24.620]  and suits for women all through the 80s, I think.
[43:24.620 --> 43:27.740]  Marijuana's been moving forward as a social policy
[43:27.740 --> 43:31.100]  in a major way since 1999.
[43:31.100 --> 43:34.140]  All movements bend towards legalization.
[43:34.140 --> 43:38.660]  There's bound to be at least an effort at a backswing.
[43:38.660 --> 43:43.660]  And that's needed before the galvanization of the country,
[43:44.340 --> 43:46.220]  and we decide that no, as a group,
[43:46.220 --> 43:48.260]  we're not gonna go back to that.
[43:48.260 --> 43:51.100]  And we actually take the next big step forward
[43:51.100 --> 43:53.420]  and start changing federal law.
[43:53.420 --> 43:57.260]  And it looks like this idiotic move by Sessions
[43:57.260 --> 43:59.740]  might have actually triggered that avalanche.
[44:00.620 --> 44:02.980]  There's a couple of different people talking about this
[44:02.980 --> 44:05.380]  that, I mean, man, on Monday,
[44:05.380 --> 44:07.580]  this wasn't a major talking point.
[44:07.580 --> 44:09.660]  Already the people who were mumbling
[44:09.660 --> 44:11.900]  about maybe running against Trump in 2020
[44:11.900 --> 44:14.340]  are talking about legal marijuana protections.
[44:17.460 --> 44:22.460]  Republicans that were in hotly contested races right now,
[44:23.100 --> 44:25.060]  going into the next election cycle
[44:25.980 --> 44:28.700]  for statewide elections are pissed
[44:28.700 --> 44:32.220]  because now their option is come out
[44:32.220 --> 44:35.420]  against something the Trump administration's doing,
[44:35.420 --> 44:37.780]  i.e. their own party's doing,
[44:37.780 --> 44:40.580]  and maybe piss off their base,
[44:40.580 --> 44:44.300]  or come out for marijuana and seem like a liberal druggie.
[44:45.540 --> 44:48.260]  And that's not a conversation they wanted to have
[44:48.260 --> 44:50.620]  going into the next round of elections.
[44:50.620 --> 44:53.300]  And now that's the conversation they're all having.
[44:53.300 --> 44:55.380]  Good, stir that shit up.
[44:55.380 --> 44:56.220]  Yep.
[44:57.540 --> 45:01.580]  If you're the donating type, hop online,
[45:01.580 --> 45:05.940]  find your representatives that are really supporting of this
[45:05.940 --> 45:08.460]  and send them one of those $4.20 donations.
[45:08.460 --> 45:09.740]  Let them know exactly why
[45:09.740 --> 45:10.940]  they're getting a few bucks from you.
[45:10.940 --> 45:12.140]  Hey, who said that?
[45:12.140 --> 45:14.740]  Who set that $4.20 donation thing up?
[45:14.740 --> 45:16.140]  Do you remember? Honestly, I can't remember
[45:16.140 --> 45:18.700]  if it was like Russ Belville or Tom Angle
[45:18.700 --> 45:21.500]  or just some putts at high times.
[45:21.500 --> 45:22.820]  It could have been anybody.
[45:22.820 --> 45:23.660]  But shout out to whoever did it.
[45:23.660 --> 45:24.900]  But that's been going for a few months,
[45:24.900 --> 45:27.140]  and it's not just you that have started
[45:27.140 --> 45:28.580]  to get a handful of those.
[45:29.580 --> 45:31.620]  Elected representatives for months
[45:31.620 --> 45:33.940]  have been getting donations like that.
[45:33.940 --> 45:35.660]  NORML, the National Organization
[45:35.660 --> 45:37.980]  for the Reform of Marijuana Laws,
[45:37.980 --> 45:39.820]  the Marijuana Policy Project,
[45:40.900 --> 45:43.220]  Students for a Sensible Drug Policy,
[45:43.220 --> 45:45.180]  all of those groups have been getting
[45:45.180 --> 45:48.060]  a lot of $4.20 donations since this came up.
[45:48.980 --> 45:50.460]  Of course, there's our Patreon account,
[45:50.460 --> 45:52.420]  my Patreon account for the Grow From Your Heart podcast.
[45:52.420 --> 45:54.340]  But I want to spread some love also.
[45:54.340 --> 45:58.380]  If you had to recommend one cannabis support group
[45:59.180 --> 46:00.980]  for somebody that needed some funding,
[46:00.980 --> 46:03.580]  where would you send $4.20 to right now
[46:03.580 --> 46:04.980]  if you could pick one group?
[46:06.540 --> 46:08.380]  He went silent and started staring at the sky.
[46:08.380 --> 46:10.540]  That's not an easy question,
[46:10.540 --> 46:12.300]  because there's a lot of groups doing
[46:12.300 --> 46:14.540]  a lot of good work on different fronts.
[46:14.540 --> 46:15.380]  Okay.
[46:18.380 --> 46:19.540]  Like if I was only going to make
[46:19.540 --> 46:21.500]  one political donation period,
[46:21.500 --> 46:23.260]  it wouldn't be for pot,
[46:23.260 --> 46:25.740]  which is kind of fucked up to say on this show.
[46:25.740 --> 46:27.580]  But it would go towards something else.
[46:27.620 --> 46:28.460]  Pot's not everything.
[46:28.460 --> 46:30.340]  Pot's not everything, that's all right.
[46:30.340 --> 46:33.340]  If I was going to make one marijuana-focused
[46:33.340 --> 46:34.660]  contribution right now,
[46:34.660 --> 46:37.380]  it would be one of two places, I think.
[46:37.380 --> 46:38.820]  I would either go for Normal.
[46:39.980 --> 46:41.300]  They're the oldest, they're the longest,
[46:41.300 --> 46:43.180]  they're the strongest, they're the most organized,
[46:43.180 --> 46:45.020]  and the best represented.
[46:45.020 --> 46:47.100]  It's hard to go wrong with Normal.
[46:47.100 --> 46:49.860]  And I would go for Gavin Newsom.
[46:50.900 --> 46:52.340]  If you're from the California area,
[46:52.340 --> 46:55.220]  or you follow politics, you know who that man is.
[46:55.220 --> 46:58.620]  And his next couple of years look really interesting.
[46:58.620 --> 47:01.900]  And we don't have a stronger ally in politics
[47:01.900 --> 47:03.020]  at his level right now.
[47:03.020 --> 47:05.300]  Well, then I'm going to choose Normal.
[47:05.300 --> 47:07.500]  If you guys are going to throw down a contribution,
[47:07.500 --> 47:08.540]  and it's not going to be
[47:08.540 --> 47:10.460]  the Grow From Your Heart podcast Patreon,
[47:10.460 --> 47:12.580]  go support Normal, the national organization
[47:12.580 --> 47:14.620]  for the reform of marijuana laws.
[47:14.620 --> 47:16.020]  N-O-R-M-L.
[47:16.020 --> 47:18.580]  Right, they're so old that you see Normal on,
[47:18.580 --> 47:22.620]  is it Cheech's shirt in the Nice Dreams show?
[47:22.620 --> 47:24.260]  Is it Nice Dreams with Cheech and Chong?
[47:24.260 --> 47:26.140]  One of the old Cheech and Chong movies,
[47:26.140 --> 47:26.980]  Cheech is full on-
[47:26.980 --> 47:28.780]  Normal's been around fighting since the 70s.
[47:28.780 --> 47:31.460]  Yeah, and Cheech is wearing the shirt proudly.
[47:31.460 --> 47:32.660]  They go to the dude's greenhouse
[47:32.660 --> 47:34.500]  where the lizard guy is growing the weed.
[47:34.500 --> 47:36.420]  He's wearing the fucking Normal shirt there, bro.
[47:36.420 --> 47:38.540]  So that's how long Normal's been around.
[47:38.540 --> 47:39.380]  So if you're going to support one-
[47:39.380 --> 47:41.180]  Normal's been around a very long time.
[47:41.180 --> 47:43.780]  And no Normal, no this show,
[47:43.780 --> 47:45.620]  no conversations like this happening.
[47:45.620 --> 47:46.460]  That's right.
[47:46.460 --> 47:47.580]  I remember a long time ago,
[47:47.580 --> 47:49.340]  when I was reading High Times and all that stuff,
[47:49.340 --> 47:50.460]  just being a young weed head,
[47:50.460 --> 47:53.380]  not knowing what I was even starting to get into.
[47:53.500 --> 47:55.060]  I knew that Normal was the way to go.
[47:55.060 --> 47:56.500]  So I'm glad that you said Normal.
[47:56.500 --> 47:57.940]  If you're going to send a contribution somewhere,
[47:57.940 --> 47:59.180]  you've already contributed to my show,
[47:59.180 --> 48:01.660]  or you want to spread some love in another direction,
[48:01.660 --> 48:04.420]  go support your local Normal, may be the way to go.
[48:04.420 --> 48:07.220]  If you've got a local Normal chapter, go check them out.
[48:07.220 --> 48:10.660]  And if this is a story you want a lot more information on,
[48:10.660 --> 48:13.520]  A, I'm sure we'll do news updates as this develops.
[48:14.420 --> 48:16.980]  Because this is definitely,
[48:16.980 --> 48:18.700]  it's not the first move in a dance,
[48:18.700 --> 48:22.620]  it's a move in a dance that's been going on for decades.
[48:22.660 --> 48:24.860]  So there will definitely be updates on this show,
[48:24.860 --> 48:27.500]  and updates on Pueblo for Sensible Candidates laws.
[48:28.920 --> 48:30.060]  Yeah, this is going to be ongoing
[48:30.060 --> 48:31.420]  until all 50 states are legal,
[48:31.420 --> 48:33.540]  and it's federally legal.
[48:33.540 --> 48:35.180]  Sorry, I just took a dab while Mike was ranting.
[48:35.180 --> 48:36.820]  I took a dab of the sour joker.
[48:36.820 --> 48:39.460]  I went in a little deeper than I wanted to.
[48:39.460 --> 48:40.900]  Someone throw me a life raft.
[48:42.660 --> 48:45.040]  Yeah, I hope we covered all the bases.
[48:46.140 --> 48:47.780]  This apothecary is pretty wonderful.
[48:47.780 --> 48:49.960]  If we skipped a piece, feel free to tweet me.
[48:49.960 --> 48:53.760]  It's at NemoPunk15, or at GrowFromYourHeartPodcast.
[48:53.760 --> 48:55.240]  Yeah, if you've got any input
[48:55.240 --> 48:57.080]  that you would like us to mention on the show,
[48:57.080 --> 48:57.920]  send me an email.
[48:57.920 --> 48:59.520]  It's growfromyourheart at hotmail.com.
[48:59.520 --> 49:01.040]  We'd like your input on this podcast.
[49:01.040 --> 49:02.340]  It's a little bonus episode for you.
[49:02.340 --> 49:04.080]  So you're welcome.
[49:04.080 --> 49:05.060]  I hope you enjoy it.
[49:05.060 --> 49:08.520]  Also folks, it's so cold lately
[49:08.520 --> 49:10.640]  that it's hard to think like this,
[49:10.640 --> 49:12.920]  even for us future-minded folks.
[49:12.920 --> 49:14.500]  But spring be a coming.
[49:15.340 --> 49:19.920]  It's time to start planning those projects for next year.
[49:21.460 --> 49:23.420]  Start looking ahead to what you wanna do
[49:23.420 --> 49:24.820]  if you're gonna do a garden.
[49:25.660 --> 49:27.940]  And if you've got questions on that path,
[49:27.940 --> 49:29.060]  hit us at emails.
[49:29.060 --> 49:31.020]  We've got time to get you your show
[49:31.020 --> 49:33.180]  before it's past time to get that done.
[49:34.020 --> 49:34.940]  That's right.
[49:34.940 --> 49:36.100]  And this was not a plan,
[49:36.100 --> 49:38.020]  but Mike, since you're pitching spring
[49:38.020 --> 49:39.860]  and the outdoor season coming up,
[49:39.860 --> 49:41.220]  make sure you visit my friends
[49:41.220 --> 49:44.220]  at the Hella Dank Seed Bank at dankseed.store.
[49:44.980 --> 49:46.780]  You gotta have seeds if you're gonna do a grow this spring.
[49:46.780 --> 49:49.260]  You know, one thing that was pointed out to me,
[49:49.260 --> 49:50.980]  I didn't go Google this, I didn't search this,
[49:50.980 --> 49:52.820]  somebody on a live feed pointed out to me
[49:52.820 --> 49:54.380]  that at the Hella Dank Seed Bank,
[49:54.380 --> 49:56.180]  they have a top 10 strains.
[49:56.180 --> 49:59.340]  Seven of the top 10 are iRate Genetics.
[49:59.340 --> 50:00.180]  Booyakasha.
[50:01.460 --> 50:02.300]  I'm proud.
[50:02.300 --> 50:03.120]  Did you do a couple of things,
[50:03.120 --> 50:03.960]  I don't wanna get into it now,
[50:03.960 --> 50:05.900]  that kinda step your shit up?
[50:06.900 --> 50:08.180]  I take pride in my things.
[50:08.180 --> 50:09.620]  I put my face on everything.
[50:09.620 --> 50:10.540]  It's me.
[50:10.540 --> 50:11.380]  There's not.
[50:11.380 --> 50:12.500]  It's a little more stable
[50:12.540 --> 50:14.660]  than a lot of people are throwing out, too.
[50:14.660 --> 50:15.940]  Well, let's not.
[50:17.180 --> 50:19.100]  I was gonna leave it at my first statement,
[50:19.100 --> 50:20.180]  and you started to elaborate
[50:20.180 --> 50:21.540]  in a different direction than I meant.
[50:21.540 --> 50:22.780]  Hey, Mike, thanks for coming and hanging out
[50:22.780 --> 50:24.260]  and doing a great podcast.
[50:24.260 --> 50:27.140]  Somebody today asked for longer episodes.
[50:27.140 --> 50:29.300]  You got a bonus episode that's 50 minutes long,
[50:29.300 --> 50:32.020]  so we love you, thank you for the support.
[50:32.020 --> 50:32.980]  Man, you got anything else to say?
[50:32.980 --> 50:35.020]  I'm gonna start doing that closing stuff.
[50:35.920 --> 50:38.180]  Mike just rolled his eyes and looked at the sky again.
[50:38.180 --> 50:40.020]  Is there a dry erase board hanging from the ceiling?
[50:40.020 --> 50:40.860]  I can't see.
[50:40.860 --> 50:42.780]  I'm just scratching through the one in my head.
[50:42.780 --> 50:45.900]  This is a big story with a lot of implications.
[50:45.900 --> 50:47.860]  I wanna make sure we hit all the bases.
[50:48.860 --> 50:50.420]  A lot of people are freaking out.
[50:50.420 --> 50:51.940]  Like some marijuana to stocks,
[50:51.940 --> 50:53.980]  which were a shit investment anyway,
[50:53.980 --> 50:55.940]  took a big crash after this announcement,
[50:55.940 --> 50:57.580]  but have already fully rebounded.
[50:59.300 --> 51:01.580]  Because it took a minute for everybody to remember,
[51:01.580 --> 51:03.600]  like, oh yeah, they call it the cone memo
[51:03.600 --> 51:05.880]  because it was just a memo.
[51:06.720 --> 51:11.440]  And that in reality, nothing has changed since.
[51:11.440 --> 51:14.000]  Nothing, I go to work every day, it's all the same.
[51:14.000 --> 51:15.400]  All right, ladies and gentlemen,
[51:15.400 --> 51:17.400]  thank you for listening to our long, rambly podcast,
[51:17.400 --> 51:19.400]  hashtag they like it when we ramble.
[51:19.400 --> 51:20.880]  Make sure that you support the podcast.
[51:20.880 --> 51:21.920]  Follow us on Facebook.
[51:21.920 --> 51:24.040]  Simply search for the Grow From Your Heart podcast.
[51:24.040 --> 51:26.520]  Go to Twitter, it's at GFYH podcast.
[51:26.520 --> 51:28.480]  I would appreciate it if you follow me on Instagram.
[51:28.480 --> 51:31.080]  That way you can check out my live Instagram feeds.
[51:31.080 --> 51:32.920]  It's Iree underscore genetics.
[51:32.920 --> 51:34.640]  Iree is I-R-I-E.
[51:34.640 --> 51:36.240]  Yes, that's Iree.
[51:36.240 --> 51:38.400]  Iree underscore genetics on Instagram.
[51:38.400 --> 51:40.800]  Go check out my high quality cannabis photography.
[51:40.800 --> 51:41.640]  Also, don't forget,
[51:41.640 --> 51:43.720]  there's a Grow From Your Heart podcast YouTube channel
[51:43.720 --> 51:46.200]  where you can watch videos of the old podcasts.
[51:46.200 --> 51:48.680]  About 140 episodes are up there now.
[51:48.680 --> 51:50.360]  I'm posting more over time.
[51:50.360 --> 51:51.480]  Just takes a little bit.
[51:51.480 --> 51:52.560]  If you'd like to interact with me
[51:52.560 --> 51:54.720]  and you're not into all the social media stuff,
[51:54.720 --> 51:55.560]  send me an email.
[51:55.560 --> 51:57.560]  It's growfromyourheartathotmail.com.
[51:57.560 --> 51:59.560]  You know I love listener emails.
[51:59.560 --> 52:00.600]  I spoke about it earlier.
[52:00.600 --> 52:01.480]  I'll remind you once again,
[52:01.480 --> 52:02.760]  don't forget about Patreon.
[52:02.760 --> 52:04.400]  If you like this podcast,
[52:04.400 --> 52:06.520]  it was worth a couple bucks and you'd like to contribute,
[52:06.520 --> 52:10.000]  you can go to patreon.com slash growfromyourheart.
[52:10.000 --> 52:12.680]  If you'd like to sign up and contribute as little as $1,
[52:12.680 --> 52:13.760]  I would appreciate it.
[52:13.760 --> 52:15.360]  If you want to contribute as much as,
[52:15.360 --> 52:17.920]  I don't think there's a limit on how many nines or zeros
[52:17.920 --> 52:20.040]  you press in there, so just keep typing.
[52:20.040 --> 52:21.000]  We'll see what the limit is.
[52:21.000 --> 52:22.880]  We'll see if we can blow that Patreon up.
[52:22.880 --> 52:25.040]  But I would appreciate it if you support me on Patreon.
[52:25.040 --> 52:27.000]  What that does is help me cover the cost of my website.
[52:27.000 --> 52:28.560]  It helps me buy these little, hey Mike.
[52:28.560 --> 52:29.520]  You know I try not to,
[52:29.520 --> 52:31.400]  but sometimes I spit into the microphone cover.
[52:31.400 --> 52:32.240]  But I'm sorry.
[52:32.240 --> 52:33.080]  You notice how it doesn't stink?
[52:33.080 --> 52:34.440]  It doesn't smell like whatever you ate last time?
[52:34.440 --> 52:35.880]  Do you remember the orange one that was here
[52:35.880 --> 52:37.800]  for like the first four months you did podcasts?
[52:37.800 --> 52:39.640]  That was another guy, the creepy mustache guy.
[52:39.640 --> 52:40.600]  It haunts me.
[52:40.600 --> 52:41.960]  He used to spit into it a lot.
[52:41.960 --> 52:44.520]  It's, yeah, whenever we break the microphones out,
[52:44.520 --> 52:46.600]  I do a tentative kind of sniff test.
[52:46.600 --> 52:47.440]  Yeah, yeah, well that's fairly new.
[52:47.440 --> 52:49.040]  Before I get right up on it.
[52:49.040 --> 52:50.040]  There's a little bag of them
[52:50.040 --> 52:51.560]  on the other side of the recording equipment.
[52:51.560 --> 52:52.940]  I keep them over there and when people leave,
[52:52.940 --> 52:53.920]  I just pop them out.
[52:53.920 --> 52:56.640]  And there's a reason this show sounds as good
[52:56.640 --> 52:57.480]  as it does, folks,
[52:57.480 --> 52:59.960]  and it's because Jeff's got some nice equipment
[52:59.960 --> 53:03.200]  and sometimes pieces of that equipment eat themselves.
[53:03.200 --> 53:05.000]  We had that fucking headphone amplifier.
[53:05.000 --> 53:06.440]  We ate through like five of them.
[53:06.440 --> 53:08.880]  Yeah, we went through a good half dozen of those
[53:08.880 --> 53:09.720]  in a year. I had to go to Guitar Center
[53:09.720 --> 53:11.240]  and get an upgrade.
[53:11.240 --> 53:12.240]  Eventually they looked at me like,
[53:12.240 --> 53:13.240]  what are you doing to them?
[53:13.240 --> 53:15.440]  They'd see your van pulling and just get one.
[53:15.440 --> 53:19.120]  Here's two, just take two this time
[53:19.120 --> 53:20.660]  and when they break, bring them back.
[53:20.660 --> 53:22.200]  So that way you've got a backup already.
[53:22.200 --> 53:24.080]  But I just upgraded pieces, that's all.
[53:24.080 --> 53:25.460]  But yeah, sometimes shit does go wrong.
[53:25.460 --> 53:26.680]  Sometimes things break.
[53:26.720 --> 53:27.920]  I pay for high speed internet
[53:27.920 --> 53:29.360]  because uploading these large shows
[53:29.360 --> 53:30.200]  and YouTube channels takes a lot.
[53:30.200 --> 53:31.360]  My devices don't like hash.
[53:31.360 --> 53:33.720]  I don't know why they fight so much.
[53:33.720 --> 53:35.720]  Don't talk about how sticky my iPad,
[53:35.720 --> 53:37.000]  my iPhone, and my computer are.
[53:37.000 --> 53:38.400]  You could stick them all to the wall
[53:38.400 --> 53:39.400]  and use it as a desk.
[53:39.400 --> 53:41.600]  But yeah, the Patreon campaign, you guys,
[53:41.600 --> 53:42.760]  I use it to pay for the website.
[53:42.760 --> 53:44.360]  The website does cost quite a bit of money
[53:44.360 --> 53:45.400]  every year to cover.
[53:45.400 --> 53:47.240]  So your Patreon contributions will cover
[53:47.240 --> 53:48.160]  the cost of my website.
[53:48.160 --> 53:50.800]  You guys were kind enough to cover the website
[53:50.800 --> 53:53.240]  for me in 2017, so I appreciate that.
[53:53.240 --> 53:54.600]  That's huge, thank you listeners.
[53:54.600 --> 53:56.120]  Yeah, it does cost a little chunk of money
[53:56.560 --> 53:57.400]  to pay for the domain name
[53:57.400 --> 53:58.480]  and pay for all the hosting.
[53:58.480 --> 53:59.920]  I pay for a lot of bandwidth
[53:59.920 --> 54:01.440]  because I use a lot of bandwidth
[54:01.440 --> 54:03.240]  on that fucking website.
[54:03.240 --> 54:04.400]  Every episode is available,
[54:04.400 --> 54:06.200]  like the last hundred episodes I think
[54:06.200 --> 54:09.360]  is available that cost a little bit to host.
[54:09.360 --> 54:10.320]  But thank you, you guys covered it.
[54:10.320 --> 54:11.160]  I appreciate it.
[54:11.160 --> 54:12.640]  So that's what I do with the Patreon funds.
[54:12.640 --> 54:14.360]  Sorry, I'm trying to clear my throat while I talk.
[54:14.360 --> 54:15.200]  Took a big old dab.
[54:15.200 --> 54:16.240]  It's catching up with me.
[54:16.240 --> 54:18.100]  Patreon.com slash grow from your heart.
[54:18.100 --> 54:20.640]  See how many nines you can put
[54:20.640 --> 54:22.680]  in the contribution box.
[54:22.680 --> 54:24.560]  The challenge is on.
[54:24.560 --> 54:25.400]  All right, ladies and gentlemen.
[54:25.720 --> 54:26.640]  I don't want to get rich from podcasting.
[54:26.640 --> 54:27.640]  I love doing the pod.
[54:27.640 --> 54:29.560]  If I do get rich from podcasting, fuck yeah.
[54:29.560 --> 54:31.040]  But that was never my goal.
[54:31.040 --> 54:33.060]  I, honestly how it started,
[54:33.060 --> 54:34.000]  I was sitting, not how,
[54:34.000 --> 54:35.200]  but part of how it started was
[54:35.200 --> 54:36.440]  I used to hang out with Maddie and Spence
[54:36.440 --> 54:37.340]  at their house.
[54:37.340 --> 54:38.800]  And people would come through all the time
[54:38.800 --> 54:40.320]  and we'd smoke and hang out and dab.
[54:40.320 --> 54:41.160]  And then people would be like,
[54:41.160 --> 54:42.480]  Ross DeJeff, tell me this about plants.
[54:42.480 --> 54:43.560]  Help me grow.
[54:43.560 --> 54:44.560]  And I would say it.
[54:44.560 --> 54:45.400]  And they would leave.
[54:45.400 --> 54:46.440]  And then somebody would come over
[54:46.440 --> 54:47.760]  and ask the same damn question.
[54:47.760 --> 54:48.920]  And Maddie and Spence would look at me like,
