[00:00.320 --> 00:18.970]  Yeah, here we go.
[32:16.310 --> 32:17.750]  Chicken and biscuit crackers.
[32:17.750 --> 32:19.170]  That's pretty interesting.
[32:19.170 --> 32:21.030]  Dunkin chocolate chip cookies and a nacho.
[32:21.030 --> 32:24.350]  I hope you're trolling me but let's read this just in case.
[32:24.350 --> 32:25.770]  Let's see what this person is doing.
[32:25.770 --> 32:27.910]  Let's try to imagine this.
[32:27.910 --> 32:33.510]  chocolate chip cookies and nacho cheese or brown gravy chocolate chip cookies
[32:33.510 --> 32:36.070]  and I hope you're trolling me we're gonna scroll on cuz now I'm gonna throw
[32:36.070 --> 32:41.590]  up all right that does wrap up the responses portion you guys I got one
[32:41.590 --> 32:46.190]  answer so many times I'm not even sure how I feel about it I have to be a
[32:46.190 --> 32:51.830]  hundred percent honest I expected it but I did not expect it as many times and
[32:51.830 --> 32:56.590]  from some of the people I got it from you guys are creeps and I love you for
[32:56.590 --> 33:01.390]  it and I quietly agree with you but I got a lot of answers where people said
[33:01.390 --> 33:05.710]  their favorite thing to eat after they got blazed was their girls box big up
[33:05.710 --> 33:09.470]  for being a good boyfriend good up big up for being a good dude also big up for
[33:09.470 --> 33:12.670]  being an open pervert I appreciate it and I love you for it
[33:12.670 --> 33:17.510]  team box eater also sounds so weird when you say eating box more than once or
[33:17.510 --> 33:21.350]  twice but enjoy your snacks ladies and gentlemen now let's scroll on I do have
[33:21.350 --> 33:24.670]  some more stuff written down here I'm gonna talk a little bit about what I
[33:24.670 --> 33:27.150]  like to eat when I'm blazed and then we're gonna wrap up this show cuz it has
[33:27.150 --> 33:30.430]  gotten much longer than I had anticipated and prepared for you guys
[33:30.430 --> 33:32.990]  have heard enough but thank you for hanging out talking about munchies I
[33:32.990 --> 33:36.670]  hope you ate a whole bunch of snacks during this show type in the comments
[33:36.670 --> 33:40.150]  right now what you have been snacking on also while you're there click like and
[33:40.150 --> 33:43.510]  if you haven't already please do subscribe to the show now let's talk
[33:43.510 --> 33:48.110]  about it I already mentioned I like kombucha for the bubbles I talk a lot I
[33:48.110 --> 33:51.670]  got to keep the voice fresh I got to stay hydrated I got to keep moving I like
[33:51.670 --> 33:56.270]  kombucha a lot people have asked me a lot about kombucha and advice about
[33:56.270 --> 34:00.670]  kombucha kombucha is a very acquired taste there are lots of different
[34:00.670 --> 34:04.670]  varieties flavors types of kombucha this one I'm showing to the camera here is
[34:04.670 --> 34:09.150]  Kavita brand nobody pays me I buy kombucha at the store just like
[34:09.150 --> 34:14.750]  everybody else Kavita ke vita master brew kombucha this is a ginger flavored
[34:14.750 --> 34:19.570]  one of my favorites I really enjoy the tart cherry from this brand this is what
[34:19.570 --> 34:25.650]  I kind of call gas station kombucha this isn't real real high in probiotics
[34:25.650 --> 34:30.930]  real fermented flavored this is kind of a kombucha soda entry-level amateur
[34:30.930 --> 34:35.330]  kombucha if I'm at the gas station if options are limited if the stores are
[34:35.330 --> 34:40.170]  low on inventory these are refreshing they taste good it's not a soda it's a
[34:40.170 --> 34:43.010]  good snack it's a good drink for the day I like the bubbles a lot when I'm
[34:43.010 --> 34:46.650]  blazed but if you want to be healthy and if you're drinking kombucha for health
[34:46.810 --> 34:52.130]  reasons I definitely prefer GT's brand kombucha they make a lot of different
[34:52.130 --> 34:56.570]  great kombuchas there's the raw and unfiltered this one's organic and
[34:56.570 --> 35:00.210]  unpasteurized a lot of them say synergy here you'll see a lot of different words
[35:00.210 --> 35:05.730]  this blue flavor is one of my favorites they said it was going to be seasonal we
[35:05.730 --> 35:09.690]  kind of demanded that it was not seasonal I think they heard us this one
[35:09.690 --> 35:12.890]  is called sacred life this one has without reading I do remember I think
[35:13.010 --> 35:17.930]  it's got kiwi juice coconut water and ginger and then all the probiotics from
[35:17.930 --> 35:23.770]  a kombucha in there this is more of a potent fermented pungent sort of a
[35:23.770 --> 35:27.410]  kombucha this one it takes a little getting used to if you're not into that
[35:27.410 --> 35:30.850]  if you can drink a good beer if you're into fermented things you will enjoy
[35:30.850 --> 35:35.090]  this it may take some getting used to some adjustment this is more of the
[35:35.090 --> 35:39.330]  entry-level brand if you try one kombucha and you don't like it that
[35:39.330 --> 35:43.250]  doesn't mean you don't like kombuchas every brand does it differently different
[35:43.250 --> 35:48.010]  flavors dilution styles some are real bold and like dark beer kind of flavored
[35:48.010 --> 35:51.930]  some tastes like fucking bum wine and fruit juice there are a lot of options
[35:51.930 --> 35:55.650]  don't let it turn you down turn you off also don't force it if you don't like
[35:55.650 --> 35:58.850]  it you just don't like it but I really enjoy a good kombucha after all that
[35:58.850 --> 36:02.410]  talk I'm gonna take a hit of this ginger kombucha just cuz I can't resist anymore
[36:02.410 --> 36:12.110]  oh yeah those good bubbles good refreshing ginger bite it's got it like
[36:12.110 --> 36:16.310]  a nice bite to it and that fermented flavor I got some German blood in me
[36:16.310 --> 36:19.070]  there's got to be some Norwegian some Dutch in me something like that maybe
[36:19.070 --> 36:23.670]  some Scottish I got a red beard I don't know exactly I haven't done the 23 and
[36:23.670 --> 36:28.390]  me yet but those people from those regions tend to enjoy fermented type
[36:28.390 --> 36:31.910]  food so it only makes sense that I would like a kombucha also I don't drink
[36:31.910 --> 36:35.710]  because I have a problem regulating my alcohol content I've been drinking years
[36:35.710 --> 36:40.190]  but I love a good dark beer so it's only likely that I would enjoy a kombucha
[36:40.190 --> 36:45.830]  let's move on what do I like to eat for snacks bro lately I've been munching
[36:45.830 --> 36:49.510]  pistachios they're healthy I don't feel like I'm eating shit they're not super
[36:49.510 --> 36:54.830]  sugary they're not bad for my teeth they satiate hunger they give me energy I'm
[36:54.830 --> 36:58.030]  sure there's like some sort of nutrients some sort of selenium or selenium or
[36:58.030 --> 37:01.350]  some something's got to be good for my hair teeth nails and eyes and all those
[37:01.350 --> 37:06.870]  pistachios the Thai chili pistachios are divine I can eat the whole damn however
[37:06.870 --> 37:10.950]  big the bag is I can eat it all on a drive on a road trip during a movie
[37:10.950 --> 37:15.990]  let's crunch down on some pistachios I like depending on the mood the
[37:15.990 --> 37:20.070]  environment the situation I really like spicy snacks if I'm hanging out the lady
[37:20.070 --> 37:24.430]  watching a movie obviously I'm not going 100% spicy I'm not gonna do the garlic
[37:24.430 --> 37:27.510]  and onion II type stuff that I would enjoy if I'm hanging out with the lady
[37:27.510 --> 37:30.510]  if I'm at the house by myself like there's nobody here I'm gonna crunch
[37:30.510 --> 37:34.230]  down on some garlic and Parmesan boulder chips later but I like spicy
[37:34.230 --> 37:38.350]  crunchy savory sort of snacks or something I mostly go for something that
[37:38.350 --> 37:42.110]  makes me feel I said a moment ago fool and satiated but not like a piece of
[37:42.110 --> 37:47.790]  shit like I'm just eating useless calories and feeding my body crap now
[37:47.790 --> 37:52.150]  with that being said um sometimes if I'm on the road I've talked about this I
[37:52.150 --> 37:56.230]  like to get cupcakes and shit like that that's my excuse just driving from
[37:56.230 --> 38:00.550]  Boulder to Pueblo or Denver to Pueblo or wherever I'm wherever I might be going
[38:00.550 --> 38:03.790]  that weekend coming back from a concert or something all the restaurants are
[38:03.790 --> 38:07.870]  closed I didn't plan ahead Chiba Hut was closed I love some good Chiba Hut
[38:07.870 --> 38:11.310]  when I'm blaze shout out to Chiba Hut but if I didn't get some Chiba Hut if we
[38:11.310 --> 38:15.270]  missed the opportunity for Chiba Hut or fuzzies tacos or something that's what
[38:15.270 --> 38:19.190]  I'm gonna go to the gas station get some cupcakes or I like to try like different
[38:19.190 --> 38:21.950]  kind of energy bars and stuff but those are overpriced and they're still that's
[38:21.950 --> 38:25.750]  just a candy bar you're just eating shit anyway so you'll often see me get like
[38:25.750 --> 38:30.630]  some cool ranch Doritos maybe some kind of garlicky spicy crunchy potato chips
[38:30.630 --> 38:34.150]  or something like that and then I'll grab like a cupcake I mentioned earlier
[38:34.150 --> 38:38.030]  I like those birthday cake cupcakes I really like the orange cupcakes I may
[38:38.030 --> 38:42.070]  sound crazy but the orange flavored cupcakes are great the cake is good it's
[38:42.070 --> 38:45.070]  always nice and moist to get that creamy center and then the frosting it's got
[38:45.070 --> 38:49.230]  like a little just a texture that I enjoy that's really nice for me I don't
[38:49.230 --> 38:52.770]  do candy stuff I've said that I'm not into like the sweet tarts and crunchy
[38:52.770 --> 38:57.910]  candy gummy candy suckers that's not for me no nerd ropes none of that shit
[38:57.910 --> 39:03.310]  sometimes you may see me much a brownie if the brownies are right a brownie
[39:03.310 --> 39:06.790]  corner with a little bit of crunch in that texture I'm down with the brownie
[39:06.790 --> 39:11.870]  but I really try to stay away from that stuff drinks I said that I drink a lot
[39:11.870 --> 39:18.150]  of drinks a lot of my snacks are drinks I cannot drink blue stuff if you have a
[39:18.150 --> 39:21.710]  Sonic where you live Sonic is a place where they serve drinks and food and
[39:21.710 --> 39:26.630]  it's fast food people like to get a blue coconut slush or they have blue coconut
[39:26.630 --> 39:31.510]  drinks I am allergic to the blue food coloring or something it will make me
[39:31.510 --> 39:37.030]  projectile vomit like a fucking dragon can't do blue drinks I try to avoid
[39:37.030 --> 39:42.590]  caffeine like I said I cut out the dr. pepper years ago I do spoil myself when
[39:42.590 --> 39:46.870]  I go to comedy works they have this bottled root beer it's caffeine free but
[39:46.870 --> 39:50.910]  that is as close to drinking like a sugary shitty soda that I've let myself
[39:50.910 --> 39:57.990]  get in a while varieties of kombucha and teas and coconut water you guys
[39:57.990 --> 40:02.910]  coconut water I love the vita cocoa pressed coconut the other coconut water
[40:02.910 --> 40:07.470]  is good the pressed coconut water is fucking delicious there's nothing more
[40:07.470 --> 40:11.950]  hydrating more refreshing than coconut water don't drink too much of it it can
[40:11.950 --> 40:15.790]  have it may come out the other end a little more quickly than you anticipated
[40:15.790 --> 40:20.470]  if you drink too much but the coconut water fucking divine super delicious
[40:20.470 --> 40:24.230]  when you're blazed it just like that cotton mouth is all yeah and you hit the
[40:24.230 --> 40:26.790]  coconut water it's just like your mouth goes ba la la la la you're just
[40:26.790 --> 40:32.830]  refreshed I love it um coconut water kombucha is random teas drink a lot of
[40:32.830 --> 40:37.270]  yogi tea a lot of celestial seasoning teas just to keep the throat in line to
[40:37.270 --> 40:39.990]  get some herbs and different sort of supplements into the body things like
[40:39.990 --> 40:43.630]  that I think it's good for you to drink tea especially when you talk as much as
[40:43.630 --> 40:48.030]  I do the weather is crazy here I smoke a lot of cannabis and I'm around a lot of
[40:48.030 --> 40:51.950]  people so vitamins teas things like that just try to keep myself boosted up
[40:51.950 --> 40:59.150]  there's a place near me that sells a peanut butter chia banana smoothie
[40:59.150 --> 41:03.590]  fucking oh my god dude if they weren't nine bucks I drink two of them a day
[41:03.590 --> 41:07.070]  those things are fucking delicious I love that we're gonna talk about fast
[41:07.070 --> 41:09.190]  food and food and then we're gonna get the fuck out of here you guys I know
[41:09.190 --> 41:13.230]  I've been going on for a long time I really like to eat when I get blazed I
[41:13.230 --> 41:17.390]  like food that I could just shove in my mouth there's something primal something
[41:17.430 --> 41:20.990]  just fucking rawr about me that when I get good and blazed and you're like it's
[41:20.990 --> 41:24.990]  eat time I'm like is it eat time or is it like eat time like no it's eat time
[41:24.990 --> 41:30.150]  let's do this I can murder a big-ass vegetarian Chipotle burrito like it's
[41:30.150 --> 41:35.230]  nothing we could do Qdoba if that's the option I like burritos vegetarian style
[41:35.230 --> 41:38.830]  burritos that I could just pick up and shove in my mouth the more food in my
[41:38.830 --> 41:42.790]  mouth at one time in that situation the better kind of become a savage a big dog
[41:42.790 --> 41:46.030]  a mountain lion a bear whatever you want to call me at that point love that sort
[41:46.030 --> 41:49.390]  of stuff some like Chipotle or some kind of good tacos a burrito something
[41:49.390 --> 41:53.870]  like that I'm down with it a nice savage burrito that fucking quesadilla
[41:53.870 --> 42:00.150]  from savage burrito I'm in um Thai food I love Asian food Thai food Indian food
[42:00.150 --> 42:05.950]  Chinese food Korean food all that sort of stuff love all of that sort of shit I
[42:05.950 --> 42:10.990]  like to go to a Thai food restaurant and order two maybe three maybe four entrees
[42:10.990 --> 42:14.590]  and just put them if I got a date and where we know each other we'll just put
[42:14.590 --> 42:17.870]  four meals on the tray on the table and we'll just experiment and see what's
[42:17.870 --> 42:20.750]  good and we're gonna like something we're not gonna like something love
[42:20.750 --> 42:25.630]  ordering multiple entrees are just finding out what I like and then I can
[42:25.630 --> 42:28.710]  eat so I'll just finish it all if you don't like it bro I'll fucking eat it
[42:28.710 --> 42:33.390]  don't worry all right so I think that kind of wraps up my rambling episode
[42:33.390 --> 42:37.030]  about munchies this was much longer than I had anticipated I don't think there's
[42:37.030 --> 42:40.350]  much editing to be done gonna leave it just like it is I hope you enjoyed this
[42:40.350 --> 42:43.630]  episode hope you got some good snack ideas thank you guys for the great
[42:43.630 --> 42:46.670]  feedback it's great to know that people are out there trying to take care of
[42:46.670 --> 42:50.790]  themselves it's great knowing that a lot of people out there are also having that
[42:50.790 --> 42:54.190]  good box as a snack you're taking care of yourself and your partner that's good
[42:54.190 --> 42:59.310]  to know good to hear keep that up big up thumbs up for that one yeah that's all
[42:59.310 --> 43:01.790]  I've got for you let's wrap up the episode if you have any questions
[43:01.790 --> 43:04.870]  corrections comments or concerns I would love to hear from you my email address
[43:04.870 --> 43:08.870]  is grow from your heart at hotmail.com don't be shy send me your questions
[43:08.870 --> 43:12.630]  corrections comments concerns constructive criticism friendly feedback
[43:12.630 --> 43:16.910]  I'd love to hear all of it I do take it all with a grain of salt don't worry
[43:16.910 --> 43:21.070]  about my feelings or my ego I've done this enough I know people are gonna be
[43:21.070 --> 43:27.590]  aggressive send it all my way um patreon check out patreon.com forward slash grow
[43:27.590 --> 43:31.510]  from your heart you can support the show all the info is on the screen anything
[43:31.510 --> 43:35.870]  else check out the website at ireegenetics.com before I wrap it up I
[43:35.870 --> 43:40.870]  want to give a big shout out to a friend who started off as an ireegenetics
[43:40.910 --> 43:45.830]  supporter turned into a strong member of the iree army joined the discord and has
[43:45.830 --> 43:49.990]  become a friend he makes artwork for me he makes artwork for the brand for the
[43:49.990 --> 43:53.550]  show for the podcast for the company he makes a lot of great artwork for the
[43:53.550 --> 43:57.590]  discord the dude is a hell of an artist he's an amazing dude he's a good friend
[43:57.590 --> 44:01.830]  he's a fish fan you can excuse him or accept him for that however you like
[44:01.830 --> 44:06.830]  fellow fish fan big up fish fans um he's a good dude my friend's name is
[44:06.830 --> 44:11.150]  Riven Waters he's a great fucking dude he's got a youtube channel called made
[44:11.150 --> 44:15.670]  while medicated um I don't even need to tell you a lot about it I just want to
[44:15.670 --> 44:19.510]  invite you to check out my friend's youtube channel I think you'll enjoy it
[44:19.510 --> 44:23.750]  he's a great dude the least I can do is give my friend a shout out and invite
[44:23.750 --> 44:27.630]  you to check out his channel so check out made while medicated on YouTube give
[44:27.630 --> 44:31.590]  him a subscribe check out his videos tell him that Rasta Jeff sent you show
[44:31.590 --> 44:34.910]  him some love because he is a friend of mine and I want to spread love to spread
[44:34.910 --> 44:39.630]  love to my friends that do deserve it all right that's all I've got for you
[44:39.630 --> 44:42.590]  ladies and gentlemen thanks once again for listening to me ramble about munchies
[44:42.590 --> 44:48.550]  I hope you enjoyed the 7-eleven episode 7-12 will be much more grow focused more
[44:48.550 --> 44:53.470]  garden centric I do have Mike working on another project for us maybe I shouldn't
[44:53.470 --> 44:57.470]  announce that until we get it going but Mike if you hear this this is a reminder
[44:57.470 --> 45:01.310]  do your homework for that episode that we talked about all right ladies and
[45:01.310 --> 45:05.630]  gentlemen boys girls pimps hose friends foes smokers growers clone cutters pollen
[45:05.630 --> 45:10.710]  chuckers vegans vegetarians carnivores omnivores all you hungry motherfuckers
[45:10.710 --> 45:13.270]  out there I want to thank you once again for listening to another episode of the
[45:13.270 --> 45:16.550]  grow from your heart podcast I want to give a big shout out to my buddy Billy
[45:16.550 --> 45:25.390]  podunk and until next time take a fat dab and give your mom a hug for me
