[00:00.250 --> 00:13.050]  Alright, here we go.
[34:56.410 --> 34:58.730]  I intend to flower on this day.
[34:58.730 --> 35:00.970]  Leave yourself some openings, some windows.
[35:00.970 --> 35:04.450]  Maybe the plants don't grow as fast as you need it or maybe they grow faster.
[35:04.450 --> 35:06.610]  But try to have an idea, a schedule.
[35:06.610 --> 35:10.370]  I've been growing so long that when we go to a commercial grow, I can look at the height,
[35:10.370 --> 35:13.210]  I can look at the space, and I can say, here is the schedule.
[35:13.210 --> 35:15.510]  We're going to need nine weeks of flower.
[35:15.510 --> 35:18.830]  That means that nine weeks in the flower room, that's undeniable.
[35:18.830 --> 35:19.830]  That's what we need.
[35:19.830 --> 35:21.310]  They've got to flower nine weeks in here.
[35:21.310 --> 35:24.090]  How big can I get them by the time they're done?
[35:24.090 --> 35:27.950]  How big do I have to get them in here before I flower them to max them out at their maximum
[35:27.950 --> 35:30.090]  height in this room before we're done?
[35:30.090 --> 35:31.890]  That tells me how many weeks we can veg.
[35:31.890 --> 35:36.970]  I just automatically start thinking two weeks in the cloner, two weeks in small pots, three
[35:36.970 --> 35:37.970]  weeks in big pots.
[35:37.970 --> 35:39.690]  Then we move them into the flower room.
[35:39.690 --> 35:40.690]  It'll work perfectly.
[35:40.690 --> 35:41.690]  I just start scheduling.
[35:41.690 --> 35:42.690]  I make a plan.
[35:42.690 --> 35:46.330]  Then we stick to those plans and schedules and create routines and rhythms and standard
[35:46.330 --> 35:47.930]  operating procedures.
[35:47.930 --> 35:51.770]  The way to do that is to have some goals and have some plans.
[35:51.770 --> 35:56.050]  If you're working with multiple people, it is really important to get all of those people
[35:56.050 --> 35:57.210]  on the same plan.
[35:57.210 --> 36:01.970]  Make sure everybody knows the goal and make sure everybody knows they're part of the puzzle
[36:01.970 --> 36:03.050]  to reach that goal.
[36:03.050 --> 36:06.050]  If everybody thinks they're a trimmer, nobody's going to water plants.
[36:06.050 --> 36:09.330]  If everybody thinks they're watering plants, nobody's going to defoliate.
[36:09.330 --> 36:11.850]  Make sure everybody knows their role.
[36:11.850 --> 36:15.590]  The easiest way to do that is to find somebody that can be the leader that knows everything
[36:15.590 --> 36:19.650]  that needs to be done that can delegate all of the jobs for the day.
[36:19.650 --> 36:20.650]  Have some goals.
[36:20.650 --> 36:21.650]  Have some plans.
[36:21.730 --> 36:22.730]  Have some objectives.
[36:22.730 --> 36:23.850]  Have an expense sheet.
[36:23.850 --> 36:26.810]  But most importantly in that grow, have a bunch of fun.
[36:26.810 --> 36:30.770]  I know I just gave you a bunch of tasks, a bunch of assignments, a bunch of shit to think
[36:30.770 --> 36:34.450]  about, but most importantly, go in there and have fun.
[36:34.450 --> 36:38.290]  I think it's easier to have fun when we set ourselves up for success.
[36:38.290 --> 36:41.450]  That's what I'm trying to help you do here is set yourself up for success.
[36:41.450 --> 36:46.130]  If you go in that grow and all of the equipment works smoothly, everything just runs, you
[36:46.130 --> 36:50.410]  push that button and all the processes happen and the plants go shebang, you'll be encouraged
[36:50.410 --> 36:51.570]  to be in there more often.
[36:51.570 --> 36:52.570]  It feels good.
[36:52.570 --> 36:55.650]  You'll want to grow, grow more, which means you'll be touching the things more.
[36:55.650 --> 36:56.650]  You'll be paying attention.
[36:56.650 --> 36:58.890]  You'll be learning, which means you'll want to grow more.
[36:58.890 --> 37:01.570]  It'll just trigger more inspiration.
[37:01.570 --> 37:03.650]  You'll get better and better and better.
[37:03.650 --> 37:06.970]  Put a little work into it and watch how much it inspires you.
[37:06.970 --> 37:07.970]  That's all it takes.
[37:07.970 --> 37:10.010]  You'll see that you can accomplish small goals.
[37:10.010 --> 37:11.810]  You'll want to hit bigger goals every day.
[37:11.810 --> 37:15.690]  All right, I think that concludes my first of the month garden checklist.
[37:15.690 --> 37:16.850]  I hope I taught you some things.
[37:16.850 --> 37:19.290]  I hope I inspired you to do some things.
[37:19.290 --> 37:21.090]  Maybe you're typing out this list as we go.
[37:21.090 --> 37:24.730]  You're going to have to listen a couple more times and keep up because I feel like I was
[37:24.730 --> 37:27.170]  going quite quickly for this episode.
[37:27.170 --> 37:31.130]  Ladies and gentlemen, boys and girls, pimps, hoes, friends, foes, smokers and growers,
[37:31.130 --> 37:35.050]  clone cutters and pollen chuckers, I want to thank you once again for listening to episode
[37:35.050 --> 37:38.610]  677 of the Grow From Your Heart podcast.
[37:38.610 --> 37:41.690]  If you have any questions, corrections, comments or concerns, you know I would love to hear
[37:41.690 --> 37:42.690]  from you.
[37:42.690 --> 37:45.010]  The email address is growfromyourheartathotmail.com.
[37:45.010 --> 37:46.010]  Don't be shy.
[37:46.010 --> 37:49.690]  Also, if you feel like the show was educational, informative or entertaining, maybe you like
[37:49.690 --> 37:52.610]  to throw me a buck just because you learned a couple of things, all you have to do is
[37:52.610 --> 37:57.530]  visit www.patreon.com forward slash growfromyourheart.
[37:57.530 --> 38:01.050]  All of the information you need to support the show is right there on the screen.
[38:01.050 --> 38:04.610]  And again, I do invite you to join the Discord server.
[38:04.610 --> 38:07.930]  That link is in the show notes and the video description.
[38:07.930 --> 38:11.690]  Any other information you need, you can find it ieregenetics.com.
[38:11.690 --> 38:12.930]  There's a link to the Patreon.
[38:12.930 --> 38:14.390]  There's a link to the Discord.
[38:14.390 --> 38:16.430]  There's a link to Seed Vendors.
[38:16.430 --> 38:20.990]  There's a lot of great information at ieregenetics.com.
[38:20.990 --> 38:22.470]  All right, that is all I've got for you.
[38:22.470 --> 38:24.710]  You know I'll be back in a couple of days with fresh new content.
[38:24.710 --> 38:28.050]  I want to give a giant shout out to my buddy Johnny Caneseed.
[38:28.050 --> 38:31.550]  And until next time, take a fat dab and give your mom a hug for me.
