[00:00.060 --> 00:01.060]  Let's do it.
[31:41.480 --> 31:44.560]  You guys talk about something for a brief moment.
[31:44.560 --> 31:47.240]  That's a lot of talking and air going through my head.
[31:47.240 --> 31:48.240]  I'm out of breath.
[31:48.240 --> 31:50.880]  Try not to bombard you guys with commercials, but we got to pay the bills.
[31:51.880 --> 31:56.480]  I love when you message me and you're like, everything was one take and I'm like, did
[31:56.480 --> 31:57.480]  you breathe through it?
[31:57.480 --> 32:03.400]  You know, that's, that's usually my next question is like, did you take a breath?
[32:03.400 --> 32:05.320]  But yeah, oxygen intake.
[32:05.320 --> 32:06.800]  Yes, that's good man.
[32:06.800 --> 32:10.320]  I'm glad that everything's rolling good with you.
[32:10.320 --> 32:12.440]  It's 25 episodes in dude, we're getting comfortable.
[32:12.440 --> 32:14.720]  We're learning how to do this shit.
[32:14.720 --> 32:15.880]  So I'm getting there.
[32:15.880 --> 32:17.880]  You guys have endured 25 episodes, man.
[32:17.880 --> 32:20.160]  The first 24 I'm not so sure about.
[32:20.160 --> 32:23.480]  This one is still not even guaranteed to be any good.
[32:23.480 --> 32:24.480]  They're all good, man.
[32:24.480 --> 32:26.200]  You just got to have faith in your product, bro.
[32:26.200 --> 32:27.200]  I appreciate it.
[32:27.200 --> 32:31.920]  You guys must be liking it because the Facebook, the Instagram, the Twitter, my email, they've
[32:31.920 --> 32:36.200]  all been blowing up lately regarding the show.
[32:36.200 --> 32:41.000]  Regarding everything, iRegenetics, the podcast, life, everything has been going well.
[32:41.000 --> 32:42.000]  Pretty excited.
[32:42.000 --> 32:45.080]  Good to see you got fish coming up in a few days.
[32:45.080 --> 32:48.840]  I just got tickets for that freaking oddball comedy show.
[32:48.840 --> 32:54.080]  I looked at the prices for those and I was like, yeah, I'm probably not going to that
[32:54.080 --> 32:55.080]  one.
[32:55.080 --> 32:56.320]  Don't get the reserve seating at all.
[32:56.320 --> 32:57.320]  Don't even look at those.
[32:57.320 --> 32:59.320]  Go to the ones underneath those.
[32:59.320 --> 33:00.320]  Okay.
[33:00.320 --> 33:01.320]  All right.
[33:01.320 --> 33:02.320]  63 feet.
[33:02.320 --> 33:03.320]  Yeah.
[33:03.320 --> 33:04.320]  Comedy show would be dope.
[33:04.320 --> 33:06.320]  Still 63 is a little bit much for me right now.
[33:06.320 --> 33:07.320]  I agree.
[33:07.320 --> 33:08.320]  I agree.
[33:08.320 --> 33:09.320]  Yeah.
[33:09.320 --> 33:10.320]  Got to pay some bills before that happens.
[33:10.320 --> 33:11.320]  But yeah.
[33:11.320 --> 33:12.320]  Well, we just paid all the bills here.
[33:12.320 --> 33:13.320]  I got something in my nose.
[33:13.320 --> 33:18.560]  So if I sneeze on the show, it'll be the second time I've ever sneezed on a podcast.
[33:19.280 --> 33:22.000]  So this is episode 25 and it feels like a milestone in the podcast world.
[33:22.000 --> 33:26.040]  They say that your show isn't anywhere until you've done 25 episodes.
[33:26.040 --> 33:29.320]  They say don't expect any listener interaction.
[33:29.320 --> 33:30.320]  Don't expect a tweet.
[33:30.320 --> 33:31.760]  Don't expect a comment.
[33:31.760 --> 33:36.920]  Don't expect a five star review at least until you've gotten 25 episodes under your belt.
[33:36.920 --> 33:41.920]  And I do have to give a little bit of respect to the podcast that helped me get my feet
[33:41.920 --> 33:43.240]  wet and learn how to do podcasting.
[33:43.240 --> 33:45.400]  It was 719 the blocks podcast.
[33:45.400 --> 33:46.400]  No disrespect to those guys.
[33:46.400 --> 33:49.560]  I just had to end that relationship and or not that relationship, that podcast.
[33:49.560 --> 33:51.480]  I didn't have time for that shit anymore.
[33:51.480 --> 33:53.160]  So shout out to those guys.
[33:53.160 --> 33:55.960]  It's kind of where I got my feet wet and podcast answer, man.
[33:55.960 --> 33:56.960]  Dude, you taught me a lot of shit.
[33:56.960 --> 34:02.240]  I know you don't listen to my show, but Cliff Ravenscraft taught me a lot about podcasting.
[34:02.240 --> 34:06.800]  So since we're doing all that, I should send some love to a lot of people.
[34:06.800 --> 34:12.360]  Big shout out to Kevin, of course, Adam, Tony, Clint, Jesse, Spencer, the whole Garden of
[34:12.360 --> 34:13.360]  Weeden crew.
[34:13.360 --> 34:19.480]  A big respect to DJ Nick and T and Taskrock, Addison, Demora, Hunt, Terpex, Ryan at Tree
[34:19.480 --> 34:26.800]  Thugger, Big D, of course, everyone at Handmade Apparel and Oil Slick, White Mike, Gary, Angela,
[34:26.800 --> 34:30.200]  Coral Reefer, Yankee and the boys at Nature's Green Remedies.
[34:30.200 --> 34:32.200]  The boys, I mean the little tiny dreadlocks.
[34:32.200 --> 34:33.200]  Shout out little guys.
[34:33.200 --> 34:38.760]  Burning the crew from High Grove Pueblo, Nurse Nelly, Llama Box, Logistics, Mr. Omnio, who
[34:38.760 --> 34:41.680]  listens all the way in London, UK.
[34:41.680 --> 34:46.920]  Nick from Pueblo, Henry710, M4K and Keyplay, Joey and Shelly from Natural Mystic, Cannabis
[34:46.920 --> 34:52.680]  Caregivers in Colorado Springs, Big Sky from the Forum, Cut Proof, Good Dro, and all the
[34:52.680 --> 34:55.360]  other members of the iRegenetics Forum.
[34:55.360 --> 34:58.680]  Also a big shout out to Nancy Budwell.
[34:58.680 --> 35:01.480]  Shout out to Brad in New Mexico and Rob in Massachusetts.
[35:01.480 --> 35:04.900]  And also I want to send a huge shout out to all of my listeners who have stuck around
[35:04.900 --> 35:05.900]  this long.
[35:05.900 --> 35:09.240]  I'm finally comfortable on a microphone and I've learned what I'm doing with the recording
[35:09.240 --> 35:13.080]  gear so stick with me and I'll bring you grow advice and cannabis news every week until
[35:13.080 --> 35:15.480]  they make me freaking stop.
[35:15.480 --> 35:16.480]  I hope I didn't miss anyone.
[35:16.480 --> 35:18.880]  If I did, please know that I love you.
[35:18.880 --> 35:20.360]  Dab the fuck out and I'm on the spot.
[35:20.360 --> 35:24.120]  So it's time to take a celebration dab because episode 25 is going well.
[35:24.120 --> 35:25.120]  We got the shout outs done.
[35:25.120 --> 35:26.240]  We got the commercials done.
[35:26.240 --> 35:27.560]  We got the contest out.
[35:27.560 --> 35:28.760]  It's time for a dab.
[35:28.760 --> 35:31.400]  I feel good after giving all those people a shout out on the show.
[35:31.400 --> 35:32.840]  It's good, man.
[35:32.840 --> 35:33.840]  It's good.
[35:33.840 --> 35:35.440]  It's a lot of people.
[35:35.440 --> 35:36.440]  You know, I mean.
[35:36.440 --> 35:37.440]  That covers most everyone.
[35:37.440 --> 35:42.360]  I want to give one special shout out to fucking toughest dude I know pops, man.
[35:42.360 --> 35:43.960]  He fucking is beating shit.
[35:43.960 --> 35:44.960]  It's awesome.
[35:44.960 --> 35:46.440]  I thought he might show up here tonight for the show.
[35:46.440 --> 35:48.160]  I wasn't sure.
[35:48.160 --> 35:49.440]  But yeah, big shout out to pops.
[35:49.440 --> 35:52.600]  A big shout out to Joffrey and Cara pops.
[35:52.600 --> 35:54.200]  Pops was really battling some.
[35:54.200 --> 35:55.760]  Can we say what pops was working with pops?
[35:55.760 --> 35:56.760]  Yeah.
[35:56.760 --> 35:59.200]  Pops had lung cancer and he looked like hell.
[35:59.200 --> 36:03.040]  Pops looked like a skeleton several months ago and with the little treatments from his
[36:03.040 --> 36:06.200]  doctor, not little treatments, fucking big ass treatments from his doctor that almost
[36:06.200 --> 36:10.560]  plowed the shit out of pops and the love from Kevin and the nurturing from Kevin and
[36:10.560 --> 36:12.520]  also the help of cannabis.
[36:12.520 --> 36:14.800]  Pops looks like a freaking million bucks now.
[36:14.800 --> 36:19.360]  The help from from from Jeff and Irie and the whole cannabis community, man, there were
[36:19.360 --> 36:24.160]  a lot of there were a lot of people who gave free donations just to help out his cause
[36:24.160 --> 36:26.520]  because he couldn't smoke anymore and things like that.
[36:26.520 --> 36:27.520]  So that's what it's about.
[36:27.520 --> 36:28.520]  Really.
[36:28.520 --> 36:31.280]  You know, he gained weight throughout his entire treatment.
[36:31.280 --> 36:35.260]  The only bad news we received was the original cancer.
[36:35.320 --> 36:39.180]  So cannabis has done a lot for the man.
[36:39.180 --> 36:45.260]  He's made sure he could eat and kept him going through all those those hard treatments.
[36:45.260 --> 36:48.900]  And we're just waiting on the scan next month to see what the final answer is.
[36:48.900 --> 36:51.260]  But he's he says he has more energy.
[36:51.260 --> 36:54.220]  He feels better than he has in over three years.
[36:54.220 --> 36:56.620]  So, I mean, he looks better.
[36:56.620 --> 36:59.020]  He's it's awesome.
[36:59.020 --> 37:00.540]  Take care of yourselves, guys.
[37:01.020 --> 37:07.020]  I have to thank the community for that, because very little came from me, to be quite honest.
[37:07.020 --> 37:10.380]  I bought what I could, but I was limited as well.
[37:10.380 --> 37:12.660]  And I got a lot of free things from a lot of good people.
[37:12.660 --> 37:14.900]  And I appreciate that.
[37:14.900 --> 37:17.780]  That's what this community is for as growers and breeders.
[37:17.780 --> 37:20.140]  We if you're doing it right, you do OK.
[37:20.140 --> 37:21.420]  So we got to pay it forward.
[37:21.420 --> 37:22.420]  We got to kick it down.
[37:22.420 --> 37:23.820]  Have you guys noticed that shit?
[37:23.820 --> 37:24.820]  We try not to be stingy.
[37:24.820 --> 37:26.700]  And I mean, I've only been here a couple of months.
[37:26.700 --> 37:31.860]  And let me just say that it's one thing hearing about it, you know, from Internet and and
[37:31.860 --> 37:33.300]  other sources and things like that.
[37:33.300 --> 37:34.900]  But seeing it for yourself, it's great, man.
[37:34.900 --> 37:38.140]  Like it's what he's speaking is the truth out here.
[37:38.140 --> 37:43.500]  You know, it's I have to give a huge thanks to Joey from Natural Mystic Caregivers and
[37:43.500 --> 37:44.500]  Selected Nicotine.
[37:44.500 --> 37:50.500]  Both they fucking hooked it up with oil capsules that went directly to him and essential caps,
[37:50.500 --> 37:51.500]  right?
[37:51.500 --> 37:52.500]  Yeah.
[37:52.500 --> 37:53.500]  The essential caps.
[37:53.500 --> 37:54.500]  I've heard a lot of good things about those.
[37:54.500 --> 37:56.060]  They don't they don't pay me to say this.
[37:56.420 --> 37:57.420]  I've paid sponsors.
[37:57.420 --> 37:58.420]  No, no, no.
[37:58.420 --> 37:59.420]  Didn't pay anything.
[37:59.420 --> 38:00.660]  I've heard a lot of good things about those.
[38:00.660 --> 38:02.660]  And the the mystic caps from Joey.
[38:02.660 --> 38:04.940]  I ran into him just walk leaving.
[38:04.940 --> 38:09.460]  Actually, I ran into him right in the middle of two places and I kind of told him how I
[38:09.460 --> 38:10.460]  was doing.
[38:10.460 --> 38:12.500]  And he asked about my dad because he had met him before.
[38:12.500 --> 38:16.900]  And I told him and he reached in his bag and gave me some of those mystic caps that won
[38:16.900 --> 38:18.140]  the Cannabis Cup Award.
[38:18.140 --> 38:21.740]  Just give me just give and just hear like you give these to your dad.
[38:21.740 --> 38:22.740]  I did.
[38:23.420 --> 38:24.660]  It's just been amazing.
[38:24.660 --> 38:29.780]  The love and support I've gotten from everybody and the love that's gone to him.
[38:29.780 --> 38:30.780]  It's awesome.
[38:30.780 --> 38:31.780]  The community really works like that, man.
[38:31.780 --> 38:32.780]  You show it love.
[38:32.780 --> 38:33.780]  It does.
[38:33.780 --> 38:34.780]  It gives you love back.
[38:34.780 --> 38:35.780]  It really does.
[38:35.780 --> 38:37.900]  I had another friend.
[38:37.900 --> 38:41.780]  I don't know if he wants me to shout him out on a podcast, but a friend of a friend came
[38:41.780 --> 38:47.020]  down with stage four liver cancer and it was in deep shit was actually looked worse than
[38:47.020 --> 38:48.020]  pops looks.
[38:48.020 --> 38:52.220]  And I'm not trying to level the only thing that was going to work for this cat was RSO.
[38:52.700 --> 38:55.980]  And I posted on Facebook, I need some RSO and I got it within five days.
[38:55.980 --> 38:56.980]  I remember that.
[38:56.980 --> 38:57.980]  Yeah.
[38:57.980 --> 38:58.980]  Yeah.
[38:58.980 --> 38:59.980]  It delivered from Leadville.
[38:59.980 --> 39:04.180]  That's like fucking eight or nine hours away from here to just a friend of a friend who
[39:04.180 --> 39:06.140]  that's compassionate care right there.
[39:06.140 --> 39:07.620]  You know, they knew it wasn't for me.
[39:07.620 --> 39:09.180]  They knew that that was for that guy.
[39:09.180 --> 39:10.500]  I wasn't asking for it.
[39:10.500 --> 39:12.300]  And they're like, yeah, we got it, man.
[39:12.300 --> 39:13.300]  Hooked him up.
[39:13.300 --> 39:16.620]  So if you have somebody, if anybody out there, this shout out for you.
[39:16.620 --> 39:20.340]  If you hook up medical patients, if you don't charge your medical patients, if you give
[39:20.620 --> 39:22.780]  medical patients extra, I know you've got to recoup your light fees.
[39:22.780 --> 39:23.780]  You got to pay for your soil.
[39:23.780 --> 39:24.780]  You got to do that shit.
[39:24.780 --> 39:27.460]  So charge them the bare minimum.
[39:27.460 --> 39:31.260]  If you guys are hooking up cancer patients with RSO, if you're doing that kind of shit,
[39:31.260 --> 39:32.260]  you know who you are.
[39:32.260 --> 39:34.180]  If you deserve a shout out for this shit, big ups.
[39:34.180 --> 39:36.780]  If you're a medical provider, big love, respect.
[39:36.780 --> 39:37.780]  Thank you.
[39:37.780 --> 39:38.780]  That's a shout out for you.
[39:38.780 --> 39:39.780]  You guys don't get enough attention paid to you.
[39:39.780 --> 39:40.780]  You don't get enough love.
[39:40.780 --> 39:45.900]  Some of you guys are just balling out, looking like gangsters, living off the caregiver life.
[39:46.900 --> 39:52.220]  Some of you guys are doing it proper and mad love for that because it's hard to do it proper.
[39:52.220 --> 39:57.340]  Growing that medical grade herb with no sprays, no crazy shit on it is definitely a challenge.
[39:57.340 --> 39:58.340]  All right.
[39:58.340 --> 39:59.340]  That's crazy stuff, man.
[39:59.340 --> 40:04.140]  I want to keep the grow lessons coming and shit and always do episodes with news.
[40:04.140 --> 40:09.060]  If you guys want to hear me talk about something, something random, something like this guy,
[40:09.060 --> 40:11.380]  the whole seed topic today just happened to be good timing.
[40:11.380 --> 40:15.340]  I had a giveaway planned and that guy asked about where to get seeds.
[40:15.780 --> 40:18.700]  Hopefully he's listening to episode 25 and he can get seeds.
[40:18.700 --> 40:20.380]  He knows the laws and regulations.
[40:20.380 --> 40:23.620]  He doesn't even have to buy some iRee Genetics products right now.
[40:23.620 --> 40:28.140]  I think his email said he's in California, so he's cool to grow herb.
[40:28.140 --> 40:30.620]  He's got that 215 and it's legal out there.
[40:30.620 --> 40:31.620]  Good deal.
[40:31.620 --> 40:34.340]  He doesn't have to even buy iRee Genetics products.
[40:34.340 --> 40:40.460]  He can go buy some Rare Dankness or some La Plata, some Durango OG if they've got that
[40:40.460 --> 40:41.460]  shit in stock.
[40:41.460 --> 40:42.460]  What was that?
[40:42.460 --> 40:44.660]  That alien, lemon alien?
[40:44.980 --> 40:47.100]  I'm not sure if that's available anywhere.
[40:47.100 --> 40:50.100]  I don't know if it's available, but it looked ridiculous.
[40:50.100 --> 40:54.300]  Or Gage Green Genetics, Scarlet Kush or Starlet Kush or Asperare.
[40:54.300 --> 40:55.300]  I'm trying not to call.
[40:55.300 --> 40:56.300]  Oh, there it was.
[40:56.300 --> 40:57.300]  Okay, I'm better now.
[40:57.300 --> 40:59.780]  I should have just let it happen.
[40:59.780 --> 41:04.460]  But go get some of those and then use that coupon code, episode25.
[41:04.460 --> 41:10.340]  It's all one word, capital E and then the number 25, episode25.
[41:10.340 --> 41:15.700]  You get a free five pack of iRee gear and I don't want anything except your loyal listenership,
[41:15.700 --> 41:17.100]  which is pretty awesome.
[41:17.100 --> 41:18.100]  Yep.
[41:18.100 --> 41:19.100]  Yeah.
[41:19.100 --> 41:20.100]  Yeah.
[41:20.100 --> 41:21.100]  Yeah.
[41:21.100 --> 41:23.100]  So if you want to hear me talk about some shit, just tweet me, message me.
[41:23.100 --> 41:24.100]  I'll talk about it.
[41:24.100 --> 41:25.100]  We'll discuss it.
[41:25.100 --> 41:26.100]  We'll talk about it on the show.
[41:26.100 --> 41:27.100]  Let's see.
[41:27.100 --> 41:28.100]  Let's see.
[41:28.100 --> 41:30.740]  I've learned what I'm doing with recording gear.
[41:30.740 --> 41:31.740]  I knew that part.
[41:31.740 --> 41:32.740]  Where am I?
[41:32.740 --> 41:33.740]  I missed.
[41:33.740 --> 41:34.740]  I lost my fucking...
[41:34.740 --> 41:35.740]  Somebody point to this paper and I'll just start reading there.
[41:35.740 --> 41:37.860]  I'm not really sure where you were on that paper.
[41:38.100 --> 41:42.020]  You can message me at agroculture on hotmail.com or you can tweet me at agroculture.
[41:42.020 --> 41:44.940]  You can find me on Facebook under agroculture.
[41:44.940 --> 41:48.660]  If you don't want me to say your name on the show, just let me know in your message and
[41:48.660 --> 41:49.820]  I'll keep your identity private.
[41:49.820 --> 41:52.740]  I know that I got to keep some people in Texas and Oklahoma.
[41:52.740 --> 41:54.380]  Can't let anybody know they're growing and shit.
[41:54.380 --> 41:56.780]  So I won't bust you out.
[41:56.780 --> 42:01.900]  If you leave a comment on iTunes or Stitcher, I'll try to read those on a future episode.
[42:01.900 --> 42:04.500]  Big shout out to TaskRock for the song that's playing.
[42:05.500 --> 42:06.500]  We got a couple minutes to kill.
[42:06.500 --> 42:09.820]  You guys got a topic you want to bring up?
[42:09.820 --> 42:11.060]  You had a couple topics earlier.
[42:11.060 --> 42:12.820]  Oh yeah, bro.
[42:12.820 --> 42:16.980]  Colorado Springs has banned the use of butane extraction.
[42:16.980 --> 42:18.820]  Yeah, as far as I know...
[42:18.820 --> 42:23.300]  You're going to celebrate the banning of butane extraction by taking a fat, chunky dad?
[42:23.300 --> 42:24.300]  Is that what you're going to do?
[42:24.300 --> 42:26.420]  I asked, honestly.
[42:26.420 --> 42:27.420]  That's going to happen.
[42:27.420 --> 42:28.420]  Okay.
[42:28.420 --> 42:29.420]  Go for your thing, Kevin.
[42:29.420 --> 42:30.900]  There's not a lot of details on it.
[42:30.900 --> 42:31.900]  I'll turn Adam's mic off.
[42:31.900 --> 42:34.820]  There's not a lot to say about it.
[42:34.820 --> 42:42.340]  However, for those who haven't caught the message yet, Colorado Springs has put a moratorium
[42:42.340 --> 42:48.460]  on butane extraction, including in a closed loop system and under all these new regulations
[42:48.460 --> 42:51.220]  that have been put on the extraction labs.
[42:51.220 --> 42:53.780]  Can you dumb that down just a little bit?
[42:53.780 --> 42:55.620]  Like, I don't really understand.
[42:55.620 --> 42:57.100]  So they're saying no more blasting?
[42:57.100 --> 42:58.100]  Yeah, pretty much.
[42:58.100 --> 42:59.100]  Okay.
[42:59.100 --> 43:00.100]  Exactly.
[43:00.100 --> 43:01.100]  You can't do it open, which are the new regulations.
[43:01.300 --> 43:05.620]  You have to have closed loop system and a certain type of environment under certain
[43:05.620 --> 43:08.500]  code and things like that.
[43:08.500 --> 43:13.560]  But now they're outlawing even that in Colorado Springs.
[43:13.560 --> 43:23.800]  And apparently what it was is one guy from, I forget his name, from some building department
[43:23.800 --> 43:31.600]  or something in Springs kind of decided that these electrical codes and certain things
[43:31.600 --> 43:37.040]  were not sufficient to even have a closed loop system in.
[43:37.040 --> 43:43.800]  So here the industry is, there's a lot of people making new rooms and everything under
[43:43.800 --> 43:48.280]  all these new codes that follow all these guidelines.
[43:48.280 --> 43:51.940]  And this guy just came in and said that wasn't good enough.
[43:52.080 --> 43:58.420]  And apparently this department has final say over fire department and all this other stuff.
[43:58.420 --> 43:59.420]  So-
[43:59.420 --> 44:04.140]  If you guys hear that cough in the background, that's Adam being a big sissy.
[44:04.140 --> 44:07.140]  So they're working to figure it out.
[44:07.140 --> 44:16.660]  And I think the guy, from what I understand, is going to tell the industry what he wants
[44:16.660 --> 44:19.260]  is his regulations or whatever.
[44:19.260 --> 44:28.060]  And it may be, like the video I saw, they said it may be a week, it may be a year before
[44:28.060 --> 44:29.060]  this is fixed.
[44:29.060 --> 44:31.860]  You just never know with this stuff.
[44:31.860 --> 44:33.920]  It's just happened yesterday afternoon.
[44:33.920 --> 44:34.920]  So that's-
[44:34.920 --> 44:36.140]  Do you know how many extraction-
[44:36.140 --> 44:37.140]  Animal.
[44:37.140 --> 44:41.940]  So this is, open blasting is actually technically illegal anyway.
[44:41.940 --> 44:44.780]  This is only relating to dispensary OPC grows.
[44:44.780 --> 44:48.980]  So state regulated, MED regulated grows that are blasting their products.
[44:49.700 --> 44:50.700]  It's not even blasting anymore at this point.
[44:50.700 --> 44:53.180]  It's processing in a closed loop system.
[44:53.180 --> 45:00.540]  How many of those legal MED regulated MIPS, OPC regulated blasting sites, processing facilities,
[45:00.540 --> 45:01.620]  I guess we'll call them.
[45:01.620 --> 45:05.660]  How many of those do you think or know of in Colorado Springs?
[45:05.660 --> 45:07.540]  I know of two for sure.
[45:07.540 --> 45:13.300]  I know there's probably a couple more just because some of the dispensaries have their
[45:13.300 --> 45:17.640]  own MIPS license and stuff that they can process under.
[45:18.240 --> 45:24.480]  I know two of for sure and one's fairly new to Colorado and that's kind of a bummer.
[45:24.480 --> 45:25.480]  Yeah.
[45:25.480 --> 45:28.880]  Because they just spent a lot of money building their-
[45:28.880 --> 45:32.200]  They just popped a lot of seeds.
[45:32.200 --> 45:36.040]  And it's getting shut down now, which is, you know, that's-
[45:36.040 --> 45:39.120]  They can still run their garden, but they can't extract it.
[45:39.120 --> 45:40.120]  With butane.
[45:40.120 --> 45:45.240]  You can still run CO2, you can still run water, but-
[45:45.560 --> 45:49.600]  The garden that we're talking about that, okay, a garden in Springs that was actually
[45:49.600 --> 45:50.880]  being grown.
[45:50.880 --> 45:53.880]  So what happens guys, if you're listening from, we've got a listener that listens in
[45:53.880 --> 45:54.880]  London.
[45:54.880 --> 45:56.360]  So we have to keep in mind that-
[45:56.360 --> 45:57.360]  Respect, dude.
[45:57.360 --> 45:58.360]  Yeah.
[45:58.360 --> 45:59.360]  Thank you.
[45:59.360 --> 46:00.360]  But we have to keep in mind that not everybody-
[46:00.360 --> 46:01.360]  My mic sounds funny.
[46:01.360 --> 46:02.360]  Okay.
[46:02.360 --> 46:03.360]  It's just the music.
[46:03.360 --> 46:04.560]  We have to keep in mind that not everybody knows Colorado shit.
[46:04.560 --> 46:10.880]  These places grow a large garden, like a thousand plants, and they harvest the entire garden
[46:10.960 --> 46:16.480]  and then they run all of that through a closed loop butane extraction machine and turn all
[46:16.480 --> 46:20.880]  of it into hash, into BHO, dabs, shatter-
[46:20.880 --> 46:23.160]  Processed marijuana concentrate.
[46:23.160 --> 46:24.160]  Yes.
[46:24.160 --> 46:30.840]  And that sells for somewhere between, depending on where and who, between 30 and 60 a gram.
[46:30.840 --> 46:34.680]  And if you're getting into live resin, it's 85 to a hundred dollars a gram.
[46:34.680 --> 46:40.980]  So these guys are making large portions and portioning it up into grams and then they
[46:40.980 --> 46:44.620]  deliver it back to the dispensary and then the dispensary sells it.
[46:44.620 --> 46:48.960]  Or the dispensary takes their grow that they have leftovers of and sends it to the extraction
[46:48.960 --> 46:52.200]  company for them to blast or process.
[46:52.200 --> 46:56.240]  And then they take all of that product back to the shop and sell it on the shelves.
[46:56.240 --> 47:00.160]  So these guys are growing large, large gardens just for processing.
[47:00.160 --> 47:04.960]  So what I see them doing, you run your large garden, you chop it, you dry it, you drive
[47:04.960 --> 47:08.880]  it up to Denver to your processing facility or down to Pueblo to your processing facility
[47:08.880 --> 47:12.840]  where it's legal and then you run it there and then you just have to drive twice.
[47:12.840 --> 47:15.560]  Yeah, pretty much.
[47:15.560 --> 47:18.700]  So this is forcing closed loop systems, correct?
[47:18.700 --> 47:22.060]  Closed loops have been banned also in Colorado Springs as part of this moratorium.
[47:22.060 --> 47:24.560]  But the closed loop system is what the industry standard is now.
[47:24.560 --> 47:26.000]  You cannot blast open loop.
[47:26.000 --> 47:27.000]  That's what I'm saying.
[47:27.000 --> 47:31.640]  Is this not doing anything but upgrading the hash?
[47:31.640 --> 47:35.240]  It kind of sounds negative when it's coming from YouTube, but to me it sounds like more
[47:35.240 --> 47:38.520]  people are going to be making unicorn hash and we're going to go away from the butane
[47:38.520 --> 47:39.520]  nasty...
[47:39.520 --> 47:42.280]  Well, they just banned, you can't even make unicorn hash now, which is a live resin you
[47:42.280 --> 47:43.280]  guys started with.
[47:43.280 --> 47:44.280]  Not in Colorado Springs.
[47:44.280 --> 47:45.880]  Yeah, you can't do any of it in Colorado Springs.
[47:45.880 --> 47:48.400]  It's going to drive the black market hash.
[47:48.400 --> 47:49.400]  Exactly.
[47:49.400 --> 47:54.920]  Now guys that are unlicensed like me, I'm a grower and I'm a breeder.
[47:54.920 --> 47:56.080]  I don't know how to make the dabs.
[47:56.160 --> 47:59.280]  Honestly, I'd let other people do that for me, but I'm going to have to.
[47:59.280 --> 48:02.600]  If I live in Colorado Springs, I can't get it now because it's not being made.
[48:02.600 --> 48:07.440]  I'm going to have to go in my backyard and open blast my own product, which is taking
[48:07.440 --> 48:12.000]  it back to where it was that caused a lot of the problems in the first place.
[48:12.000 --> 48:13.480]  But that's what prohibition does.
[48:13.480 --> 48:15.720]  It goes back and forth.
[48:15.720 --> 48:19.760]  They're just trying to re-prohibit prohibition.
[48:19.760 --> 48:21.920]  Colorado Springs is kind of a strange city anyway.
[48:21.920 --> 48:25.040]  For being such a big city, they've banned all the recreational cannabis.
[48:25.040 --> 48:26.040]  Now they're banning blasting.
[48:26.040 --> 48:29.120]  Yeah, it's a lot of military up there.
[48:29.120 --> 48:32.720]  Do you want to mention the event being pushed back?
[48:32.720 --> 48:33.720]  Yeah, yeah, yeah.
[48:33.720 --> 48:34.720]  Oh yeah, yeah.
[48:34.720 --> 48:35.720]  We got to talk about that.
[48:35.720 --> 48:36.720]  Big shout out to Daniel for making this decision.
[48:36.720 --> 48:37.720]  Secret Cup Mountain Region, man.
[48:37.720 --> 48:39.120]  And yeah, big up to him.
[48:39.120 --> 48:41.400]  I don't know if anybody is mad about it.
[48:41.400 --> 48:42.880]  I haven't heard any bad reviews on this decision.
[48:42.880 --> 48:44.240]  I haven't seen anything on it either.
[48:44.240 --> 48:45.920]  I think it's a great idea.
[48:45.920 --> 48:48.840]  He pushed the Mountain Region back.
[48:48.840 --> 48:51.720]  I'm sure it was a community decision to some extent.
[48:52.280 --> 48:55.360]  It wasn't just Big D going, no, I'm fucking doing this.
[48:55.360 --> 48:56.360]  That's just not how he does it.
[48:56.360 --> 48:58.000]  I feel like doing it tomorrow.
[48:58.000 --> 49:01.120]  But no, they had just wrapped up the East Coast.
[49:01.120 --> 49:02.120]  The Beast Coast.
[49:02.120 --> 49:03.120]  The Beast Coast.
[49:03.120 --> 49:04.760]  Shout out to Bobby Nugs.
[49:04.760 --> 49:06.240]  Apparently that was badass.
[49:06.240 --> 49:07.240]  Good job.
[49:07.240 --> 49:08.240]  I watched the video on it.
[49:08.240 --> 49:09.240]  Good job.
[49:09.240 --> 49:10.720]  They had some pretty high numbers and some pretty high-con-
[49:10.720 --> 49:17.880]  So after that, Secret Cup administrators decided that they needed to make Colorado the home
[49:17.880 --> 49:18.880]  state as badass.
[49:18.880 --> 49:19.880]  Secret Cup administrators.
[49:19.880 --> 49:20.880]  Yeah.
[49:21.040 --> 49:22.040]  Bobby and Jeremy?
[49:22.040 --> 49:23.040]  Yeah.
[49:23.040 --> 49:24.040]  Okay.
[49:24.040 --> 49:28.920]  As badass as the Beast Coast was, you know?
[49:28.920 --> 49:32.920]  They didn't feel like they could do that within a week and a half.
[49:32.920 --> 49:38.080]  They have had several venue changes, several issues with Denver.
[49:38.080 --> 49:40.120]  And the venues, they could get locked down.
[49:40.120 --> 49:43.800]  They finally have a good venue locked down and they're getting everything else squared
[49:43.800 --> 49:48.280]  away and they pushed it back to the end of September.
[49:48.280 --> 49:52.000]  So it's still happening and they want to just make it badass and not half-ass.
[49:52.000 --> 49:54.920]  So good job on that decision for sure.
[49:54.920 --> 49:57.800]  If anything, that'll leave more time for people to get ready.
[49:57.800 --> 50:03.960]  Also, Big D offered to pay any expenses that were extra incurred on people who had already
[50:03.960 --> 50:08.120]  had plane tickets that had to trade a man or anything like that.
